% N density b b_old lambda LLtest TP FP
500 0.21 0.070116 0.070116 14.262092 0.000000 0.411877 0.149514
500 0.21 0.069548 0.069548 14.378573 0.000000 0.410697 0.145273
500 0.21 0.070359 0.070359 14.212901 0.000000 0.431579 0.144174
500 0.21 0.068432 0.068432 14.613122 0.000000 0.402111 0.143552
500 0.21 0.068446 0.068446 14.609955 0.000000 0.398086 0.137004
500 0.21 0.070500 0.070500 14.184349 0.000000 0.438697 0.143369
500 0.21 0.068623 0.068623 14.572471 0.000000 0.423114 0.143479
500 0.21 0.070816 0.070816 14.121064 0.000000 0.427751 0.149808
500 0.21 0.071524 0.071524 13.981375 0.000000 0.449136 0.154811
500 0.21 0.070280 0.070280 14.228792 0.000000 0.431579 0.151601
500 0.21 0.068854 0.068854 14.523467 0.000000 0.434866 0.141321
500 0.21 0.070929 0.070929 14.098614 0.000000 0.437440 0.166282
500 0.21 0.068129 0.068129 14.678083 0.000000 0.444976 0.143662
500 0.21 0.068852 0.068852 14.523960 0.000000 0.426104 0.140481
500 0.21 0.069716 0.069716 14.343969 0.000000 0.422967 0.153905
500 0.21 0.068394 0.068394 14.621109 0.000000 0.390805 0.140553
500 0.21 0.071966 0.071966 13.895476 0.000000 0.426934 0.167820
500 0.21 0.067800 0.067800 14.749182 0.000000 0.414354 0.136748
500 0.21 0.068425 0.068425 14.614571 0.000000 0.412668 0.138946
500 0.21 0.069357 0.069357 14.418101 0.000000 0.421053 0.150064
500 0.31 0.076220 0.076220 13.119861 0.000000 0.451847 0.205300
500 0.31 0.072426 0.072426 13.807135 0.000000 0.431773 0.182057
500 0.31 0.072140 0.072140 13.861840 0.000000 0.411148 0.169635
500 0.31 0.072479 0.072479 13.797081 0.000000 0.408163 0.169338
500 0.31 0.074925 0.074925 13.346763 0.000000 0.411376 0.190227
500 0.31 0.073751 0.073751 13.559172 0.000000 0.426121 0.175597
500 0.31 0.073894 0.073894 13.532906 0.000000 0.413975 0.167201
500 0.31 0.073134 0.073134 13.673503 0.000000 0.427541 0.187737
500 0.31 0.073299 0.073299 13.642723 0.000000 0.423305 0.183911
500 0.31 0.074781 0.074781 13.372341 0.000000 0.429233 0.191972
500 0.31 0.075173 0.075173 13.302571 0.000000 0.422823 0.193943
500 0.31 0.072241 0.072241 13.842483 0.000000 0.392221 0.162831
500 0.31 0.072045 0.072045 13.880135 0.000000 0.428197 0.172263
500 0.31 0.073857 0.073857 13.539766 0.000000 0.445030 0.184203
500 0.31 0.074572 0.074572 13.409929 0.000000 0.407407 0.191099
500 0.31 0.074399 0.074399 13.440963 0.000000 0.424142 0.180839
500 0.31 0.070084 0.070084 14.268543 0.000000 0.390244 0.153801
500 0.31 0.074477 0.074477 13.426948 0.000000 0.426230 0.186569
500 0.31 0.072055 0.072055 13.878275 0.000000 0.412772 0.172836
500 0.31 0.073727 0.073727 13.563581 0.000000 0.410053 0.188773
500 0.31 0.071559 0.071559 13.974421 0.000000 0.390501 0.167443
500 0.31 0.073925 0.073925 13.527239 0.000000 0.435069 0.187008
500 0.31 0.074918 0.074918 13.347955 0.000000 0.428852 0.193285
500 0.31 0.071834 0.071834 13.921036 0.000000 0.414088 0.175459
500 0.31 0.073114 0.073114 13.677343 0.000000 0.400132 0.178883
1000 0.05 0.042642 0.042642 23.451053 0.000000 0.567568 0.076743
1000 0.05 0.042532 0.042532 23.511445 0.000000 0.511628 0.076087
1000 0.05 0.042269 0.042269 23.658169 0.000000 0.552529 0.063712
1000 0.05 0.042110 0.042110 23.747333 0.000000 0.562500 0.072433
1000 0.05 0.041914 0.041914 23.858470 0.000000 0.593023 0.065004
1000 0.05 0.043591 0.043591 22.940326 0.000000 0.552124 0.081859
1000 0.05 0.042291 0.042291 23.645913 0.000000 0.527132 0.068841
1000 0.05 0.042585 0.042585 23.482670 0.000000 0.478599 0.070957
1000 0.05 0.043260 0.043260 23.115785 0.000000 0.550781 0.078185
1000 0.05 0.042408 0.042408 23.580259 0.000000 0.538760 0.070546
1000 0.05 0.042954 0.042954 23.280870 0.000000 0.598456 0.066937
1000 0.05 0.042288 0.042288 23.647566 0.000000 0.546512 0.071824
1000 0.05 0.043163 0.043163 23.168058 0.000000 0.583658 0.082250
1000 0.05 0.042158 0.042158 23.720036 0.000000 0.578125 0.067959
1000 0.05 0.042730 0.042730 23.402791 0.000000 0.534884 0.078218
1000 0.05 0.042184 0.042184 23.705891 0.000000 0.517375 0.077382
1000 0.05 0.042315 0.042315 23.632504 0.000000 0.604651 0.071611
1000 0.05 0.041907 0.041907 23.862487 0.000000 0.521401 0.071383
1000 0.05 0.041733 0.041733 23.961837 0.000000 0.519531 0.068385
1000 0.05 0.042801 0.042801 23.363867 0.000000 0.577519 0.063725
1000 0.05 0.042388 0.042388 23.591404 0.000000 0.521236 0.067363
1000 0.05 0.043154 0.043154 23.172576 0.000000 0.589147 0.070119
1000 0.05 0.042555 0.042555 23.498851 0.000000 0.521401 0.076497
1000 0.05 0.042762 0.042762 23.385500 0.000000 0.558594 0.066681
1000 0.05 0.042946 0.042946 23.284850 0.000000 0.519380 0.077153
1000 0.21 0.048746 0.048746 20.514482 0.000000 0.550766 0.133897
1000 0.21 0.048783 0.048783 20.499010 0.000000 0.522445 0.129388
1000 0.21 0.049528 0.049528 20.190661 0.000000 0.533014 0.129834
1000 0.21 0.049033 0.049033 20.394454 0.000000 0.562380 0.124104
1000 0.21 0.048776 0.048776 20.501881 0.000000 0.539713 0.129577
1000 0.21 0.049364 0.049364 20.257565 0.000000 0.539272 0.118280
1000 0.21 0.048664 0.048664 20.549057 0.000000 0.567335 0.127082
1000 0.21 0.048199 0.048199 20.747351 0.000000 0.526316 0.127017
1000 0.21 0.048134 0.048134 20.775242 0.000000 0.551823 0.110542
1000 0.21 0.047874 0.047874 20.887963 0.000000 0.531100 0.120359
1000 0.21 0.048171 0.048171 20.759473 0.000000 0.549808 0.123400
1000 0.21 0.048431 0.048431 20.648009 0.000000 0.536772 0.131437
1000 0.21 0.047983 0.047983 20.840728 0.000000 0.539713 0.119078
1000 0.21 0.049326 0.049326 20.273370 0.000000 0.587332 0.133316
1000 0.21 0.048801 0.048801 20.491433 0.000000 0.533971 0.122407
1000 0.21 0.048295 0.048295 20.705975 0.000000 0.535441 0.124680
1000 0.21 0.048167 0.048167 20.761029 0.000000 0.531041 0.123495
1000 0.21 0.049421 0.049421 20.234151 0.000000 0.549282 0.134187
1000 0.21 0.050056 0.050056 19.977808 0.000000 0.576775 0.138434
1000 0.21 0.049333 0.049333 20.270333 0.000000 0.567464 0.122407
1000 0.21 0.048616 0.048616 20.569398 0.000000 0.526820 0.114951
1000 0.21 0.048037 0.048037 20.817149 0.000000 0.547278 0.122470
1000 0.21 0.048303 0.048303 20.702691 0.000000 0.559809 0.121895
1000 0.21 0.050310 0.050310 19.876687 0.000000 0.555662 0.142528
1000 0.21 0.048586 0.048586 20.582150 0.000000 0.535885 0.121127
1000 0.31 0.054033 0.054033 18.507374 0.000000 0.558707 0.166861
1000 0.31 0.054269 0.054269 18.426775 0.000000 0.554384 0.179726
1000 0.31 0.052669 0.052669 18.986484 0.000000 0.549508 0.167591
1000 0.31 0.052666 0.052666 18.987421 0.000000 0.542462 0.172836
1000 0.31 0.051821 0.051821 19.297045 0.000000 0.507937 0.160268
1000 0.31 0.053348 0.053348 18.744884 0.000000 0.545515 0.171229
1000 0.31 0.051783 0.051783 19.311374 0.000000 0.526697 0.162831
1000 0.31 0.054378 0.054378 18.389623 0.000000 0.554754 0.190657
1000 0.31 0.052988 0.052988 18.872132 0.000000 0.537196 0.168173
1000 0.31 0.052534 0.052534 19.035438 0.000000 0.523810 0.178592
1000 0.31 0.052857 0.052857 18.918932 0.000000 0.536280 0.164822
1000 0.31 0.053364 0.053364 18.739398 0.000000 0.556361 0.184969
1000 0.31 0.052341 0.052341 19.105483 0.000000 0.522623 0.162336
1000 0.31 0.052477 0.052477 19.056016 0.000000 0.554970 0.170796
1000 0.31 0.053459 0.053459 18.705843 0.000000 0.546958 0.168994
1000 0.31 0.053095 0.053095 18.834231 0.000000 0.558707 0.182586
1000 0.31 0.051554 0.051554 19.397123 0.000000 0.500330 0.161666
1000 0.31 0.052870 0.052870 18.914211 0.000000 0.558033 0.169343
1000 0.31 0.052158 0.052158 19.172535 0.000000 0.536537 0.174293
1000 0.31 0.054193 0.054193 18.452407 0.000000 0.542989 0.181501
1000 0.31 0.053229 0.053229 18.786902 0.000000 0.531003 0.168608
1000 0.31 0.052072 0.052072 19.204232 0.000000 0.539222 0.172153
1000 0.31 0.052485 0.052485 19.053235 0.000000 0.545574 0.170803
1000 0.31 0.051888 0.051888 19.272220 0.000000 0.543779 0.174002
1000 0.31 0.053854 0.053854 18.568705 0.000000 0.541667 0.173938
5000 0.05 0.024536 0.024536 40.756714 0.000000 0.864865 0.067576
5000 0.05 0.023917 0.023917 41.811400 0.000000 0.903101 0.052643
5000 0.05 0.024340 0.024340 41.085182 0.000000 0.894942 0.061794
5000 0.05 0.023913 0.023913 41.818417 0.000000 0.867188 0.053473
5000 0.05 0.024318 0.024318 41.122553 0.000000 0.856589 0.056692
5000 0.05 0.024078 0.024078 41.532487 0.000000 0.876448 0.058197
5000 0.05 0.024137 0.024137 41.430708 0.000000 0.848837 0.062234
5000 0.05 0.024180 0.024180 41.356528 0.000000 0.894942 0.058172
5000 0.05 0.024194 0.024194 41.332444 0.000000 0.890625 0.061142
5000 0.05 0.024434 0.024434 40.926397 0.000000 0.887597 0.059037
5000 0.05 0.024324 0.024324 41.112326 0.000000 0.880309 0.061394
5000 0.05 0.024220 0.024220 41.288539 0.000000 0.895349 0.062234
5000 0.05 0.024425 0.024425 40.942010 0.000000 0.906615 0.061155
5000 0.05 0.024604 0.024604 40.643208 0.000000 0.890625 0.064764
5000 0.05 0.024031 0.024031 41.613194 0.000000 0.864341 0.057332
5000 0.05 0.024173 0.024173 41.368875 0.000000 0.884170 0.060968
5000 0.05 0.024618 0.024618 40.620667 0.000000 0.891473 0.060955
5000 0.05 0.024499 0.024499 40.818056 0.000000 0.902724 0.067760
5000 0.05 0.024388 0.024388 41.003699 0.000000 0.878906 0.065616
5000 0.05 0.024668 0.024668 40.537816 0.000000 0.856589 0.062660
5000 0.05 0.024308 0.024308 41.138329 0.000000 0.907336 0.064592
5000 0.05 0.024273 0.024273 41.198416 0.000000 0.860465 0.062873
5000 0.05 0.024178 0.024178 41.360452 0.000000 0.856031 0.059663
5000 0.05 0.024270 0.024270 41.203103 0.000000 0.859375 0.065403
5000 0.05 0.024231 0.024231 41.268715 0.000000 0.864341 0.063939
5000 0.21 0.033055 0.033055 30.252268 0.000000 0.880268 0.137225
5000 0.21 0.032102 0.032102 31.151099 0.000000 0.867240 0.128107
5000 0.21 0.032387 0.032387 30.876174 0.000000 0.846890 0.134955
5000 0.21 0.032541 0.032541 30.730150 0.000000 0.879079 0.135363
5000 0.21 0.032548 0.032548 30.723687 0.000000 0.868900 0.134955
5000 0.21 0.032270 0.032270 30.988995 0.000000 0.864943 0.129032
5000 0.21 0.032211 0.032211 31.045450 0.000000 0.867240 0.127594
5000 0.21 0.031917 0.031917 31.330866 0.000000 0.869856 0.119334
5000 0.21 0.032612 0.032612 30.663105 0.000000 0.873321 0.125896
5000 0.21 0.031780 0.031780 31.466236 0.000000 0.859330 0.111140
5000 0.21 0.032252 0.032252 31.005659 0.000000 0.864943 0.129544
5000 0.21 0.032409 0.032409 30.855742 0.000000 0.869150 0.134768
5000 0.21 0.032154 0.032154 31.099992 0.000000 0.864115 0.130602
5000 0.21 0.032944 0.032944 30.354596 0.000000 0.886756 0.139713
5000 0.21 0.032419 0.032419 30.846467 0.000000 0.878469 0.128809
5000 0.21 0.032120 0.032120 31.133005 0.000000 0.856322 0.125192
5000 0.21 0.032177 0.032177 31.077847 0.000000 0.865330 0.130925
5000 0.21 0.032233 0.032233 31.023809 0.000000 0.865072 0.126248
5000 0.21 0.031900 0.031900 31.347482 0.000000 0.867562 0.124360
5000 0.21 0.031677 0.031677 31.568473 0.000000 0.859330 0.119078
5000 0.21 0.032576 0.032576 30.697592 0.000000 0.870690 0.134409
5000 0.21 0.032174 0.032174 31.080931 0.000000 0.876791 0.125801
5000 0.21 0.032433 0.032433 30.832816 0.000000 0.886124 0.133163
5000 0.21 0.032367 0.032367 30.895690 0.000000 0.868522 0.123849
5000 0.21 0.032515 0.032515 30.754785 0.000000 0.886124 0.136236
5000 0.31 0.037176 0.037176 26.899352 0.000000 0.852243 0.172976
5000 0.31 0.037210 0.037210 26.874186 0.000000 0.869479 0.189047
5000 0.31 0.036838 0.036838 27.145653 0.000000 0.849836 0.190365
5000 0.31 0.037299 0.037299 26.810379 0.000000 0.854510 0.176333
5000 0.31 0.036470 0.036470 27.419808 0.000000 0.855159 0.170448
5000 0.31 0.036532 0.036532 27.373579 0.000000 0.850923 0.168608
5000 0.31 0.037082 0.037082 26.967502 0.000000 0.855636 0.176813
5000 0.31 0.036520 0.036520 27.382015 0.000000 0.848525 0.194745
5000 0.31 0.036846 0.036846 27.139845 0.000000 0.870309 0.170504
5000 0.31 0.036977 0.036977 27.044185 0.000000 0.853175 0.172193
5000 0.31 0.037174 0.037174 26.900475 0.000000 0.856201 0.175306
5000 0.31 0.036908 0.036908 27.094332 0.000000 0.854977 0.172444
5000 0.31 0.036569 0.036569 27.345238 0.000000 0.853770 0.175182
5000 0.31 0.036210 0.036210 27.616784 0.000000 0.852535 0.164966
5000 0.31 0.036784 0.036784 27.185671 0.000000 0.847884 0.175102
5000 0.31 0.037620 0.037620 26.581576 0.000000 0.857520 0.174141
5000 0.31 0.036331 0.036331 27.524838 0.000000 0.856955 0.176813
5000 0.31 0.037258 0.037258 26.839652 0.000000 0.849180 0.186861
5000 0.31 0.037001 0.037001 27.026273 0.000000 0.854510 0.171379
5000 0.31 0.037455 0.037455 26.698819 0.000000 0.871693 0.188191
5000 0.31 0.036667 0.036667 27.272310 0.000000 0.856860 0.181421
5000 0.31 0.037593 0.037593 26.600367 0.000000 0.866183 0.178852
5000 0.31 0.036607 0.036607 27.317281 0.000000 0.859016 0.174307
5000 0.31 0.037389 0.037389 26.745670 0.000000 0.870309 0.182163
5000 0.31 0.036868 0.036868 27.123818 0.000000 0.843254 0.179465
10000 0.05 0.020842 0.020842 47.980373 0.000000 0.926641 0.048817
10000 0.05 0.020949 0.020949 47.735558 0.000000 0.961240 0.052856
10000 0.05 0.020834 0.020834 47.997599 0.000000 0.945525 0.045813
10000 0.05 0.020691 0.020691 48.330966 0.000000 0.917969 0.048147
10000 0.05 0.020925 0.020925 47.788851 0.000000 0.941860 0.050298
10000 0.05 0.020901 0.020901 47.845224 0.000000 0.945946 0.050735
10000 0.05 0.020857 0.020857 47.945161 0.000000 0.914729 0.052643
10000 0.05 0.020850 0.020850 47.961441 0.000000 0.929961 0.052418
10000 0.05 0.020777 0.020777 48.129818 0.000000 0.921875 0.050277
10000 0.05 0.020839 0.020839 47.986433 0.000000 0.930233 0.050938
10000 0.05 0.020915 0.020915 47.811604 0.000000 0.926641 0.056278
10000 0.05 0.020807 0.020807 48.060858 0.000000 0.937984 0.050085
10000 0.05 0.020830 0.020830 48.007825 0.000000 0.949416 0.052845
10000 0.05 0.020904 0.020904 47.838838 0.000000 0.949219 0.044525
10000 0.05 0.020720 0.020720 48.263105 0.000000 0.914729 0.049659
10000 0.05 0.020831 0.020831 48.006497 0.000000 0.918919 0.049883
10000 0.05 0.020829 0.020829 48.010281 0.000000 0.957364 0.045396
10000 0.05 0.020924 0.020924 47.791762 0.000000 0.953307 0.052845
10000 0.05 0.020695 0.020695 48.319795 0.000000 0.945312 0.049212
10000 0.05 0.020862 0.020862 47.934274 0.000000 0.910853 0.053282
10000 0.05 0.020644 0.020644 48.440607 0.000000 0.945946 0.043701
10000 0.05 0.020976 0.020976 47.674416 0.000000 0.968992 0.053708
10000 0.05 0.020683 0.020683 48.349745 0.000000 0.918288 0.050075
10000 0.05 0.020852 0.020852 47.956523 0.000000 0.937500 0.056029
10000 0.05 0.020661 0.020661 48.401340 0.000000 0.887597 0.045823
10000 0.21 0.029362 0.029362 34.057688 0.000000 0.934866 0.107271
10000 0.21 0.028953 0.028953 34.538382 0.000000 0.924546 0.097105
10000 0.21 0.029335 0.029335 34.088918 0.000000 0.932057 0.102177
10000 0.21 0.029392 0.029392 34.023401 0.000000 0.940499 0.099539
10000 0.21 0.029114 0.029114 34.347275 0.000000 0.920574 0.098335
10000 0.21 0.029522 0.029522 33.872895 0.000000 0.932950 0.107015
10000 0.21 0.028717 0.028717 34.822087 0.000000 0.926457 0.095568
10000 0.21 0.029281 0.029281 34.151579 0.000000 0.944498 0.102689
10000 0.21 0.029830 0.029830 33.523355 0.000000 0.934741 0.115148
10000 0.21 0.029030 0.029030 34.447464 0.000000 0.928230 0.093982
10000 0.21 0.029337 0.029337 34.086814 0.000000 0.929119 0.102663
10000 0.21 0.029006 0.029006 34.475141 0.000000 0.922636 0.105560
10000 0.21 0.029406 0.029406 34.006972 0.000000 0.925359 0.101152
10000 0.21 0.029270 0.029270 34.164728 0.000000 0.918426 0.093654
10000 0.21 0.029086 0.029086 34.380656 0.000000 0.939713 0.097823
10000 0.21 0.029156 0.029156 34.297966 0.000000 0.934866 0.093190
10000 0.21 0.029208 0.029208 34.236764 0.000000 0.931232 0.100436
10000 0.21 0.029116 0.029116 34.345322 0.000000 0.937799 0.102945
10000 0.21 0.029377 0.029377 34.039997 0.000000 0.921305 0.104145
10000 0.21 0.029052 0.029052 34.421473 0.000000 0.923445 0.100640
10000 0.21 0.028947 0.028947 34.546030 0.000000 0.932950 0.091654
10000 0.21 0.029212 0.029212 34.233022 0.000000 0.928367 0.111965
10000 0.21 0.029415 0.029415 33.996802 0.000000 0.930144 0.111652
10000 0.21 0.029101 0.029101 34.362571 0.000000 0.926104 0.100307
10000 0.21 0.029253 0.029253 34.184657 0.000000 0.933014 0.101665
10000 0.31 0.034372 0.034372 29.093323 0.000000 0.925462 0.142400
10000 0.31 0.034245 0.034245 29.201485 0.000000 0.928807 0.141567
10000 0.31 0.034622 0.034622 28.883189 0.000000 0.916721 0.136058
10000 0.31 0.034563 0.034563 28.932548 0.000000 0.920342 0.136403
10000 0.31 0.034031 0.034031 29.385359 0.000000 0.900132 0.144270
10000 0.31 0.034738 0.034738 28.786790 0.000000 0.913588 0.146768
10000 0.31 0.034339 0.034339 29.121461 0.000000 0.906394 0.140402
10000 0.31 0.033913 0.033913 29.487310 0.000000 0.912131 0.133431
10000 0.31 0.034451 0.034451 29.026746 0.000000 0.921001 0.142524
10000 0.31 0.034080 0.034080 29.342850 0.000000 0.916667 0.143979
10000 0.31 0.034314 0.034314 29.142287 0.000000 0.923483 0.148515
10000 0.31 0.034273 0.034273 29.177088 0.000000 0.915623 0.145645
10000 0.31 0.033850 0.033850 29.542343 0.000000 0.925246 0.142774
10000 0.31 0.034364 0.034364 29.100598 0.000000 0.917709 0.147187
10000 0.31 0.034424 0.034424 29.049195 0.000000 0.913360 0.148633
10000 0.31 0.034303 0.034303 29.152056 0.000000 0.927441 0.138614
10000 0.31 0.033970 0.033970 29.437363 0.000000 0.912327 0.146519
10000 0.31 0.033952 0.033952 29.453469 0.000000 0.916066 0.132555
10000 0.31 0.034319 0.034319 29.138197 0.000000 0.914417 0.139027
10000 0.31 0.034302 0.034302 29.153043 0.000000 0.917328 0.141070
10000 0.31 0.033592 0.033592 29.769340 0.000000 0.914248 0.145894
10000 0.31 0.034795 0.034795 28.739939 0.000000 0.930125 0.142732
10000 0.31 0.034287 0.034287 29.165994 0.000000 0.915410 0.149489
10000 0.31 0.034323 0.034323 29.134585 0.000000 0.916392 0.132323
10000 0.31 0.034621 0.034621 28.884286 0.000000 0.920635 0.158813
% N density b b_old lambda LLtest TP FP
