%n density lambda lse TP FP 
%n density lambda lse TP FP 
50 0.219 1 1.429673 0.6105263 0.5841229
50 0.219 1 1.437534 0.6267943 0.5887324
50 0.219 1 1.398358 0.6038278 0.5903969
50 0.219 1 1.377114 0.6172249 0.6005122
50 0.2182 1 1.413339 0.6128722 0.5855718
50 0.2182 1 1.466821 0.623439 0.599386
50 0.2182 1 1.430009 0.5965418 0.6091072
50 0.2182 1 1.457037 0.6205572 0.5807112
50 0.2182 1 1.424197 0.6292027 0.5899207
50 0.2194 1 1.41458 0.595511 0.5900589
50 0.2194 1 1.432266 0.6150907 0.6026134
50 0.2194 1 1.473719 0.6208214 0.5987702
50 0.2194 1 1.471774 0.6322827 0.5839098
50 0.2194 1 1.436428 0.6217765 0.5851909
%n density lambda lse TP FP 
50 0.3138 1 1.434451 0.6036866 0.5954532
50 0.3138 1 1.475549 0.6201448 0.5817546
50 0.3138 1 1.462253 0.640553 0.5797144
50 0.3138 1 1.471040 0.6260698 0.5902069
50 0.3138 1 1.463691 0.6125741 0.5907899
50 0.3146 1 1.408965 0.6185161 0.5853516
50 0.3146 1 1.489812 0.6250821 0.5806828
50 0.3146 1 1.422785 0.6158897 0.5941056
50 0.3146 1 1.498920 0.6237689 0.5987744
50 0.3146 1 1.497427 0.6066973 0.5783484
50 0.3138 1 1.448012 0.6102699 0.5829204
50 0.3138 1 1.424803 0.5924951 0.5852521
50 0.3138 1 1.455696 0.600395 0.5939959
50 0.3138 1 1.424738 0.5977617 0.5829204
50 0.3138 1 1.483970 0.5971034 0.5791314
50 0.3128 1 1.425336 0.5918098 0.604773
50 0.3128 1 1.427731 0.5970938 0.5937136
50 0.3128 1 1.481702 0.5984148 0.5817811
50 0.3128 1 1.381257 0.6155878 0.5910943
50 0.3128 1 1.389314 0.6169089 0.588766
50 0.3138 1 1.445101 0.6181698 0.5808802
50 0.3138 1 1.413702 0.6030283 0.582629
50 0.3138 1 1.441025 0.6122449 0.5829204
50 0.3138 1 1.499751 0.6030283 0.589624
50 0.3138 1 1.440380 0.6030283 0.5861265
%n density lambda lse TP FP 
500 0.0614 1 1.179781 0.9649805 0.9222246
500 0.0614 1 1.187572 0.9494163 0.928617
500 0.0614 1 1.157176 0.9727626 0.9203068
500 0.0614 1 1.18639 0.9494163 0.9262732
500 0.0614 1 1.142163 0.9688716 0.9175368
500 0.0612 1 1.153998 0.9570312 0.9243715
500 0.0612 1 1.167670 0.953125 0.9205369
500 0.0612 1 1.155649 0.9648438 0.9233063
500 0.0612 1 1.188622 0.984375 0.9107371
500 0.0612 1 1.152133 0.9648438 0.9247976
500 0.0616 1 1.163479 0.9457364 0.9243393
500 0.0616 1 1.164862 0.9612403 0.9230605
500 0.0616 1 1.129099 0.9418605 0.9207161
500 0.0616 1 1.193441 0.9496124 0.9207161
500 0.0616 1 1.147348 0.9534884 0.9226343
500 0.0614 1 1.205944 0.9610895 0.9211592
500 0.0614 1 1.147768 0.9571984 0.917963
500 0.0614 1 1.204696 0.9727626 0.9215853
500 0.0614 1 1.162294 0.9610895 0.928404
500 0.0614 1 1.208689 0.9727626 0.9243554
500 0.0618 1 1.175177 0.96139 0.9206992
500 0.0618 1 1.179650 0.965251 0.920486
500 0.0618 1 1.166279 0.949807 0.9256022
500 0.0618 1 1.180187 0.969112 0.9258154
500 0.0618 1 1.165514 0.980695 0.9157962
%n density lambda lse TP FP 
500 0.2188 1 1.152458 0.9559387 0.9170507
500 0.2188 1 1.126013 0.960728 0.9134665
500 0.2188 1 1.164512 0.9559387 0.9190988
500 0.2188 1 1.121650 0.9530651 0.9175627
500 0.2188 1 1.167700 0.960728 0.9198669
500 0.2196 1 1.095833 0.957061 0.9161968
500 0.2196 1 1.152316 0.9561069 0.9138903
500 0.2196 1 1.163055 0.9532443 0.9179908
500 0.2196 1 1.102910 0.9599237 0.9277294
500 0.2196 1 1.148345 0.9561069 0.9149154
500 0.219 1 1.124549 0.9626794 0.9275288
500 0.219 1 1.147001 0.9626794 0.9206146
500 0.219 1 1.140407 0.9712919 0.9229193
500 0.219 1 1.115978 0.9473684 0.9224072
500 0.219 1 1.144340 0.9645933 0.9139565
500 0.2182 1 1.093947 0.9721422 0.9196726
500 0.2182 1 1.144615 0.9519693 0.921975
500 0.2182 1 1.111265 0.9548511 0.9066257
500 0.2182 1 1.137793 0.9414025 0.9194167
500 0.2182 1 1.184547 0.9519693 0.9214633
500 0.2194 1 1.150118 0.9589303 0.9154497
500 0.2194 1 1.146619 0.9512894 0.915962
500 0.2194 1 1.190993 0.965616 0.9241609
500 0.2194 1 1.144271 0.9522445 0.9233923
500 0.2194 1 1.193143 0.9551098 0.9208301
%n density lambda lse TP FP 
500 0.3138 1 1.122151 0.9512837 0.9131449
500 0.3138 1 1.089707 0.9493088 0.9166424
500 0.3138 1 1.134588 0.9545754 0.9215972
500 0.3138 1 1.088872 0.9526004 0.9239289
500 0.3138 1 1.122400 0.9532587 0.9146022
500 0.3146 1 1.110944 0.954038 0.9279253
500 0.3146 1 1.109782 0.9560079 0.9220893
500 0.3146 1 1.116555 0.9514117 0.9197549
500 0.3146 1 1.117541 0.9586343 0.920922
500 0.3146 1 1.116552 0.9553513 0.919463
500 0.3138 1 1.088095 0.9591837 0.9188283
500 0.3138 1 1.151298 0.9545754 0.915768
500 0.3138 1 1.092832 0.9565504 0.9192655
500 0.3138 1 1.138796 0.9631336 0.9250947
500 0.3138 1 1.093516 0.959842 0.923346
500 0.3128 1 1.103146 0.9504624 0.9217113
500 0.3128 1 1.101523 0.9550859 0.9164726
500 0.3128 1 1.129942 0.9597094 0.919383
500 0.3128 1 1.104337 0.9484808 0.9185099
500 0.3128 1 1.087160 0.9610304 0.919092
500 0.3138 1 1.122307 0.959842 0.9105217
500 0.3138 1 1.101692 0.9572087 0.9210143
500 0.3138 1 1.134296 0.9460171 0.9204314
500 0.3138 1 1.123437 0.9506254 0.9172253
500 0.3138 1 1.117748 0.951942 0.9250947
%n density lambda lse TP FP 
1000 0.0614 1 1.091098 0.9922179 0.9422544
1000 0.0614 1 1.118671 0.9727626 0.9420413
1000 0.0614 1 1.089386 0.9844358 0.9443853
1000 0.0614 1 1.095106 0.9766537 0.9469423
1000 0.0614 1 1.077956 0.9727626 0.9482208
1000 0.0612 1 1.076806 0.9726562 0.949936
1000 0.0612 1 1.079146 0.9882812 0.9473796
1000 0.0612 1 1.084428 0.9804688 0.938432
1000 0.0612 1 1.090171 0.9921875 0.9454623
1000 0.0612 1 1.095763 0.9726562 0.9443971
1000 0.0616 1 1.084393 0.9728682 0.946931
1000 0.0616 1 1.079475 0.9767442 0.945439
1000 0.0616 1 1.089800 0.9767442 0.9499147
1000 0.0616 1 1.095321 0.9728682 0.9533248
1000 0.0616 1 1.067498 0.992248 0.9409633
1000 0.0614 1 1.084412 0.9883268 0.9558918
1000 0.0614 1 1.131731 0.9844358 0.9431068
1000 0.0614 1 1.068346 0.9883268 0.9477946
1000 0.0614 1 1.049443 0.9805447 0.9475815
1000 0.0614 1 1.118929 0.9844358 0.9443853
1000 0.0618 1 1.061993 0.988417 0.9490514
1000 0.0618 1 1.078065 0.984556 0.949904
1000 0.0618 1 1.077409 0.984556 0.9420166
1000 0.0618 1 1.040722 0.980695 0.9496909
1000 0.0618 1 1.121727 0.972973 0.9456406
%n density lambda lse TP FP 
1000 0.2188 1 1.00563 0.9818008 0.9482847
1000 0.2188 1 1.046790 0.980843 0.9444444
1000 0.2188 1 1.069925 0.9760536 0.9441884
1000 0.2188 1 1.038271 0.9856322 0.9452125
1000 0.2188 1 1.071645 0.9770115 0.953661
1000 0.2196 1 1.042248 0.9790076 0.9410559
1000 0.2196 1 1.058629 0.9751908 0.9492568
1000 0.2196 1 1.082713 0.9770992 0.9551512
1000 0.2196 1 1.054850 0.9770992 0.9536135
1000 0.2196 1 1.046299 0.9799618 0.9490005
1000 0.219 1 1.063338 0.9808612 0.9416133
1000 0.219 1 1.042072 0.9818182 0.9446863
1000 0.219 1 1.021681 0.9779904 0.9475032
1000 0.219 1 1.050380 0.9799043 0.9434059
1000 0.219 1 1.037532 0.9866029 0.9503201
1000 0.2182 1 1.048210 0.9779059 0.9447429
1000 0.2182 1 1.068190 0.975024 0.950371
1000 0.2182 1 1.024345 0.9740634 0.9439754
1000 0.2182 1 1.047642 0.975024 0.9426963
1000 0.2182 1 1.035745 0.9846302 0.9490918
1000 0.2194 1 1.036436 0.9723018 0.9485012
1000 0.2194 1 1.085672 0.981853 0.9451704
1000 0.2194 1 1.034313 0.981853 0.942352
1000 0.2194 1 1.061539 0.9808978 0.9461952
1000 0.2194 1 1.037844 0.9713467 0.9382526
%n density lambda lse TP FP 
1000 0.3138 1 1.042318 0.9743252 0.9443311
1000 0.3138 1 1.039248 0.9723502 0.951909
1000 0.3138 1 1.034506 0.9769585 0.9452055
1000 0.3138 1 1.021537 0.9822251 0.9522005
1000 0.3138 1 0.9957313 0.9749835 0.952492
1000 0.3146 1 1.065502 0.9783322 0.9451415
1000 0.3146 1 1.032203 0.9750492 0.946017
1000 0.3146 1 1.037349 0.9822718 0.9486431
1000 0.3146 1 1.021552 0.9783322 0.9477677
1000 0.3146 1 1.006758 0.977019 0.950394
1000 0.3138 1 0.992956 0.9848585 0.9431653
1000 0.3138 1 1.031569 0.9815668 0.9452055
1000 0.3138 1 1.028432 0.9835418 0.9422909
1000 0.3138 1 1.022926 0.9828835 0.9484115
1000 0.3138 1 1.046909 0.9795918 0.9405421
1000 0.3128 1 1.043370 0.980185 0.9487776
1000 0.3128 1 1.021019 0.984148 0.951979
1000 0.3128 1 0.999864 0.9702774 0.9487776
1000 0.3128 1 1.036652 0.9782034 0.9484866
1000 0.3128 1 0.9835215 0.980185 0.9484866
1000 0.3138 1 1.037437 0.9809085 0.944914
1000 0.3138 1 1.037426 0.9842001 0.9414165
1000 0.3138 1 1.024716 0.9743252 0.9405421
1000 0.3138 1 1.018010 0.9822251 0.9466628
1000 0.3138 1 1.037270 0.9855168 0.9475372
%n density lambda lse TP FP 
30 0.0614 5 1.021387 0.09727626 0.07010441
30 0.0614 5 1.065779 0.07003891 0.07841466
30 0.0614 5 1.033441 0.08949416 0.06861283
30 0.0614 5 1.033065 0.1673152 0.07074366
30 0.0614 5 1.049503 0.1206226 0.06797358
30 0.0612 5 1.033403 0.1015625 0.06646783
30 0.0612 5 1.039793 0.07421875 0.07051555
30 0.0612 5 1.064678 0.07421875 0.0803153
30 0.0612 5 1.051501 0.1328125 0.07903707
30 0.0612 5 0.996005 0.0859375 0.08223264
30 0.0616 5 1.054008 0.1279070 0.0660699
30 0.0616 5 1.078437 0.08914729 0.06884058
30 0.0616 5 1.062479 0.1124031 0.06415175
30 0.0616 5 1.060861 0.08527132 0.07182438
30 0.0616 5 1.062294 0.1046512 0.07651321
30 0.0614 5 1.028593 0.08171206 0.07138291
30 0.0614 5 1.093216 0.07003891 0.0728745
30 0.0614 5 1.017941 0.1128405 0.0677605
30 0.0614 5 1.042872 0.06225681 0.06562966
30 0.0614 5 1.054125 0.09727626 0.0703175
30 0.0618 5 1.072475 0.1196911 0.07951396
30 0.0618 5 1.036317 0.0965251 0.07205287
30 0.0618 5 1.063919 0.1003861 0.06182051
30 0.0618 5 1.036373 0.1003861 0.07034747
30 0.0618 5 1.056573 0.0965251 0.08505649
%n density lambda lse TP FP 
30 0.2188 5 1.098621 0.1197318 0.09114183
30 0.2188 5 1.078587 0.08237548 0.0704045
30 0.2188 5 1.110563 0.1168582 0.0890937
30 0.2188 5 1.136473 0.1111111 0.08576549
30 0.2188 5 1.084975 0.07854406 0.06605223
30 0.2196 5 1.112425 0.1097328 0.06458227
30 0.2196 5 1.077887 0.08587786 0.0786776
30 0.2196 5 1.113256 0.09351145 0.07329575
30 0.2196 5 1.096532 0.1020992 0.07585853
30 0.2196 5 1.066195 0.1106870 0.08047155
30 0.219 5 1.090872 0.1272727 0.09551857
30 0.219 5 1.094947 0.09569378 0.08245839
30 0.219 5 1.091828 0.1100478 0.09244558
30 0.219 5 1.085227 0.1224880 0.09193342
30 0.219 5 1.082141 0.1263158 0.08425096
30 0.2182 5 1.114762 0.09029779 0.08851369
30 0.2182 5 1.101403 0.1018252 0.07853671
30 0.2182 5 1.100695 0.09029779 0.07904835
30 0.2182 5 1.102820 0.1018252 0.07393195
30 0.2182 5 1.115426 0.08549472 0.06855973
30 0.2194 5 1.100695 0.1241643 0.09121189
30 0.2194 5 1.099397 0.1107927 0.08275685
30 0.2194 5 1.099845 0.1384909 0.097361
30 0.2194 5 1.107331 0.09551098 0.07481425
30 0.2194 5 1.10649 0.1098376 0.08736869
%n density lambda lse TP FP 
30 0.3138 5 1.100131 0.09743252 0.0754882
30 0.3138 5 1.138524 0.09479921 0.09559895
30 0.3138 5 1.120002 0.1283739 0.09589041
30 0.3138 5 1.118041 0.08953259 0.07781988
30 0.3138 5 1.104712 0.1000658 0.09035267
30 0.3146 5 1.103838 0.1037426 0.09191713
30 0.3146 5 1.159925 0.1234406 0.1032973
30 0.3146 5 1.130192 0.1135916 0.09250073
30 0.3146 5 1.153764 0.08667104 0.08082871
30 0.3146 5 1.111324 0.1030860 0.09250073
30 0.3138 5 1.088527 0.1000658 0.08160886
30 0.3138 5 1.112177 0.08953259 0.07665404
30 0.3138 5 1.140659 0.08558262 0.09093559
30 0.3138 5 1.134098 0.1119157 0.09414165
30 0.3138 5 1.111322 0.09282423 0.07781988
30 0.3128 5 1.104298 0.1096433 0.08963912
30 0.3128 5 1.101177 0.07926024 0.07596042
30 0.3128 5 1.104736 0.1017173 0.08090803
30 0.3128 5 1.110268 0.1221929 0.088766
30 0.3128 5 1.113228 0.09577279 0.08993015
30 0.3138 5 1.106384 0.09348255 0.08802099
30 0.3138 5 1.117500 0.1145490 0.0856893
30 0.3138 5 1.116777 0.0875576 0.06761877
30 0.3138 5 1.123601 0.1138907 0.07024191
30 0.3138 5 1.114671 0.1115866 0.09501603
%n density lambda lse TP FP 
50 0.0614 5 1.086983 0.2529183 0.1506499
50 0.0614 5 1.068595 0.2529183 0.1493714
50 0.0614 5 1.051370 0.2062257 0.1502237
50 0.0614 5 1.068122 0.2451362 0.1310462
50 0.0614 5 1.078452 0.1867704 0.1623695
50 0.0612 5 1.057204 0.1875 0.1425224
50 0.0612 5 1.118485 0.2265625 0.1527482
50 0.0612 5 1.080289 0.1992188 0.1418833
50 0.0612 5 1.062216 0.2070312 0.1529612
50 0.0612 5 1.061211 0.1992188 0.1393268
50 0.0616 5 1.076192 0.2015504 0.1568627
50 0.0616 5 1.066185 0.2286822 0.1521739
50 0.0616 5 1.073791 0.1899225 0.1479113
50 0.0616 5 1.075561 0.2364341 0.1517477
50 0.0616 5 1.092848 0.1589147 0.1464194
50 0.0614 5 1.065053 0.2373541 0.1497976
50 0.0614 5 1.042215 0.2023346 0.1497976
50 0.0614 5 1.079623 0.1750973 0.140635
50 0.0614 5 1.105448 0.1945525 0.1489452
50 0.0614 5 1.078514 0.229572 0.1397827
50 0.0618 5 1.082525 0.2200772 0.1411213
50 0.0618 5 1.096180 0.2162162 0.1526327
50 0.0618 5 1.068045 0.1969112 0.1398423
50 0.0618 5 1.091896 0.1969112 0.1473033
50 0.0618 5 1.090228 0.2084942 0.1470902
%n density lambda lse TP FP 
50 0.2188 5 1.121074 0.2088123 0.1525858
50 0.2188 5 1.107800 0.1819923 0.156426
50 0.2188 5 1.125389 0.2078544 0.1689708
50 0.2188 5 1.094522 0.2394636 0.1735791
50 0.2188 5 1.126824 0.2068966 0.1510497
50 0.2196 5 1.123089 0.1917939 0.1453101
50 0.2196 5 1.110251 0.1984733 0.1568426
50 0.2196 5 1.117181 0.2270992 0.1773450
50 0.2196 5 1.108851 0.2041985 0.1542799
50 0.2196 5 1.129442 0.1984733 0.1504357
50 0.219 5 1.108330 0.1923445 0.1628681
50 0.219 5 1.083971 0.1837321 0.1559539
50 0.219 5 1.106688 0.1990431 0.1736236
50 0.219 5 1.093238 0.2143541 0.1600512
50 0.219 5 1.140588 0.1799043 0.1577465
50 0.2182 5 1.094841 0.2122959 0.1616782
50 0.2182 5 1.097495 0.2238232 0.1696086
50 0.2182 5 1.125685 0.1950048 0.1583525
50 0.2182 5 1.133348 0.2046110 0.1573292
50 0.2182 5 1.109210 0.1911623 0.1606549
50 0.2194 5 1.142029 0.2072588 0.1711504
50 0.2194 5 1.137539 0.2139446 0.1726877
50 0.2194 5 1.125115 0.2082139 0.1642326
50 0.2194 5 1.107793 0.1919771 0.1511658
50 0.2194 5 1.14252 0.2454632 0.1680758
%n density lambda lse TP FP 
50 0.3138 5 1.116606 0.1915734 0.1617604
50 0.3138 5 1.125382 0.1863068 0.1597202
50 0.3138 5 1.121800 0.2106649 0.1740017
50 0.3138 5 1.133783 0.2060566 0.1798310
50 0.3138 5 1.129967 0.2027650 0.1643836
50 0.3146 5 1.137087 0.2206172 0.1718704
50 0.3146 5 1.093280 0.2022324 0.1750802
50 0.3146 5 1.151940 0.1845043 0.1709950
50 0.3146 5 1.128657 0.212738 0.1575722
50 0.3146 5 1.129727 0.1943533 0.1604902
50 0.3138 5 1.122959 0.2100066 0.1751676
50 0.3138 5 1.116844 0.2165899 0.1533081
50 0.3138 5 1.127567 0.2053983 0.1512679
50 0.3138 5 1.109334 0.1895984 0.1515593
50 0.3138 5 1.155076 0.1863068 0.1568056
50 0.3128 5 1.132892 0.2060766 0.1600698
50 0.3128 5 1.115378 0.1988111 0.1804424
50 0.3128 5 1.123027 0.2206077 0.1539581
50 0.3128 5 1.146227 0.2153236 0.1688009
50 0.3128 5 1.089656 0.1948481 0.1688009
50 0.3138 5 1.122517 0.2014483 0.1576800
50 0.3138 5 1.114536 0.1777485 0.1597202
50 0.3138 5 1.160094 0.1843318 0.1582629
50 0.3138 5 1.155087 0.2040816 0.1664238
50 0.3138 5 1.127790 0.198815 0.1597202
%n density lambda lse TP FP 
500 0.0614 5 1.104146 0.8210117 0.6481994
500 0.0614 5 1.112543 0.8171206 0.6447901
500 0.0614 5 1.093887 0.8599222 0.634349
500 0.0614 5 1.082904 0.8365759 0.636906
500 0.0614 5 1.064502 0.8210117 0.6283827
500 0.0612 5 1.081775 0.828125 0.6337878
500 0.0612 5 1.078635 0.84375 0.6256924
500 0.0612 5 1.083054 0.8164062 0.6382616
500 0.0612 5 1.066365 0.8007812 0.6480614
500 0.0612 5 1.113180 0.8007812 0.6246272
500 0.0616 5 1.054617 0.8333333 0.6342711
500 0.0616 5 1.020969 0.8449612 0.6419437
500 0.0616 5 1.065136 0.7906977 0.6332055
500 0.0616 5 1.090035 0.7906977 0.6445013
500 0.0616 5 1.120552 0.8062016 0.6404518
500 0.0614 5 1.080211 0.8132296 0.6337098
500 0.0614 5 1.048681 0.8171206 0.6437247
500 0.0614 5 1.077158 0.840467 0.6462817
500 0.0614 5 1.068361 0.848249 0.6462817
500 0.0614 5 1.024055 0.848249 0.6501172
500 0.0618 5 1.072596 0.8378378 0.6301428
500 0.0618 5 1.069341 0.8069498 0.631635
500 0.0618 5 1.053263 0.8301158 0.63398
500 0.0618 5 1.064148 0.8378378 0.629077
500 0.0618 5 1.058357 0.8416988 0.6376039
%n density lambda lse TP FP 
500 0.2188 5 1.047087 0.7988506 0.6441372
500 0.2188 5 1.054048 0.8189655 0.6536098
500 0.2188 5 1.078534 0.7931034 0.641065
500 0.2188 5 1.05287 0.8074713 0.6318484
500 0.2188 5 1.053567 0.8036398 0.6438812
500 0.2196 5 1.057128 0.8120229 0.626858
500 0.2196 5 1.067701 0.8244275 0.6381343
500 0.2196 5 1.055782 0.7958015 0.6248078
500 0.2196 5 1.070818 0.8139313 0.6330087
500 0.2196 5 1.080068 0.7948473 0.6271143
500 0.219 5 1.095863 0.8057416 0.6432778
500 0.219 5 1.063908 0.8287081 0.6460948
500 0.219 5 1.074034 0.8 0.6414853
500 0.219 5 1.041868 0.7971292 0.634571
500 0.219 5 1.033571 0.8038278 0.6368758
500 0.2182 5 1.060045 0.8146013 0.6236889
500 0.2182 5 1.057802 0.8001921 0.6280379
500 0.2182 5 1.066727 0.803074 0.6398056
500 0.2182 5 1.049000 0.7982709 0.6183167
500 0.2182 5 1.040130 0.8011527 0.6290611
500 0.2194 5 1.051668 0.8213945 0.6325903
500 0.2194 5 1.047506 0.790831 0.6366897
500 0.2194 5 1.088162 0.7946514 0.622598
500 0.2194 5 1.083883 0.8137536 0.6287471
500 0.2194 5 1.082902 0.8185291 0.6325903
%n density lambda lse TP FP 
500 0.3138 5 1.038319 0.7939434 0.6412125
500 0.3138 5 1.063893 0.7978934 0.6444185
500 0.3138 5 1.070984 0.7728769 0.637715
500 0.3138 5 1.049609 0.7946017 0.6493734
500 0.3138 5 1.026867 0.8005267 0.6417954
500 0.3146 5 1.051556 0.7898884 0.6367085
500 0.3146 5 1.043675 0.8049902 0.6410855
500 0.3146 5 1.042907 0.7754432 0.6387511
500 0.3146 5 1.054428 0.8023638 0.6422527
500 0.3146 5 1.046185 0.7859488 0.6457543
500 0.3138 5 1.028929 0.7880184 0.6345089
500 0.3138 5 1.043269 0.8057933 0.6502477
500 0.3138 5 1.046876 0.7965767 0.6455844
500 0.3138 5 1.058427 0.7893351 0.6292626
500 0.3138 5 1.052419 0.8104016 0.6508307
500 0.3128 5 1.042825 0.7919419 0.6260186
500 0.3128 5 1.034222 0.7892999 0.6478463
500 0.3128 5 1.037602 0.7919419 0.6376601
500 0.3128 5 1.046351 0.7807133 0.6507567
500 0.3128 5 1.036426 0.7932629 0.6201979
500 0.3138 5 1.032675 0.79921 0.647916
500 0.3138 5 1.039748 0.7853851 0.6350918
500 0.3138 5 1.033055 0.7728769 0.6330516
500 0.3138 5 1.022539 0.7886768 0.6365491
500 0.3138 5 1.055205 0.7926267 0.6298455
%n density lambda lse TP FP 
1000 0.0614 5 1.053689 0.8988327 0.7327935
1000 0.0614 5 1.052037 0.9066148 0.7376944
1000 0.0614 5 1.036757 0.918288 0.7413169
1000 0.0614 5 1.040113 0.922179 0.7302365
1000 0.0614 5 1.045641 0.9066148 0.7408907
1000 0.0612 5 1.045621 0.9179688 0.7460588
1000 0.0612 5 1.069350 0.90625 0.7511717
1000 0.0612 5 1.023653 0.9179688 0.7351939
1000 0.0612 5 1.058898 0.90625 0.7488283
1000 0.0612 5 1.047778 0.859375 0.7366851
1000 0.0616 5 1.014932 0.8992248 0.7453112
1000 0.0616 5 1.046709 0.9069767 0.7331628
1000 0.0616 5 1.025089 0.9263566 0.7438193
1000 0.0616 5 1.073848 0.8992248 0.7397698
1000 0.0616 5 1.038302 0.9224806 0.7372123
1000 0.0614 5 1.053823 0.929961 0.7398253
1000 0.0614 5 1.051999 0.8599222 0.7298104
1000 0.0614 5 1.070295 0.9066148 0.7425954
1000 0.0614 5 1.032074 0.8988327 0.7472832
1000 0.0614 5 1.038908 0.8715953 0.7368421
1000 0.0618 5 1.057069 0.8918919 0.7375826
1000 0.0618 5 1.045811 0.9034749 0.742912
1000 0.0618 5 1.041225 0.9034749 0.7373694
1000 0.0618 5 1.025417 0.918919 0.7279898
1000 0.0618 5 1.041592 0.934363 0.7505862
%n density lambda lse TP FP 
1000 0.2188 5 1.008737 0.894636 0.7475678
1000 0.2188 5 1.023504 0.8984674 0.7403994
1000 0.2188 5 1.011323 0.9070881 0.7411674
1000 0.2188 5 1.031929 0.908046 0.7437276
1000 0.2188 5 0.9936528 0.8850575 0.7460317
1000 0.2196 5 1.028492 0.903626 0.7503844
1000 0.2196 5 1.062343 0.9160305 0.7519221
1000 0.2196 5 1.009365 0.903626 0.7396207
1000 0.2196 5 1.040451 0.8883588 0.7493593
1000 0.2196 5 1.005762 0.9017176 0.7432086
1000 0.219 5 1.032323 0.9090909 0.7418694
1000 0.219 5 1.031598 0.9062201 0.7441741
1000 0.219 5 1.016288 0.9043062 0.7544174
1000 0.219 5 1.011103 0.9043062 0.7492958
1000 0.219 5 1.026567 0.9167464 0.7444302
1000 0.2182 5 1.001013 0.9048991 0.7490407
1000 0.2182 5 1.009949 0.9097022 0.7462267
1000 0.2182 5 1.047257 0.895293 0.7464825
1000 0.2182 5 1.004400 0.9020173 0.7551804
1000 0.2182 5 1.002999 0.9068204 0.7462267
1000 0.2194 5 1.024354 0.9006686 0.7504484
1000 0.2194 5 1.042352 0.9073543 0.7425058
1000 0.2194 5 1.030852 0.8901624 0.7504484
1000 0.2194 5 1.012797 0.8978032 0.7471176
1000 0.2194 5 1.040238 0.8987584 0.7504484
%n density lambda lse TP FP 
1000 0.3138 5 0.9917298 0.8808427 0.7464296
1000 0.3138 5 1.016834 0.8913759 0.7513844
1000 0.3138 5 0.9625328 0.887426 0.7461382
1000 0.3138 5 1.000372 0.8992758 0.7642087
1000 0.3138 5 0.9969365 0.8933509 0.7446809
1000 0.3146 5 1.024193 0.8798424 0.7330026
1000 0.3146 5 0.9934382 0.8896914 0.7385468
1000 0.3146 5 1.018851 0.890348 0.7417566
1000 0.3146 5 1.04396 0.8995404 0.7461336
1000 0.3146 5 1.007970 0.8765594 0.7493434
1000 0.3138 5 0.9973968 0.8953259 0.7484698
1000 0.3138 5 0.984342 0.8788677 0.7563393
1000 0.3138 5 0.996499 0.8861093 0.7513844
1000 0.3138 5 1.033694 0.9025675 0.7408919
1000 0.3138 5 0.974024 0.889401 0.7420577
1000 0.3128 5 1.022967 0.8989432 0.742433
1000 0.3128 5 0.9711557 0.8850727 0.7607683
1000 0.3128 5 1.018588 0.8949802 0.7470896
1000 0.3128 5 1.018939 0.8850727 0.74156
1000 0.3128 5 0.987692 0.8929987 0.7427241
1000 0.3138 5 0.9912014 0.8900592 0.7496357
1000 0.3138 5 1.007699 0.8907176 0.7411833
1000 0.3138 5 1.006855 0.8801843 0.7569222
1000 0.3138 5 0.9885167 0.8913759 0.754882
1000 0.3138 5 0.9908523 0.885451 0.7426406
%n density lambda lse TP FP 
30 0.0614 10 1.022251 0 0.0008523333
30 0.0614 10 1.002001 0 0.0008523333
30 0.0614 10 1.056769 0 0.0008523333
30 0.0614 10 1.026158 0 0
30 0.0614 10 1.031359 0 0.001491583
30 0.0612 10 1.034445 0 0.001917341
30 0.0612 10 1.020369 0 0.0002130379
30 0.0612 10 1.016146 0.0078125 0.001917341
30 0.0612 10 1.017933 0.00390625 0.0008521517
30 0.0612 10 1.028787 0 0.002343417
30 0.0616 10 0.9989043 0 0.001918159
30 0.0616 10 1.024104 0.007751938 0.0006393862
30 0.0616 10 0.9935837 0.003875969 0
30 0.0616 10 1.028131 0 0.0002131287
30 0.0616 10 0.9914224 0.003875969 0.0004262575
30 0.0614 10 1.009718 0 0.0012785
30 0.0614 10 0.9964794 0.01556420 0.001704667
30 0.0614 10 0.9947768 0 0.00063925
30 0.0614 10 1.022295 0.003891051 0.001065417
30 0.0614 10 1.002832 0.01167315 0.001704667
30 0.0618 10 1.019934 0 0.0002131742
30 0.0618 10 1.013867 0.007722008 0.001705393
30 0.0618 10 1.015588 0.01158301 0.0006395225
30 0.0618 10 1.018969 0 0.001065871
30 0.0618 10 1.022014 0 0.0006395225
%n density lambda lse TP FP 
30 0.2188 10 1.036277 0.002873563 0.0002560164
30 0.2188 10 1.053295 0 0.0005120328
30 0.2188 10 1.068136 0.003831418 0.001280082
30 0.2188 10 1.067967 0.0009578544 0.0005120328
30 0.2188 10 1.012346 0.0009578544 0.001792115
30 0.2196 10 1.074763 0.001908397 0.001281394
30 0.2196 10 1.049038 0.0009541985 0.0005125577
30 0.2196 10 1.054183 0 0.002050231
30 0.2196 10 1.071875 0.005725191 0.002050231
30 0.2196 10 1.066819 0.0009541985 0.0007688365
30 0.219 10 1.057436 0.003827751 0.001024328
30 0.219 10 1.069589 0.005741627 0.0007682458
30 0.219 10 1.056199 0.005741627 0.001280410
