%n density lambda lse TP FP 
%n density lambda lse TP FP 
30 0.0618 30 1.033931 0 0
30 0.0618 30 1.038368 0 0
30 0.0618 30 1.024347 0 0
30 0.0618 30 1.032567 0 0
%n density lambda lse TP FP 
30 0.2188 30 1.043167 0 0
30 0.2188 30 1.041111 0 0
30 0.2188 30 1.085329 0 0
30 0.2188 30 1.069010 0 0
30 0.2188 30 1.072446 0 0
30 0.2196 30 1.070586 0 0
30 0.2196 30 1.102730 0 0
30 0.2196 30 1.050644 0 0
30 0.2196 30 1.060410 0 0
30 0.2196 30 1.056796 0 0
30 0.219 30 1.070456 0 0
30 0.219 30 1.060729 0 0
30 0.219 30 1.049276 0 0
30 0.219 30 1.027496 0 0
30 0.219 30 1.053882 0 0
30 0.2182 30 1.055696 0 0
30 0.2182 30 1.070931 0 0
30 0.2182 30 1.046952 0 0
30 0.2182 30 1.034491 0 0
30 0.2182 30 1.073125 0 0
30 0.2194 30 1.044550 0 0
30 0.2194 30 1.028047 0 0
30 0.2194 30 1.072075 0 0
30 0.2194 30 1.073239 0 0
30 0.2194 30 1.089786 0 0
%n density lambda lse TP FP 
30 0.3138 30 1.089382 0 0
30 0.3138 30 1.095321 0 0
30 0.3138 30 1.078523 0 0
30 0.3138 30 1.133208 0 0
30 0.3138 30 1.057057 0 0
30 0.3146 30 1.100172 0 0
30 0.3146 30 1.078939 0 0
30 0.3146 30 1.096581 0 0
30 0.3146 30 1.079694 0 0
30 0.3146 30 1.093149 0 0
30 0.3138 30 1.049532 0 0
30 0.3138 30 1.085693 0 0
30 0.3138 30 1.115034 0 0
30 0.3138 30 1.102879 0 0
30 0.3138 30 1.058217 0 0
30 0.3128 30 1.104064 0 0
30 0.3128 30 1.105457 0 0
30 0.3128 30 1.082107 0 0
30 0.3128 30 1.070537 0 0
30 0.3128 30 1.038306 0 0
30 0.3138 30 1.081098 0 0
30 0.3138 30 1.070633 0 0
30 0.3138 30 1.079169 0 0
30 0.3138 30 1.069671 0 0
30 0.3138 30 1.052391 0 0
%n density lambda lse TP FP 
50 0.0614 30 1.018669 0 0
50 0.0614 30 1.022196 0 0
50 0.0614 30 1.024704 0 0
50 0.0614 30 1.014598 0 0
50 0.0614 30 1.012342 0 0
50 0.0612 30 1.011839 0 0
50 0.0612 30 1.010956 0 0
50 0.0612 30 1.00482 0 0
50 0.0612 30 1.046074 0 0
50 0.0612 30 1.015336 0 0
50 0.0616 30 1.038832 0 0
50 0.0616 30 0.9980218 0 0
50 0.0616 30 1.02178 0 0
50 0.0616 30 1.002097 0 0
50 0.0616 30 1.024689 0 0
50 0.0614 30 1.011990 0 0
50 0.0614 30 0.99662 0 0
50 0.0614 30 1.027531 0 0
50 0.0614 30 1.023847 0 0
50 0.0614 30 0.9999509 0 0
50 0.0618 30 1.027434 0 0
50 0.0618 30 1.047634 0 0
50 0.0618 30 1.006709 0 0
50 0.0618 30 1.016373 0 0
50 0.0618 30 1.029128 0 0
%n density lambda lse TP FP 
50 0.2188 30 1.075076 0 0
50 0.2188 30 1.049691 0 0
50 0.2188 30 1.039487 0 0
50 0.2188 30 1.074770 0 0
50 0.2188 30 1.043342 0 0
50 0.2196 30 1.081474 0 0
50 0.2196 30 1.053267 0 0
50 0.2196 30 1.048657 0 0
50 0.2196 30 1.066666 0 0
50 0.2196 30 1.058827 0 0
50 0.219 30 1.043654 0 0
50 0.219 30 1.094813 0 0
50 0.219 30 1.057721 0 0
50 0.219 30 1.064047 0 0
50 0.219 30 1.057700 0 0
50 0.2182 30 1.057380 0 0
50 0.2182 30 1.049244 0 0
50 0.2182 30 1.059717 0 0
50 0.2182 30 1.06836 0 0
50 0.2182 30 1.037046 0 0
50 0.2194 30 1.067858 0 0
50 0.2194 30 1.065049 0 0
50 0.2194 30 1.064086 0 0
50 0.2194 30 1.039058 0 0
50 0.2194 30 1.095115 0 0
%n density lambda lse TP FP 
50 0.3138 30 1.077541 0 0
50 0.3138 30 1.086908 0 0
50 0.3138 30 1.068215 0 0
50 0.3138 30 1.063733 0 0
50 0.3138 30 1.066376 0 0
50 0.3146 30 1.085572 0 0
50 0.3146 30 1.064213 0 0
50 0.3146 30 1.093474 0 0
50 0.3146 30 1.085677 0 0
50 0.3146 30 1.091503 0 0
50 0.3138 30 1.048849 0 0
50 0.3138 30 1.088008 0 0
50 0.3138 30 1.111173 0 0
50 0.3138 30 1.099141 0 0
50 0.3138 30 1.063303 0 0
50 0.3128 30 1.059325 0 0
50 0.3128 30 1.082756 0 0
50 0.3128 30 1.081012 0 0
50 0.3128 30 1.086752 0 0
50 0.3128 30 1.068818 0 0
50 0.3138 30 1.072001 0 0
50 0.3138 30 1.071018 0 0
50 0.3138 30 1.066836 0 0
50 0.3138 30 1.07907 0 0
50 0.3138 30 1.080885 0 0
%n density lambda lse TP FP 
500 0.0614 30 1.02613 0.2101167 0.010228
500 0.0614 30 0.9957288 0.1750973 0.008736416
500 0.0614 30 0.9908621 0.2334630 0.01193267
500 0.0614 30 0.9999875 0.1828794 0.0115065
500 0.0614 30 1.011043 0.1400778 0.008523333
500 0.0612 30 1.021236 0.1523438 0.00916063
500 0.0612 30 1.001416 0.1484375 0.009373669
500 0.0612 30 1.001033 0.171875 0.008947593
500 0.0612 30 1.000231 0.1445312 0.007030251
500 0.0612 30 1.002597 0.1601562 0.005965062
500 0.0616 30 1.012035 0.2170543 0.009164535
500 0.0616 30 1.010951 0.1782946 0.007885763
500 0.0616 30 1.035609 0.1976744 0.01129582
500 0.0616 30 1.032748 0.1782946 0.01044331
500 0.0616 30 1.012018 0.1744186 0.00831202
500 0.0614 30 1.024881 0.1712062 0.007671
500 0.0614 30 1.011471 0.1867704 0.007884083
500 0.0614 30 1.017551 0.2334630 0.00958875
500 0.0614 30 1.015139 0.1673152 0.00831025
500 0.0614 30 1.025434 0.1478599 0.006179416
500 0.0618 30 1.010305 0.1158301 0.007461096
500 0.0618 30 1.004241 0.1505792 0.006821573
500 0.0618 30 1.024839 0.1814672 0.009379663
500 0.0618 30 0.9946627 0.1891892 0.00874014
500 0.0618 30 1.037872 0.1737452 0.006182051
%n density lambda lse TP FP 
500 0.2188 30 1.048595 0.1455939 0.01331285
500 0.2188 30 1.035259 0.1666667 0.01894521
500 0.2188 30 1.036727 0.1647510 0.01894521
500 0.2188 30 1.039261 0.1542146 0.01152074
500 0.2188 30 1.055455 0.1446360 0.01382488
500 0.2196 30 1.069263 0.1612595 0.01717068
500 0.2196 30 1.052354 0.1574427 0.01512045
500 0.2196 30 1.070623 0.1793893 0.01819580
500 0.2196 30 1.021614 0.1736641 0.01383906
500 0.2196 30 1.030693 0.1536260 0.02050231
500 0.219 30 1.027063 0.1636364 0.01664533
500 0.219 30 1.022223 0.1521531 0.01459667
500 0.219 30 1.037744 0.1435407 0.01357234
500 0.219 30 1.022392 0.1578947 0.01638924
500 0.219 30 1.050500 0.1741627 0.01408451
500 0.2182 30 1.061068 0.1556196 0.01151190
500 0.2182 30 1.086552 0.1546590 0.01611665
500 0.2182 30 1.038430 0.1565802 0.01662829
500 0.2182 30 1.014377 0.1585014 0.01560501
500 0.2182 30 1.044725 0.1709894 0.01458173
500 0.2194 30 1.044684 0.1795606 0.01895977
500 0.2194 30 1.036203 0.1451767 0.01152959
500 0.2194 30 1.071347 0.1776504 0.01691007
500 0.2194 30 1.040766 0.1614136 0.01511658
500 0.2194 30 1.045924 0.1776504 0.01716628
%n density lambda lse TP FP 
500 0.3138 30 1.072064 0.1639236 0.01923637
500 0.3138 30 1.072061 0.1698486 0.02331682
500 0.3138 30 1.065620 0.1593153 0.02069368
500 0.3138 30 1.053747 0.1481238 0.01981929
500 0.3138 30 1.052581 0.1718236 0.02448266
500 0.3146 30 1.089548 0.1562705 0.02276043
500 0.3146 30 1.074568 0.1411687 0.02130143
500 0.3146 30 1.070997 0.1641497 0.02276043
500 0.3146 30 1.102527 0.1588969 0.02246863
500 0.3146 30 1.068561 0.1602101 0.02100963
500 0.3138 30 1.056182 0.1599737 0.02185952
500 0.3138 30 1.070938 0.1500987 0.01865345
500 0.3138 30 1.054826 0.1705069 0.02098514
500 0.3138 30 1.020990 0.1672153 0.02331682
500 0.3138 30 1.064108 0.1579987 0.01981929
500 0.3128 30 1.060932 0.1519155 0.02677532
500 0.3128 30 1.055113 0.1578600 0.02473807
500 0.3128 30 1.069398 0.1565390 0.02444703
500 0.3128 30 1.051669 0.1499339 0.01862631
500 0.3128 30 1.066402 0.1479524 0.02328289
500 0.3138 30 1.046438 0.1678736 0.02798018
500 0.3138 30 1.040572 0.1520737 0.02827164
500 0.3138 30 1.048187 0.1560237 0.0256485
500 0.3138 30 1.023727 0.1520737 0.02244244
500 0.3138 30 1.091282 0.1652403 0.02244244
%n density lambda lse TP FP 
1000 0.0614 30 1.001222 0.5447471 0.061368
1000 0.0614 30 0.992005 0.463035 0.06413808
1000 0.0614 30 1.011624 0.5992218 0.0652035
1000 0.0614 30 1.007977 0.5486381 0.06754741
1000 0.0614 30 0.9989519 0.4319066 0.063925
1000 0.0612 30 0.9955618 0.5195312 0.05815935
1000 0.0612 30 0.99383 0.5234375 0.06668087
1000 0.0612 30 1.007499 0.5195312 0.06050277
1000 0.0612 30 1.007851 0.5234375 0.05986366
1000 0.0612 30 0.98623 0.5195312 0.06135492
1000 0.0616 30 0.9986028 0.5426357 0.06116795
1000 0.0616 30 1.006808 0.5310078 0.0682012
1000 0.0616 30 0.9760271 0.5271318 0.05924979
1000 0.0616 30 1.001269 0.503876 0.06585678
1000 0.0616 30 1.001520 0.5503876 0.05988917
1000 0.0614 30 1.008480 0.4747082 0.06179416
1000 0.0614 30 1.008232 0.5214008 0.06285958
1000 0.0614 30 1.030147 0.5175097 0.06285958
1000 0.0614 30 1.040601 0.4980545 0.06094183
1000 0.0614 30 0.9864168 0.463035 0.05561475
1000 0.0618 30 1.015512 0.5212355 0.06992113
1000 0.0618 30 1.016963 0.5135135 0.06459177
1000 0.0618 30 0.9882905 0.5212355 0.06885525
1000 0.0618 30 0.9931565 0.5714286 0.06309955
1000 0.0618 30 1.012918 0.6023166 0.06629716
%n density lambda lse TP FP 
1000 0.2188 30 1.004073 0.4655172 0.09011777
1000 0.2188 30 1.011078 0.4818008 0.08474142
1000 0.2188 30 1.039254 0.4808429 0.0765489
1000 0.2188 30 1.028605 0.4961686 0.08960573
1000 0.2188 30 1.022943 0.4578544 0.08371736
1000 0.2196 30 1.009081 0.5009542 0.095592
1000 0.2196 30 1.022080 0.4847328 0.09174782
1000 0.2196 30 1.016882 0.4799618 0.08662225
1000 0.2196 30 1.015642 0.504771 0.09379805
1000 0.2196 30 1.007857 0.4866412 0.08277806
1000 0.219 30 1.010437 0.4727273 0.090653
1000 0.219 30 0.9812617 0.508134 0.09167734
1000 0.219 30 0.9911602 0.4746411 0.08988476
1000 0.219 30 1.025571 0.4392344 0.08758003
1000 0.219 30 0.999592 0.5100478 0.09321383
1000 0.2182 30 0.9943571 0.4860711 0.08416475
1000 0.2182 30 0.9818021 0.4879923 0.08416475
1000 0.2182 30 1.044554 0.4745437 0.08314147
1000 0.2182 30 1.033053 0.4995197 0.07955999
1000 0.2182 30 1.024215 0.4985591 0.1023280
1000 0.2194 30 0.9956176 0.4880611 0.08455035
1000 0.2194 30 1.034951 0.4937918 0.0935178
1000 0.2194 30 1.021105 0.4804202 0.08788112
1000 0.2194 30 1.009509 0.4565425 0.08864976
1000 0.2194 30 1.027383 0.4823305 0.09249295
%n density lambda lse TP FP 
1000 0.3138 30 1.027217 0.4529296 0.1078403
1000 0.3138 30 1.016126 0.475971 0.1294083
1000 0.3138 30 0.9937124 0.4542462 0.1206645
1000 0.3138 30 0.9995627 0.4733377 0.1113378
1000 0.3138 30 0.9874314 0.481896 0.1279510
1000 0.3146 30 1.017652 0.4655286 0.1199300
1000 0.3146 30 1.011448 0.4674984 0.1143858
1000 0.3146 30 1.028188 0.4740643 0.1173038
1000 0.3146 30 1.024697 0.4727511 0.1094252
1000 0.3146 30 1.018237 0.4740643 0.1181792
1000 0.3138 30 1.045242 0.475971 0.1063830
1000 0.3138 30 1.017953 0.4476629 0.1116293
1000 0.3138 30 1.001491 0.4786043 0.1238706
1000 0.3138 30 1.012656 0.483871 0.1285340
1000 0.3138 30 1.007619 0.4509546 0.1075488
1000 0.3128 30 1.010755 0.4583884 0.1036088
1000 0.3128 30 1.016928 0.4616909 0.1105937
1000 0.3128 30 1.011016 0.4735799 0.1222352
1000 0.3128 30 1.030392 0.4696169 0.1149593
1000 0.3128 30 0.9945213 0.4636724 0.1175786
1000 0.3138 30 1.001475 0.4595128 0.1122122
1000 0.3138 30 1.018556 0.4628045 0.102594
1000 0.3138 30 1.012195 0.4456880 0.1069659
1000 0.3138 30 1.022619 0.4443713 0.1136695
1000 0.3138 30 1.028298 0.4766294 0.1200816
%n density lambda lse TP FP 
30 0.0614 50 1.006563 0 0
30 0.0614 50 1.004023 0 0
30 0.0614 50 1.000647 0 0
30 0.0614 50 1.024801 0 0
30 0.0614 50 1.017263 0 0
30 0.0612 50 1.054969 0 0
30 0.0612 50 1.007629 0 0
30 0.0612 50 1.000489 0 0
30 0.0612 50 1.026014 0 0
30 0.0612 50 1.014229 0 0
30 0.0616 50 0.9943995 0 0
30 0.0616 50 1.024945 0 0
30 0.0616 50 1.035612 0 0
30 0.0616 50 0.9914204 0 0
30 0.0616 50 1.050448 0 0
30 0.0614 50 0.9959963 0 0
30 0.0614 50 1.039521 0 0
30 0.0614 50 1.039189 0 0
30 0.0614 50 1.010558 0 0
30 0.0614 50 1.014872 0 0
30 0.0618 50 1.044807 0 0
30 0.0618 50 1.003289 0 0
30 0.0618 50 1.010621 0 0
30 0.0618 50 1.037103 0 0
30 0.0618 50 1.027598 0 0
%n density lambda lse TP FP 
30 0.2188 50 1.085180 0 0
30 0.2188 50 1.052243 0 0
30 0.2188 50 1.061077 0 0
30 0.2188 50 1.060147 0 0
30 0.2188 50 1.066798 0 0
30 0.2196 50 1.067973 0 0
30 0.2196 50 1.083764 0 0
30 0.2196 50 1.027982 0 0
30 0.2196 50 1.058292 0 0
30 0.2196 50 1.065186 0 0
30 0.219 50 1.078521 0 0
30 0.219 50 1.053715 0 0
30 0.219 50 1.066759 0 0
30 0.219 50 1.038025 0 0
30 0.219 50 1.073656 0 0
30 0.2182 50 1.039778 0 0
30 0.2182 50 1.041490 0 0
30 0.2182 50 1.049030 0 0
30 0.2182 50 1.076200 0 0
30 0.2182 50 1.032400 0 0
30 0.2194 50 1.093541 0 0
30 0.2194 50 1.067222 0 0
30 0.2194 50 1.077392 0 0
30 0.2194 50 1.038304 0 0
30 0.2194 50 1.065852 0 0
%n density lambda lse TP FP 
30 0.3138 50 1.066479 0 0
30 0.3138 50 1.094125 0 0
30 0.3138 50 1.095260 0 0
30 0.3138 50 1.081744 0 0
30 0.3138 50 1.079302 0 0
30 0.3146 50 1.101128 0 0
30 0.3146 50 1.123314 0 0
30 0.3146 50 1.103417 0 0
30 0.3146 50 1.102243 0 0
30 0.3146 50 1.091844 0 0
30 0.3138 50 1.100055 0 0
30 0.3138 50 1.076356 0 0
30 0.3138 50 1.104416 0 0
30 0.3138 50 1.075535 0 0
30 0.3138 50 1.083711 0 0
30 0.3128 50 1.078630 0 0
30 0.3128 50 1.086065 0 0
30 0.3128 50 1.100136 0 0
30 0.3128 50 1.060107 0 0
30 0.3128 50 1.076168 0 0
30 0.3138 50 1.109160 0 0
30 0.3138 50 1.085716 0 0
30 0.3138 50 1.06595 0 0
30 0.3138 50 1.097699 0 0
30 0.3138 50 1.091921 0 0
%n density lambda lse TP FP 
50 0.0614 50 1.001396 0 0
50 0.0614 50 1.026981 0 0
50 0.0614 50 1.007433 0 0
50 0.0614 50 1.022890 0 0
50 0.0614 50 1.015873 0 0
50 0.0612 50 1.022324 0 0
50 0.0612 50 1.019292 0 0
50 0.0612 50 1.015633 0 0
50 0.0612 50 1.038391 0 0
50 0.0612 50 1.042468 0 0
50 0.0616 50 1.021604 0 0
50 0.0616 50 1.001528 0 0
50 0.0616 50 1.055278 0 0
50 0.0616 50 1.048974 0 0
50 0.0616 50 1.027531 0 0
50 0.0614 50 1.003051 0 0
50 0.0614 50 1.002852 0 0
50 0.0614 50 1.028393 0 0
50 0.0614 50 0.9987839 0 0
50 0.0614 50 1.006264 0 0
50 0.0618 50 1.036157 0 0
50 0.0618 50 1.003249 0 0
50 0.0618 50 1.006258 0 0
50 0.0618 50 1.007140 0 0
50 0.0618 50 1.028335 0 0
%n density lambda lse TP FP 
50 0.2188 50 1.059529 0 0
50 0.2188 50 1.083281 0 0
50 0.2188 50 1.071619 0 0
50 0.2188 50 1.074388 0 0
50 0.2188 50 1.055119 0 0
50 0.2196 50 1.106276 0 0
50 0.2196 50 1.117118 0 0
50 0.2196 50 1.064971 0 0
50 0.2196 50 1.044669 0 0
50 0.2196 50 1.070197 0 0
50 0.219 50 1.078133 0 0
50 0.219 50 1.048953 0 0
50 0.219 50 1.072288 0 0
50 0.219 50 1.075951 0 0
50 0.219 50 1.067195 0 0
50 0.2182 50 1.074352 0 0
50 0.2182 50 1.083562 0 0
50 0.2182 50 1.045590 0 0
50 0.2182 50 1.061598 0 0
50 0.2182 50 1.058816 0 0
50 0.2194 50 1.073250 0 0
50 0.2194 50 1.083487 0 0
50 0.2194 50 1.05538 0 0
50 0.2194 50 1.069699 0 0
50 0.2194 50 1.058241 0 0
%n density lambda lse TP FP 
50 0.3138 50 1.076010 0 0
50 0.3138 50 1.066402 0 0
50 0.3138 50 1.100393 0 0
50 0.3138 50 1.074952 0 0
50 0.3138 50 1.071614 0 0
50 0.3146 50 1.099427 0 0
50 0.3146 50 1.095018 0 0
50 0.3146 50 1.063060 0 0
50 0.3146 50 1.070143 0 0
50 0.3146 50 1.064323 0 0
50 0.3138 50 1.063041 0 0
50 0.3138 50 1.083584 0 0
50 0.3138 50 1.098869 0 0
50 0.3138 50 1.108011 0 0
50 0.3138 50 1.079802 0 0
50 0.3128 50 1.089832 0 0
50 0.3128 50 1.064131 0 0
50 0.3128 50 1.071949 0 0
50 0.3128 50 1.068200 0 0
50 0.3128 50 1.056881 0 0
50 0.3138 50 1.094509 0 0
50 0.3138 50 1.074714 0 0
50 0.3138 50 1.045917 0 0
50 0.3138 50 1.070174 0 0
50 0.3138 50 1.100855 0 0
%n density lambda lse TP FP 
500 0.0614 50 1.011299 0 0
500 0.0614 50 1.023668 0.01556420 0
500 0.0614 50 1.003483 0.01167315 0
500 0.0614 50 1.000066 0.01556420 0
500 0.0614 50 0.9886595 0.02334630 0
500 0.0612 50 1.022438 0.01171875 0
500 0.0612 50 1.011258 0.00390625 0
500 0.0612 50 1.037352 0.02734375 0
500 0.0612 50 1.028569 0.01171875 0
500 0.0612 50 1.028843 0.0078125 0
500 0.0616 50 1.014607 0.02325581 0
500 0.0616 50 1.025640 0.003875969 0
500 0.0616 50 1.020100 0.01162791 0
500 0.0616 50 1.001844 0.01162791 0
500 0.0616 50 1.043574 0.03100775 0
500 0.0614 50 1.049318 0.01556420 0
500 0.0614 50 1.043218 0.01167315 0
500 0.0614 50 1.035437 0.01167315 0
500 0.0614 50 1.022523 0.01556420 0
500 0.0614 50 1.041051 0.007782101 0
500 0.0618 50 1.020492 0.003861004 0
500 0.0618 50 1.012314 0.003861004 0
500 0.0618 50 1.038099 0.007722008 0
500 0.0618 50 1.035458 0.01158301 0
500 0.0618 50 1.049038 0.01158301 0
%n density lambda lse TP FP 
500 0.2188 50 1.054504 0.01053640 0
500 0.2188 50 1.067869 0.01149425 0
500 0.2188 50 1.041265 0.01628352 0
500 0.2188 50 1.072914 0.01149425 0
500 0.2188 50 1.029270 0.01436782 0
500 0.2196 50 1.048811 0.006679389 0
500 0.2196 50 1.066287 0.01431298 0.0002562788
500 0.2196 50 1.015995 0.01049618 0.0002562788
500 0.2196 50 1.066648 0.01240458 0
500 0.2196 50 1.037367 0.01335878 0
500 0.219 50 1.073667 0.01435407 0.0002560819
500 0.219 50 1.058256 0.00861244 0
500 0.219 50 1.078923 0.007655502 0
500 0.219 50 1.040754 0.01435407 0.0005121639
500 0.219 50 1.045671 0.01148325 0
500 0.2182 50 1.083794 0.01152738 0
500 0.2182 50 1.040310 0.01152738 0
500 0.2182 50 1.059501 0.01248799 0
500 0.2182 50 1.051433 0.007684918 0
500 0.2182 50 1.029429 0.01536984 0.0005116398
500 0.2194 50 1.069711 0.01050621 0
500 0.2194 50 1.062378 0.01814709 0
500 0.2194 50 1.061229 0.01241643 0
500 0.2194 50 1.049459 0.01146132 0
500 0.2194 50 1.078276 0.01241643 0.0002562132
%n density lambda lse TP FP 
500 0.3138 50 1.065966 0.01250823 0
500 0.3138 50 1.060254 0.01250823 0.0002914602
500 0.3138 50 1.081322 0.01250823 0
500 0.3138 50 1.074360 0.01316656 0
500 0.3138 50 1.097310 0.01119157 0
500 0.3146 50 1.074314 0.01378858 0
500 0.3146 50 1.081716 0.009848982 0
500 0.3146 50 1.087873 0.009848982 0.0002918004
500 0.3146 50 1.098192 0.007879186 0.0002918004
500 0.3146 50 1.081964 0.01116218 0.0002918004
500 0.3138 50 1.079174 0.01119157 0.0005829204
500 0.3138 50 1.091521 0.01382488 0.0002914602
500 0.3138 50 1.099294 0.01053325 0.0008743806
500 0.3138 50 1.092118 0.01053325 0.0005829204
500 0.3138 50 1.075487 0.01119157 0
500 0.3128 50 1.056666 0.00660502 0
500 0.3128 50 1.081440 0.007926024 0
500 0.3128 50 1.072287 0.01254954 0.0002910361
500 0.3128 50 1.065971 0.01321004 0
500 0.3128 50 1.071278 0.01254954 0.0002910361
500 0.3138 50 1.042930 0.008558262 0
500 0.3138 50 1.081193 0.00921659 0
500 0.3138 50 1.092350 0.01645820 0
500 0.3138 50 1.070772 0.01250823 0.0002914602
500 0.3138 50 1.069304 0.00921659 0.0005829204
%n density lambda lse TP FP 
1000 0.0614 50 1.04009 0.2451362 0.00319625
1000 0.0614 50 0.99518 0.2451362 0.002557
1000 0.0614 50 1.021258 0.307393 0.001704667
1000 0.0614 50 1.025278 0.2529183 0.001491583
1000 0.0614 50 1.012766 0.2451362 0.0008523333
1000 0.0612 50 1.008522 0.2539062 0.001704303
1000 0.0612 50 1.044357 0.2265625 0.002130379
1000 0.0612 50 1.025348 0.2226562 0.001491265
1000 0.0612 50 0.9939127 0.234375 0.001917341
1000 0.0612 50 1.00493 0.2421875 0.002769493
1000 0.0616 50 1.013745 0.248062 0.00170503
1000 0.0616 50 1.01771 0.2790698 0.003196931
1000 0.0616 50 1.022611 0.2325581 0.004049446
1000 0.0616 50 1.000084 0.1937984 0.001918159
1000 0.0616 50 1.006619 0.2441860 0.003623188
1000 0.0614 50 0.9909734 0.2568093 0.002770083
1000 0.0614 50 1.009442 0.2256809 0.002343916
1000 0.0614 50 1.010545 0.2373541 0.002557
1000 0.0614 50 1.009607 0.2879377 0.002130833
1000 0.0614 50 1.022200 0.2412451 0.0012785
1000 0.0618 50 1.029472 0.2200772 0.00255809
1000 0.0618 50 1.011978 0.2664093 0.00255809
1000 0.0618 50 0.988949 0.2471042 0.001918567
1000 0.0618 50 1.029950 0.2664093 0.002131742
1000 0.0618 50 1.009563 0.2355212 0.002131742
%n density lambda lse TP FP 
1000 0.2188 50 1.045031 0.2059387 0.006144393
1000 0.2188 50 1.065346 0.2183908 0.00640041
1000 0.2188 50 1.032569 0.2136015 0.00640041
1000 0.2188 50 1.036977 0.2116858 0.005376344
1000 0.2188 50 1.04761 0.1915709 0.005120328
1000 0.2196 50 1.031136 0.2366412 0.006150692
1000 0.2196 50 1.035318 0.2204198 0.003587904
1000 0.2196 50 1.033152 0.2099237 0.006150692
1000 0.2196 50 1.031832 0.2251908 0.006406971
1000 0.2196 50 1.039466 0.2070611 0.005638134
1000 0.219 50 1.047393 0.2210526 0.006145967
1000 0.219 50 1.030078 0.2401914 0.006402049
1000 0.219 50 1.055074 0.2124402 0.004865557
1000 0.219 50 1.032711 0.2143541 0.005889885
1000 0.219 50 1.043578 0.2229665 0.007426376
1000 0.2182 50 1.012491 0.2113353 0.004348938
1000 0.2182 50 1.049987 0.2276657 0.008442057
1000 0.2182 50 1.028551 0.2007685 0.006139678
1000 0.2182 50 1.031602 0.2228626 0.006907137
1000 0.2182 50 1.047594 0.2305476 0.006139678
1000 0.2194 50 1.071779 0.2206304 0.006405329
1000 0.2194 50 1.036720 0.2120344 0.005380477
1000 0.2194 50 1.020117 0.2320917 0.005892903
1000 0.2194 50 1.008157 0.1881566 0.006405329
1000 0.2194 50 1.071787 0.2454632 0.005124263
%n density lambda lse TP FP 
1000 0.3138 50 1.077670 0.1915734 0.01224133
1000 0.3138 50 1.040509 0.2165899 0.01603031
1000 0.3138 50 1.084661 0.2001317 0.01078403
1000 0.3138 50 1.047788 0.2021066 0.01369863
1000 0.3138 50 1.070196 0.2053983 0.009909647
1000 0.3146 50 1.057099 0.2101116 0.01371462
1000 0.3146 50 1.059865 0.2002626 0.01721622
1000 0.3146 50 1.050659 0.2219304 0.01371462
1000 0.3146 50 1.056693 0.2179908 0.01313102
1000 0.3146 50 1.066636 0.2009192 0.01196382
1000 0.3138 50 1.053038 0.2119816 0.01078403
1000 0.3138 50 1.076278 0.2106649 0.007577966
1000 0.3138 50 1.076326 0.2126399 0.01165841
1000 0.3138 50 1.080442 0.2369980 0.01369863
1000 0.3138 50 1.042306 0.1981567 0.01136695
1000 0.3128 50 1.035877 0.2133421 0.01309662
1000 0.3128 50 1.051302 0.2173052 0.01426077
1000 0.3128 50 1.084867 0.2179657 0.01513388
1000 0.3128 50 1.077988 0.2278732 0.01426077
1000 0.3128 50 1.060357 0.2087186 0.01455180
1000 0.3138 50 1.043636 0.2021066 0.009035267
1000 0.3138 50 1.038027 0.198815 0.01049257
1000 0.3138 50 1.048759 0.1856485 0.01311571
1000 0.3138 50 1.015183 0.2034233 0.01136695
1000 0.3138 50 1.065538 0.20079 0.01078403
%n density lambda lse TP FP 
30 0.0614 100 1.011868 0 0
30 0.0614 100 1.004506 0 0
30 0.0614 100 1.041444 0 0
30 0.0614 100 1.027131 0 0
30 0.0614 100 1.018217 0 0
30 0.0612 100 1.002397 0 0
30 0.0612 100 1.015599 0 0
30 0.0612 100 1.033056 0 0
30 0.0612 100 1.021862 0 0
30 0.0612 100 1.046397 0 0
30 0.0616 100 1.006982 0 0
30 0.0616 100 1.016845 0 0
30 0.0616 100 1.025733 0 0
30 0.0616 100 1.043169 0 0
30 0.0616 100 1.029742 0 0
30 0.0614 100 1.026456 0 0
30 0.0614 100 1.026215 0 0
30 0.0614 100 1.017843 0 0
30 0.0614 100 1.013341 0 0
30 0.0614 100 1.034141 0 0
30 0.0618 100 1.006525 0 0
30 0.0618 100 0.985757 0 0
30 0.0618 100 0.9989597 0 0
30 0.0618 100 1.046788 0 0
30 0.0618 100 1.020143 0 0
%n density lambda lse TP FP 
30 0.2188 100 1.060104 0 0
30 0.2188 100 1.036935 0 0
30 0.2188 100 1.055707 0 0
30 0.2188 100 1.056493 0 0
30 0.2188 100 1.020486 0 0
30 0.2196 100 1.069586 0 0
30 0.2196 100 1.055950 0 0
30 0.2196 100 1.055952 0 0
30 0.2196 100 1.065260 0 0
30 0.2196 100 1.026122 0 0
30 0.219 100 1.066486 0 0
30 0.219 100 1.041045 0 0
30 0.219 100 1.041506 0 0
30 0.219 100 1.065365 0 0
30 0.219 100 1.073385 0 0
30 0.2182 100 1.051249 0 0
30 0.2182 100 1.079684 0 0
30 0.2182 100 1.069416 0 0
30 0.2182 100 1.050238 0 0
30 0.2182 100 1.054319 0 0
30 0.2194 100 1.070377 0 0
30 0.2194 100 1.062965 0 0
30 0.2194 100 1.088722 0 0
30 0.2194 100 1.079452 0 0
30 0.2194 100 1.045497 0 0
