%n density  glcalls lse TP FP 
50 0.3138 7 1.277620 0.4825543 0.4205771
50 0.3138 7 1.241646 0.4443713 0.4329642
50 0.3138 7 1.245920 0.4588545 0.4004663
50 0.3138 6 1.265241 0.4601712 0.4129991
50 0.3138 7 1.299530 0.457867 0.423346
50 0.3138 7 1.269116 0.4687294 0.4310697
50 0.3138 7 1.277190 0.4476629 0.4215972
50 0.3138 7 1.282684 0.4588545 0.4386476
50 0.3138 7 1.266241 0.4430546 0.4109589
50 0.3138 7 1.294447 0.4707044 0.4366074
50 0.313 7 1.301670 0.4580858 0.4218341
50 0.313 7 1.292196 0.4646865 0.4285298
50 0.313 13 1.268038 0.4613861 0.4259098
50 0.313 7 1.292949 0.4742574 0.4454148
50 0.313 7 1.251816 0.440264 0.4279476
50 0.313 7 1.25604 0.4495050 0.4441048
50 0.313 13 1.298766 0.4633663 0.43377
50 0.313 4 1.282332 0.469637 0.4215429
50 0.313 7 1.261758 0.4646865 0.4320233
50 0.313 7 1.266535 0.4660066 0.4294032
50 0.3138 7 1.261001 0.4581962 0.4221801
50 0.3138 7 1.259334 0.4614878 0.4412708
50 0.3138 7 1.320063 0.479921 0.431944
50 0.3138 7 1.273822 0.4404213 0.4293209
50 0.3138 7 1.266831 0.4351547 0.4313611
50 0.3138 7 1.278055 0.4529296 0.4137278
50 0.3138 7 1.275253 0.4473338 0.4386476
50 0.3138 7 1.254511 0.4707044 0.4252405
50 0.3138 11 1.271814 0.4707044 0.4232002
50 0.3138 7 1.268819 0.4720211 0.4236374
50 0.3146 7 1.257633 0.461589 0.4295302
50 0.3146 6 1.271998 0.4875246 0.4277794
50 0.3146 7 1.302609 0.4871963 0.4324482
50 0.3146 6 1.293144 0.4773473 0.4321564
50 0.3146 7 1.270412 0.448457 0.4228188
50 0.3146 7 1.233336 0.4661852 0.4484972
50 0.3146 8 1.277773 0.4773473 0.4219434
50 0.3146 14 1.253929 0.4642154 0.412314
50 0.3146 7 1.295877 0.4701248 0.4143566
50 0.3146 8 1.242742 0.4753775 0.4422235
50 0.3128 11 1.228238 0.4564069 0.4211292
50 0.3128 7 1.272287 0.4451783 0.4359721
50 0.3128 7 1.286947 0.4649934 0.4254948
50 0.3128 13 1.278829 0.4451783 0.4138533
50 0.3128 7 1.258437 0.4755614 0.4199651
50 0.3128 7 1.257513 0.4385733 0.4118161
50 0.3128 7 1.274434 0.4484808 0.4080326
50 0.3128 7 1.303230 0.4801849 0.4377183
50 0.3128 7 1.273836 0.4511229 0.419674
50 0.3128 7 1.331746 0.4583884 0.4279686
50 0.3134 7 1.312332 0.4693474 0.4267405
50 0.3134 6 1.280708 0.4733026 0.4226624
50 0.3134 12 1.263649 0.468029 0.4392659
50 0.3134 7 1.259721 0.4617666 0.4305272
50 0.3134 6 1.268627 0.4785761 0.4070784
50 0.3134 7 1.277555 0.4489123 0.4381008
50 0.3134 7 1.256642 0.4749506 0.4456743
50 0.3134 4 1.274374 0.4452868 0.4370813
50 0.3134 7 1.252306 0.4693474 0.4308185
50 0.3134 7 1.340132 0.4574819 0.4299447
500 0.0614 9 0.9850615 0 0
500 0.0614 9 1.017858 0 0
500 0.0614 9 1.026329 0 0
500 0.0614 9 1.007219 0 0
500 0.0614 9 1.028419 0 0
500 0.0614 9 1.004571 0 0
500 0.0614 9 1.023178 0 0
500 0.0614 9 1.021450 0 0
500 0.0614 9 0.9975952 0 0
500 0.0614 9 1.023576 0 0
500 0.0612 9 1.014833 0 0
500 0.0612 9 1.025137 0 0
500 0.0612 9 1.027903 0 0
500 0.0612 9 1.013483 0 0
500 0.0612 9 1.002313 0 0
500 0.0612 9 1.014288 0 0
500 0.0612 9 1.039428 0 0
500 0.0612 9 1.003989 0 0
500 0.0612 9 1.013855 0 0
500 0.0612 9 1.030386 0 0
500 0.0616 9 1.025647 0 0
500 0.0616 9 1.000816 0 0
500 0.0616 9 1.000146 0 0
500 0.0616 9 1.006678 0 0
500 0.0616 9 1.037615 0 0
500 0.0616 9 1.014021 0 0
500 0.0616 9 1.014786 0 0
500 0.0616 9 1.004756 0 0
500 0.0616 9 0.998988 0 0
500 0.0616 9 1.010412 0 0
500 0.0614 9 1.031438 0 0
500 0.0614 9 1.028987 0 0
500 0.0614 9 1.008760 0 0
500 0.0614 9 0.9912244 0 0
500 0.0614 9 0.9872941 0 0
500 0.0614 9 1.031797 0 0
500 0.0614 9 1.002949 0 0
500 0.0614 9 1.020256 0 0
500 0.0614 9 1.028580 0 0
500 0.0614 9 1.024041 0 0
500 0.0618 9 1.028209 0 0
500 0.0618 9 0.9983648 0 0
500 0.0618 9 1.003928 0 0
500 0.0618 9 1.048342 0 0
500 0.0618 9 0.9990418 0 0
500 0.0618 9 1.020993 0 0
500 0.0618 9 1.019514 0 0
500 0.0618 9 1.004307 0 0
500 0.0618 9 0.9929947 0 0
500 0.0618 9 0.9989187 0 0
500 0.0614 9 1.023954 0 0
500 0.0614 9 1.024765 0 0
500 0.0614 9 0.9969116 0 0
500 0.0614 9 1.008638 0 0
500 0.0614 9 1.019164 0 0
500 0.0614 9 1.011435 0 0
500 0.0614 9 1.007467 0 0
500 0.0614 9 1.024471 0 0
500 0.0614 9 1.020599 0 0
500 0.0614 9 1.020278 0 0
500 0.0618 9 1.010589 0 0
500 0.0618 9 1.015710 0 0
500 0.0618 9 0.9998183 0 0
500 0.0618 9 1.002650 0 0
500 0.0618 9 1.008297 0 0
500 0.0618 9 1.005661 0 0
500 0.0618 9 1.043190 0 0
500 0.0618 9 1.014858 0 0
500 0.0618 9 1.042919 0 0
500 0.0618 9 0.9859852 0 0
500 0.0616 9 1.037081 0 0
500 0.0616 9 1.032426 0 0
500 0.0616 9 1.030082 0 0
500 0.0616 9 1.010847 0 0
500 0.0616 9 0.9935747 0 0
500 0.0616 9 1.017500 0 0
500 0.0616 9 1.010672 0 0
500 0.0616 9 1.017611 0 0
500 0.0616 9 1.026408 0 0
500 0.0616 9 1.022878 0 0
500 0.0616 9 1.002648 0 0
500 0.0616 9 1.015026 0 0
500 0.0616 9 0.9918625 0 0
500 0.0616 9 1.012766 0 0
500 0.0616 9 1.035737 0 0
500 0.0616 9 1.007397 0 0
500 0.0616 9 0.9952535 0 0
500 0.0616 9 1.028488 0 0
500 0.0616 9 1.000079 0 0
500 0.0616 9 0.9946347 0 0
500 0.061 9 1.02261 0 0
500 0.061 9 1.028673 0 0
500 0.061 9 0.9936637 0 0
500 0.061 9 1.015559 0 0
500 0.061 9 1.024843 0 0
500 0.061 9 1.015186 0 0
500 0.061 9 1.011912 0 0
500 0.061 9 1.025265 0 0
500 0.061 9 1.002890 0 0
500 0.061 9 1.020425 0 0
500 0.2188 9 1.059828 0 0
500 0.2188 9 1.082069 0 0
500 0.2188 9 1.066696 0 0
500 0.2188 9 1.060540 0 0
500 0.2188 9 1.058349 0 0
500 0.2188 9 1.065542 0 0
500 0.2188 9 1.068595 0 0
500 0.2188 9 1.046156 0 0
500 0.2188 9 1.052184 0 0
500 0.2188 9 1.071773 0 0
500 0.2196 9 1.058362 0 0
500 0.2196 9 1.034948 0 0
500 0.2196 9 1.070645 0 0
500 0.2196 9 1.068925 0 0
500 0.2196 9 1.089175 0 0
500 0.2196 9 1.078447 0 0
500 0.2196 9 1.062771 0 0
500 0.2196 9 1.058700 0 0
500 0.2196 9 1.05821 0 0
500 0.2196 9 1.087924 0 0
500 0.219 9 1.053918 0 0
500 0.219 9 1.042319 0 0
500 0.219 9 1.066112 0 0
500 0.219 9 1.041797 0 0
500 0.219 9 1.048284 0 0
500 0.219 9 1.070035 0 0
500 0.219 9 1.075433 0 0
500 0.219 9 1.055059 0 0
500 0.219 9 1.046086 0 0
500 0.219 9 1.081842 0 0
500 0.2182 9 1.045505 0 0
500 0.2182 9 1.062179 0 0
500 0.2182 9 1.060477 0 0
500 0.2182 9 1.074058 0 0
500 0.2182 9 1.059759 0 0
500 0.2182 9 1.092108 0 0
500 0.2182 9 1.012795 0 0
500 0.2182 9 1.071266 0 0
500 0.2182 9 1.066677 0 0
500 0.2182 9 1.038794 0 0
500 0.2194 9 1.065605 0 0
500 0.2194 9 1.077171 0 0
500 0.2194 9 1.055708 0 0
500 0.2194 9 1.070895 0 0
500 0.2194 9 1.080401 0 0
500 0.2194 9 1.044226 0 0
500 0.2194 9 1.055854 0 0
500 0.2194 9 1.070917 0 0
500 0.2194 9 1.076310 0 0
500 0.2194 9 1.057827 0 0
500 0.2188 9 1.055844 0 0
500 0.2188 9 1.072015 0 0
500 0.2188 9 1.034194 0 0
500 0.2188 9 1.056210 0 0
500 0.2188 9 1.081879 0 0
500 0.2188 9 1.078179 0 0
500 0.2188 9 1.073595 0 0
500 0.2188 9 1.086596 0 0
500 0.2188 9 1.084409 0 0
500 0.2188 9 1.080579 0 0
500 0.2188 9 1.068722 0 0
500 0.2188 9 1.067192 0 0
500 0.2188 9 1.031496 0 0
500 0.2188 9 1.044709 0 0
500 0.2188 9 1.044012 0 0
500 0.2188 9 1.090358 0 0
500 0.2188 9 1.077705 0 0
500 0.2188 9 1.050775 0 0
500 0.2188 9 1.045401 0 0
500 0.2188 9 1.072234 0 0
500 0.2186 9 1.107418 0 0
500 0.2186 9 1.079504 0 0
500 0.2186 9 1.079720 0 0
500 0.2186 9 1.060732 0 0
500 0.2186 9 1.059833 0 0
500 0.2186 9 1.061026 0 0
500 0.2186 9 1.055236 0 0
500 0.2186 9 1.059874 0 0
500 0.2186 9 1.083422 0 0
500 0.2186 9 1.073186 0 0
500 0.2196 9 1.058920 0 0
500 0.2196 9 1.054528 0 0
500 0.2196 9 1.038801 0 0
500 0.2196 9 1.040904 0 0
500 0.2196 9 1.058138 0 0
500 0.2196 9 1.046388 0 0
500 0.2196 9 1.053155 0 0
500 0.2196 9 1.079538 0 0
500 0.2196 9 1.093755 0 0
500 0.2196 9 1.046832 0 0
500 0.2192 9 1.047685 0 0
500 0.2192 9 1.059407 0 0
500 0.2192 9 1.079981 0 0
500 0.2192 9 1.088265 0 0
500 0.2192 9 1.083952 0 0
500 0.2192 9 1.047756 0 0
500 0.2192 9 1.046386 0 0
500 0.2192 9 1.051312 0 0
500 0.2192 9 1.059435 0 0
500 0.2192 9 1.062666 0 0
500 0.3138 9 1.081924 0 0
500 0.3138 9 1.071805 0 0
500 0.3138 9 1.082866 0 0
500 0.3138 9 1.093819 0 0
500 0.3138 9 1.090585 0 0
500 0.3138 9 1.056332 0 0
500 0.3138 9 1.068745 0 0
500 0.3138 9 1.098487 0 0
500 0.3138 9 1.076440 0 0
500 0.3138 9 1.087925 0 0
500 0.3146 9 1.070710 0 0
500 0.3146 9 1.073841 0 0
500 0.3146 9 1.103932 0 0
500 0.3146 9 1.063174 0 0
500 0.3146 9 1.105293 0 0
500 0.3146 9 1.130113 0 0
500 0.3146 9 1.070280 0 0
500 0.3146 9 1.099490 0 0
500 0.3146 9 1.078164 0 0
500 0.3146 9 1.085063 0 0
500 0.3138 9 1.071811 0 0
500 0.3138 9 1.058541 0 0
500 0.3138 9 1.082262 0 0
500 0.3138 9 1.098041 0 0
500 0.3138 9 1.072038 0 0
500 0.3138 9 1.074566 0 0
500 0.3138 9 1.110350 0 0
500 0.3138 9 1.065369 0 0
500 0.3138 9 1.074681 0 0
500 0.3138 9 1.076388 0 0
500 0.3128 9 1.076191 0 0
500 0.3128 9 1.072567 0 0
500 0.3128 9 1.062011 0 0
500 0.3128 9 1.078557 0 0
500 0.3128 9 1.081743 0 0
500 0.3128 9 1.063268 0 0
500 0.3128 9 1.061676 0 0
500 0.3128 9 1.096566 0 0
500 0.3128 9 1.088028 0 0
500 0.3128 9 1.088885 0 0
500 0.3138 9 1.093179 0 0
500 0.3138 9 1.096659 0 0
500 0.3138 9 1.087079 0 0
500 0.3138 9 1.076961 0 0
500 0.3138 9 1.079379 0 0
500 0.3138 9 1.092628 0 0
500 0.3138 9 1.122254 0 0
500 0.3138 9 1.056642 0 0
500 0.3138 9 1.086964 0 0
500 0.3138 9 1.081243 0 0
500 0.313 9 1.106731 0 0
500 0.313 9 1.075878 0 0
500 0.313 9 1.055763 0 0
500 0.313 9 1.083620 0 0
500 0.313 9 1.092188 0 0
500 0.313 9 1.074691 0 0
500 0.313 9 1.068546 0 0
500 0.313 9 1.095432 0 0
500 0.313 9 1.077272 0 0
500 0.313 9 1.053706 0 0
500 0.3138 9 1.091203 0 0
500 0.3138 9 1.043038 0 0
500 0.3138 9 1.075238 0 0
500 0.3138 9 1.077940 0 0
500 0.3138 9 1.089986 0 0
500 0.3138 9 1.039151 0 0
500 0.3138 9 1.083769 0 0
500 0.3138 9 1.070192 0 0
500 0.3138 9 1.084416 0 0
500 0.3138 9 1.061061 0 0
500 0.3146 9 1.070504 0 0
500 0.3146 9 1.083044 0 0
500 0.3146 9 1.040592 0 0
500 0.3146 9 1.097692 0 0
500 0.3146 9 1.078902 0 0
500 0.3146 9 1.069841 0 0
500 0.3146 9 1.095412 0 0
500 0.3146 9 1.082810 0 0
500 0.3146 9 1.090756 0 0
500 0.3146 9 1.087422 0 0
500 0.3128 9 1.070669 0 0
500 0.3128 9 1.092096 0 0
500 0.3128 9 1.071467 0 0
500 0.3128 9 1.078793 0 0
500 0.3128 9 1.076048 0 0
500 0.3128 9 1.085459 0 0
500 0.3128 9 1.051701 0 0
500 0.3128 9 1.052598 0 0
500 0.3128 9 1.056852 0 0
500 0.3128 9 1.075189 0 0
500 0.3134 9 1.089178 0 0
500 0.3134 9 1.086149 0 0
500 0.3134 9 1.095368 0 0
500 0.3134 9 1.074826 0 0
500 0.3134 9 1.053511 0 0
500 0.3134 9 1.087532 0 0
500 0.3134 9 1.072707 0 0
500 0.3134 9 1.084960 0 0
500 0.3134 9 1.100703 0 0
500 0.3134 9 1.077093 0 0
1000 0.0614 8 1.014774 0 0
1000 0.0614 7 1.007726 0 0
1000 0.0614 8 1.04015 0 0
1000 0.0614 8 1.033148 0 0
1000 0.0614 7 1.011547 0 0
1000 0.0614 8 1.018493 0 0
1000 0.0614 7 1.018089 0 0
1000 0.0614 7 1.023522 0 0
1000 0.0614 7 1.018191 0 0
1000 0.0614 8 1.003991 0 0
1000 0.0612 7 1.001079 0 0
1000 0.0612 7 0.990751 0 0
1000 0.0612 8 1.015955 0 0
1000 0.0612 8 1.014467 0 0
1000 0.0612 7 1.014988 0 0
1000 0.0612 8 1.018504 0 0
1000 0.0612 8 1.031669 0 0
1000 0.0612 8 1.002203 0 0
1000 0.0612 7 1.031627 0 0
1000 0.0612 8 1.009512 0 0
1000 0.0616 8 1.024728 0 0
1000 0.0616 8 1.030095 0 0
1000 0.0616 9 1.000807 0.003875969 0
1000 0.0616 8 1.026942 0 0
1000 0.0616 8 1.014226 0 0
1000 0.0616 7 1.039352 0 0
1000 0.0616 8 1.006054 0 0
1000 0.0616 8 1.032739 0 0
1000 0.0616 7 1.031994 0 0
1000 0.0616 7 1.025613 0 0
1000 0.0614 8 1.004994 0 0
1000 0.0614 8 1.034365 0 0
1000 0.0614 8 1.013543 0 0
1000 0.0614 8 1.006880 0 0
1000 0.0614 7 1.018422 0 0
1000 0.0614 7 0.9987043 0 0
1000 0.0614 8 1.011929 0 0
1000 0.0614 8 1.035717 0 0
1000 0.0614 7 1.033626 0 0
1000 0.0614 8 1.01028 0 0
1000 0.0618 7 1.029709 0 0
1000 0.0618 7 1.040171 0 0
1000 0.0618 7 1.031832 0 0
1000 0.0618 7 1.027217 0 0
1000 0.0618 8 1.019978 0 0
1000 0.0618 7 1.016827 0 0
1000 0.0618 8 1.015466 0 0
1000 0.0618 7 1.006821 0 0
1000 0.0618 7 1.037842 0 0
1000 0.0618 7 1.002495 0 0
1000 0.0614 7 0.9930244 0 0
1000 0.0614 8 1.029147 0 0
1000 0.0614 10 1.020370 0 0
1000 0.0614 8 0.9973204 0 0
1000 0.0614 8 1.030998 0 0
1000 0.0614 8 1.015520 0 0
1000 0.0614 8 1.016772 0 0
1000 0.0614 8 1.024806 0 0
1000 0.0614 7 1.018464 0 0
1000 0.0614 7 0.991929 0 0
1000 0.0618 8 1.020905 0 0
1000 0.0618 8 1.020114 0 0
1000 0.0618 7 1.039108 0 0
1000 0.0618 8 1.023619 0 0
1000 0.0618 7 1.052481 0 0
1000 0.0618 8 1.014428 0 0
1000 0.0618 8 0.9958707 0 0
1000 0.0618 8 0.9909795 0 0
1000 0.0618 7 0.9963756 0 0
1000 0.0618 8 1.008907 0 0
1000 0.0616 8 1.024594 0 0
1000 0.0616 8 1.022381 0 0
1000 0.0616 8 1.001756 0 0
1000 0.0616 7 1.005415 0 0
1000 0.0616 7 1.012713 0 0
1000 0.0616 7 1.022799 0 0
1000 0.0616 7 1.007854 0 0
1000 0.0616 7 1.023800 0 0
1000 0.0616 7 1.005515 0 0
1000 0.0616 7 1.002411 0 0
1000 0.0616 7 1.014101 0 0
1000 0.0616 8 1.021514 0 0
1000 0.0616 7 1.029942 0 0
1000 0.0616 7 1.025776 0 0
1000 0.0616 8 1.032343 0 0
1000 0.0616 7 1.006857 0 0
1000 0.0616 8 1.043304 0 0
1000 0.0616 7 1.008154 0 0
1000 0.0616 8 1.012680 0 0
1000 0.0616 8 1.022382 0 0
1000 0.061 7 0.9902307 0 0
1000 0.061 8 1.029297 0 0
1000 0.061 7 1.002171 0 0
1000 0.061 7 1.033279 0 0
1000 0.061 10 1.030453 0 0
1000 0.061 8 1.014152 0 0
1000 0.061 7 1.023861 0 0
1000 0.061 8 1.012334 0 0
1000 0.061 8 1.000827 0 0
1000 0.061 8 1.004950 0 0
1000 0.2188 8 1.064542 0 0
1000 0.2188 8 1.059455 0 0
1000 0.2188 8 1.098344 0 0
1000 0.2188 8 1.071453 0 0
1000 0.2188 8 1.059816 0 0
1000 0.2188 8 1.045370 0 0
1000 0.2188 8 1.051248 0 0
1000 0.2188 8 1.052373 0 0
1000 0.2188 8 1.059673 0 0
1000 0.2188 8 1.039913 0 0
1000 0.2196 8 1.052387 0 0
1000 0.2196 8 1.090380 0 0
1000 0.2196 8 1.049943 0 0
1000 0.2196 8 1.075775 0 0
1000 0.2196 8 1.040243 0 0
1000 0.2196 8 1.047211 0 0
1000 0.2196 8 1.083958 0 0
1000 0.2196 8 1.090046 0 0
1000 0.2196 8 1.081108 0 0
1000 0.2196 8 1.066274 0 0
1000 0.219 8 1.079019 0 0
1000 0.219 8 1.076103 0 0
1000 0.219 8 1.080194 0 0
1000 0.219 8 1.044186 0 0
1000 0.219 8 1.054412 0 0
1000 0.219 8 1.090819 0 0
1000 0.219 8 1.038516 0 0
1000 0.219 8 1.053159 0 0
1000 0.219 8 1.071079 0 0
1000 0.219 8 1.037307 0 0
1000 0.2182 8 1.040002 0 0
1000 0.2182 8 1.090955 0 0
1000 0.2182 8 1.055718 0 0
1000 0.2182 8 1.062641 0 0
1000 0.2182 8 1.048845 0 0
1000 0.2182 8 1.031349 0 0
1000 0.2182 8 1.042698 0 0
1000 0.2182 8 1.041459 0 0
1000 0.2182 8 1.035089 0 0
1000 0.2182 8 1.044536 0 0
1000 0.2194 8 1.082284 0 0
1000 0.2194 8 1.075366 0 0
1000 0.2194 8 1.043775 0 0
1000 0.2194 8 1.067783 0 0
1000 0.2194 8 1.101393 0 0
1000 0.2194 8 1.067803 0 0
1000 0.2194 8 1.074835 0 0
1000 0.2194 8 1.053019 0 0
1000 0.2194 8 1.057421 0 0
1000 0.2194 8 1.053341 0 0
1000 0.2188 8 1.049040 0 0
1000 0.2188 8 1.035852 0 0
1000 0.2188 8 1.058497 0 0
1000 0.2188 8 1.065952 0 0
1000 0.2188 8 1.044715 0 0
1000 0.2188 8 1.075881 0 0
1000 0.2188 8 1.054921 0 0
1000 0.2188 8 1.052302 0 0
1000 0.2188 8 1.059826 0 0
1000 0.2188 8 1.043197 0 0
1000 0.2188 8 1.061545 0 0
1000 0.2188 8 1.047881 0 0
1000 0.2188 8 1.087281 0.0009578544 0
1000 0.2188 8 1.087816 0 0
1000 0.2188 8 1.049621 0 0
1000 0.2188 8 1.069112 0 0
1000 0.2188 8 1.056384 0 0
1000 0.2188 8 1.070449 0 0
1000 0.2188 8 1.056378 0 0
1000 0.2188 8 1.067705 0 0
1000 0.2186 8 1.051207 0 0
1000 0.2186 8 1.058112 0 0
1000 0.2186 8 1.076501 0 0
1000 0.2186 8 1.043958 0 0
1000 0.2186 8 1.057147 0 0
1000 0.2186 8 1.061433 0 0
1000 0.2186 8 1.056888 0 0
1000 0.2186 8 1.033037 0 0
1000 0.2186 8 1.066315 0 0
1000 0.2186 8 1.077446 0 0
1000 0.2196 8 1.063094 0 0
1000 0.2196 8 1.071024 0 0
1000 0.2196 8 1.057728 0.0009541985 0
1000 0.2196 8 1.071646 0 0
1000 0.2196 8 1.061295 0 0
1000 0.2196 8 1.089545 0 0
1000 0.2196 8 1.071051 0 0
1000 0.2196 8 1.058345 0 0
1000 0.2196 8 1.076660 0 0
1000 0.2196 8 1.059278 0 0
1000 0.2192 8 1.058025 0 0
1000 0.2192 8 1.051671 0 0
1000 0.2192 8 1.061323 0 0
1000 0.2192 8 1.077387 0 0
1000 0.2192 8 1.089919 0 0
1000 0.2192 8 1.063081 0 0
1000 0.2192 8 1.065435 0 0
1000 0.2192 8 1.076572 0 0
1000 0.2192 8 1.050682 0 0
1000 0.2192 8 1.048710 0 0
1000 0.3138 8 1.089406 0 0
1000 0.3138 9 1.065797 0 0
1000 0.3138 8 1.095228 0 0
1000 0.3138 8 1.080307 0 0
1000 0.3138 8 1.083160 0 0
1000 0.3138 8 1.067357 0 0
1000 0.3138 9 1.1145 0 0
1000 0.3138 9 1.095825 0 0
1000 0.3138 8 1.083117 0 0
1000 0.3138 8 1.108335 0 0
1000 0.3146 8 1.088673 0 0
1000 0.3146 9 1.094645 0 0
1000 0.3146 8 1.074574 0 0
1000 0.3146 8 1.071652 0 0
1000 0.3146 8 1.12356 0 0
1000 0.3146 8 1.080316 0 0
1000 0.3146 8 1.064701 0 0
1000 0.3146 8 1.086085 0 0
1000 0.3146 8 1.095444 0 0
1000 0.3146 9 1.115859 0.0006565988 0
1000 0.3138 8 1.036384 0 0
1000 0.3138 8 1.074645 0 0
1000 0.3138 9 1.103345 0.0006583278 0
1000 0.3138 8 1.092872 0 0
1000 0.3138 8 1.070234 0 0
1000 0.3138 8 1.095492 0 0
1000 0.3138 8 1.087513 0 0
1000 0.3138 8 1.076062 0 0
1000 0.3138 8 1.060852 0 0
1000 0.3138 8 1.069115 0 0
1000 0.3128 8 1.087058 0 0
1000 0.3128 8 1.076694 0 0
1000 0.3128 8 1.088233 0 0
1000 0.3128 8 1.093030 0 0
1000 0.3128 8 1.031241 0 0
1000 0.3128 8 1.079946 0 0
1000 0.3128 8 1.085711 0 0
1000 0.3128 8 1.087804 0 0
1000 0.3128 8 1.098438 0 0
1000 0.3128 8 1.073088 0 0
1000 0.3138 8 1.084812 0 0
1000 0.3138 8 1.103587 0 0
1000 0.3138 8 1.052899 0 0
1000 0.3138 8 1.079539 0 0
1000 0.3138 8 1.067526 0 0
1000 0.3138 9 1.075922 0.0006583278 0
1000 0.3138 8 1.065760 0 0
1000 0.3138 8 1.073107 0 0
1000 0.3138 8 1.102580 0 0
1000 0.3138 8 1.063399 0 0
1000 0.313 8 1.067102 0 0
1000 0.313 8 1.116424 0 0
1000 0.313 8 1.065712 0 0
1000 0.313 8 1.110067 0 0
1000 0.313 8 1.067063 0 0
1000 0.313 8 1.082178 0 0
1000 0.313 8 1.055867 0 0
1000 0.313 8 1.068896 0 0
1000 0.313 8 1.055099 0 0
1000 0.313 8 1.087173 0 0
1000 0.3138 8 1.083021 0 0
1000 0.3138 8 1.07774 0 0
1000 0.3138 8 1.107409 0 0
1000 0.3138 8 1.062349 0 0
1000 0.3138 8 1.106548 0 0
1000 0.3138 8 1.082286 0 0
1000 0.3138 8 1.086483 0 0
1000 0.3138 9 1.081570 0 0
1000 0.3138 8 1.088856 0 0
1000 0.3138 8 1.108466 0 0
1000 0.3146 8 1.094529 0 0
1000 0.3146 8 1.085114 0 0
1000 0.3146 8 1.097691 0 0
1000 0.3146 8 1.061316 0 0
1000 0.3146 11 1.076961 0 0
1000 0.3146 8 1.064261 0 0
1000 0.3146 8 1.084580 0 0
1000 0.3146 8 1.073446 0 0
1000 0.3146 8 1.088205 0 0
1000 0.3146 9 1.074913 0 0
1000 0.3128 8 1.101101 0 0
1000 0.3128 8 1.093093 0 0
1000 0.3128 8 1.085724 0 0
1000 0.3128 8 1.049635 0 0
1000 0.3128 8 1.066285 0 0
1000 0.3128 8 1.070839 0 0
1000 0.3128 8 1.067875 0 0
1000 0.3128 8 1.047687 0 0
1000 0.3128 8 1.071588 0 0
1000 0.3128 8 1.093684 0 0
1000 0.3134 8 1.089830 0 0
1000 0.3134 8 1.083538 0 0
1000 0.3134 8 1.058612 0 0
1000 0.3134 8 1.079752 0 0
1000 0.3134 8 1.074689 0 0
1000 0.3134 8 1.082766 0 0
1000 0.3134 9 1.099874 0 0
1000 0.3134 8 1.070738 0 0
1000 0.3134 8 1.075082 0 0
1000 0.3134 8 1.08684 0 0

