n density b b_old_avg lambda glcalls_avg lse TP FP 
%n density b b_old lambda lse TP FP 
30 0.3138 10000 42.76013 9888.116 1 1.116930 0.1119157 0.09093559
30 0.3146 10000 42.84497 9888.568 1 1.129171 0.09192383 0.08316312
30 0.3146 10000 42.74293 9890.814 1 1.130193 0.1017728 0.08841552
30 0.3146 10000 42.81301 9891.086 1 1.091787 0.09389363 0.08433032
30 0.3146 10000 43.05938 9894.392 1 1.094882 0.09323703 0.0764517
30 0.3146 10000 42.91462 9885.382 1 1.108089 0.1142482 0.09892034
30 0.3138 10000 42.82532 9890.443 1 1.096855 0.1112574 0.08190032
30 0.3138 10000 42.82806 9885.336 1 1.079704 0.1342989 0.09793063
30 0.3138 10000 42.91013 9893.184 1 1.098208 0.08229098 0.06616147
30 0.3138 10000 42.68754 9888.03 1 1.110395 0.1066491 0.08394054
30 0.3138 10000 42.92346 9889.63 1 1.077653 0.09084924 0.0856893
30 0.3128 10000 42.77189 9888.442 1 1.120040 0.1136063 0.08614668
30 0.3128 10000 42.80723 9889.114 1 1.085787 0.1109643 0.09487776
30 0.3128 10000 42.90039 9892.656 1 1.092322 0.09445178 0.07683353
30 0.3128 10000 42.74806 9893.09 1 1.122000 0.07727873 0.07945285
30 0.3128 10000 42.71005 9889.061 1 1.118011 0.09048877 0.07974389
30 0.3138 10000 42.54219 9892.157 1 1.114385 0.07965767 0.07228213
30 0.3138 10000 42.91444 9890.704 1 1.134241 0.09348255 0.09064413
30 0.3138 10000 42.89764 9886.761 1 1.111621 0.1250823 0.09414165
30 0.3138 10000 42.4514 9883.92 1 1.098369 0.1125741 0.084232
30 0.3138 10000 42.64943 9887.2 1 1.11839 0.1112574 0.09210143
%n density b b_old lambda lse TP FP 
50 0.0614 1 44.57567 90.27807 6 1.005784 0 0
50 0.0614 1 44.5543 90.21623 6 1.042600 0 0
50 0.0614 1 44.58277 90.24171 6 1.041166 0 0
50 0.0614 1 44.42119 90.22036 6 1.017062 0 0
50 0.0614 1 44.55885 90.20368 6 1.028883 0 0
50 0.0612 1 44.51632 90.17938 6 1.019491 0 0
50 0.0612 1 44.52543 90.25538 6 1.020847 0 0
50 0.0612 1 44.54532 90.12599 6 1.016915 0 0
50 0.0612 1 44.51056 90.16616 6 1.000335 0 0
50 0.0612 1 44.51617 90.17098 6 1.024885 0 0
50 0.0616 1 44.43201 90.16388 6 1.032208 0 0
50 0.0616 1 44.54432 90.18306 6 1.021912 0 0
50 0.0616 1 44.3642 90.28438 6 1.025126 0 0
50 0.0616 1 44.40304 90.14606 6 1.006584 0 0
50 0.0616 1 44.42632 90.14182 6 1.017747 0 0
50 0.0614 1 44.39808 90.26666 6 1.010376 0 0
50 0.0614 1 44.37438 90.29 6 1.022442 0 0
50 0.0614 1 44.40478 90.2267 6 1.035611 0 0
50 0.0614 1 44.44232 90.2169 6 1.031183 0 0
50 0.0614 1 44.31907 90.22601 6 1.018575 0 0
50 0.0618 1 44.39326 90.18234 6 1.013279 0 0
50 0.0618 1 44.49657 90.1948 6 1.007152 0 0
50 0.0618 1 44.47358 90.20534 6 1.041657 0 0
50 0.0618 1 44.47572 90.22226 6 1.002733 0 0
50 0.0618 1 44.38335 90.29756 6 1.019715 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 10 44.37147 94.70926 6 1.009595 0 0
50 0.0614 10 44.41627 94.72982 6 1.001985 0 0
50 0.0614 10 44.64714 94.7454 6 1.023339 0 0
50 0.0614 10 44.75735 94.72695 6 1.023418 0 0
50 0.0614 10 44.25013 94.80377 6 1.032913 0 0
50 0.0612 10 44.17913 94.75625 6 1.023823 0 0
50 0.0612 10 44.21706 94.70386 6 1.048640 0 0
50 0.0612 10 44.5471 94.78422 6 1.026606 0 0
50 0.0612 10 44.65216 94.81103 6 1.008812 0 0
50 0.0612 10 44.55468 94.72993 6 1.022627 0 0
50 0.0616 10 44.15763 94.71977 6 1.028611 0 0
50 0.0616 10 44.42025 94.78912 6 1.026759 0 0
50 0.0616 10 44.38932 94.70211 6 0.995138 0 0
50 0.0616 10 44.62622 94.71926 6 1.027945 0 0
50 0.0616 10 44.42395 94.7006 6 0.993652 0 0
50 0.0614 10 44.6106 94.75018 6 1.017553 0 0
50 0.0614 10 44.41678 94.61612 6 1.023359 0 0
50 0.0614 10 44.53441 94.73405 6 1.031500 0 0
50 0.0614 10 44.45796 94.80123 6 1.038487 0 0
50 0.0614 10 44.689 94.72422 6 1.015516 0 0
50 0.0618 10 44.29699 94.66736 6 1.032368 0 0
50 0.0618 10 44.39131 94.64464 6 1.009728 0 0
50 0.0618 10 44.72079 94.81893 6 1.031005 0 0
50 0.0618 10 44.54212 94.769 6 0.991448 0 0
50 0.0618 10 44.36351 94.66627 6 1.023002 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 100 44.39611 151.8119 6 1.009245 0 0
50 0.0614 100 44.44289 151.7573 6 1.024057 0 0
50 0.0614 100 44.52733 151.7716 6 1.02291 0 0
50 0.0614 100 44.45155 151.722 6 1.003108 0 0
50 0.0614 100 44.55917 151.7497 6 1.010301 0 0
50 0.0612 100 44.77626 151.8047 6 1.008481 0 0
50 0.0612 100 44.3893 151.7862 6 1.017056 0 0
50 0.0612 100 44.2742 151.7791 6 1.044493 0 0
50 0.0612 100 44.25933 151.7485 6 1.016537 0 0
50 0.0612 100 44.49685 151.7728 6 1.040379 0 0
50 0.0616 100 44.43446 151.7689 6 1.008006 0 0
50 0.0616 100 44.51442 151.7539 6 0.9984278 0 0
50 0.0616 100 44.41707 151.7476 6 1.041946 0 0
50 0.0616 100 44.62592 151.7773 6 1.015368 0 0
50 0.0616 100 44.82215 151.7773 6 1.032409 0 0
50 0.0614 100 44.55168 151.8130 6 1.022946 0 0
50 0.0614 100 44.51777 151.7385 6 1.014315 0 0
50 0.0614 100 44.62677 151.761 6 0.9989201 0 0
50 0.0614 100 44.77923 151.7653 6 1.035676 0 0
50 0.0614 100 44.40516 151.7536 6 1.023524 0 0
50 0.0618 100 44.2254 151.7405 6 1.015193 0 0
50 0.0618 100 44.58612 151.7373 6 1.040440 0 0
50 0.0618 100 44.59005 151.7236 6 1.000551 0 0
50 0.0618 100 44.44527 151.7760 6 1.039192 0 0
50 0.0618 100 44.40763 151.7650 6 1.00611 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 200 44.66277 233.2337 6 1.020782 0 0
50 0.0614 200 44.17041 233.198 6 1.002432 0 0
50 0.0614 200 44.737 233.1896 6 1.006419 0 0
50 0.0614 200 44.55991 233.2164 6 1.018986 0 0
50 0.0614 200 44.77032 233.2172 6 1.006260 0 0
50 0.0612 200 44.60986 233.2289 6 1.016585 0 0
50 0.0612 200 44.47741 233.211 6 0.9965085 0 0
50 0.0612 200 44.43266 233.2373 6 1.017306 0 0
50 0.0612 200 44.76945 233.2132 6 1.001288 0 0
50 0.0612 200 44.59353 233.1899 9 1.030912 0 0
50 0.0616 200 44.34332 233.2043 6 1.042628 0 0
50 0.0616 200 44.31009 233.2346 8 1.01351 0 0
50 0.0616 200 44.73991 233.1906 6 1.022631 0 0
50 0.0616 200 44.52430 233.2108 8 1.011782 0 0
50 0.0616 200 44.63826 233.2098 6 1.016995 0 0
50 0.0614 200 44.4227 233.2138 6 1.014820 0 0
50 0.0614 200 44.39528 233.1931 6 0.9982628 0 0
50 0.0614 200 44.62954 233.2227 6 1.006065 0 0
50 0.0614 200 44.424 233.2042 6 1.012549 0 0
50 0.0614 200 44.46838 233.2265 6 1.009460 0 0
50 0.0618 200 44.18105 233.2208 6 1.004133 0 0
50 0.0618 200 44.66481 233.2253 6 1.012860 0 0
50 0.0618 200 44.46291 233.2212 8 1.023539 0 0
50 0.0618 200 44.53542 233.1855 6 1.032088 0 0
50 0.0618 200 44.5001 233.2391 6 1.007260 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 1000 44.14522 1007.505 5 1.018590 0 0
50 0.0614 1000 44.71108 1007.505 5 1.032593 0 0
50 0.0614 1000 44.43374 1007.505 5 1.029526 0 0
50 0.0614 1000 44.5514 1007.504 5 1.042123 0 0
50 0.0614 1000 44.81257 1007.507 5 1.006748 0 0
50 0.0612 1000 44.56617 1007.504 5 1.024242 0 0
50 0.0612 1000 44.43016 1007.507 5 1.030896 0 0
50 0.0612 1000 44.56408 1007.507 5 1.038981 0 0
50 0.0612 1000 44.40931 1007.504 5 1.003509 0 0
50 0.0612 1000 44.30663 1007.506 5 1.005078 0 0
50 0.0616 1000 44.54502 1007.505 5 1.000440 0 0
50 0.0616 1000 44.42543 1007.505 5 1.015013 0 0
50 0.0616 1000 44.57998 1007.505 5 1.023102 0 0
50 0.0616 1000 44.32448 1007.504 5 1.026743 0 0
50 0.0616 1000 44.45077 1007.506 5 1.012937 0 0
50 0.0614 1000 44.31554 1007.505 5 1.010949 0 0
50 0.0614 1000 44.30643 1007.504 5 1.005370 0 0
50 0.0614 1000 44.44853 1007.508 5 0.991673 0 0
50 0.0614 1000 44.48958 1007.505 5 0.9973985 0 0
50 0.0614 1000 44.41783 1007.504 5 1.035486 0 0
50 0.0618 1000 44.5263 1007.505 5 1.013725 0 0
50 0.0618 1000 44.32575 1007.503 5 1.014651 0 0
50 0.0618 1000 44.54528 1007.507 5 0.9921504 0 0
50 0.0618 1000 44.7288 1007.504 5 1.003677 0 0
50 0.0618 1000 44.66215 1007.505 5 1.00556 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 10000 44.5287 9847.1 1 1.075106 0.1984436 0.1463882
50 0.0614 10000 44.31585 9842.551 1 1.089563 0.1945525 0.1553377
50 0.0614 10000 44.52669 9844.897 1 1.075004 0.2256809 0.1434051
50 0.0614 10000 44.65822 9842.256 1 1.083117 0.2023346 0.1587471
50 0.0614 10000 44.27735 9848.347 1 1.069651 0.2101167 0.1436182
50 0.0612 10000 44.38019 9849.854 1 1.057523 0.1679688 0.1408181
50 0.0612 10000 44.49901 9851.252 1 1.084357 0.234375 0.1559438
50 0.0612 10000 44.67795 9845.456 1 1.079486 0.2070312 0.146144
50 0.0612 10000 44.73483 9851.604 1 1.06228 0.2265625 0.1410311
50 0.0612 10000 44.24401 9847.257 1 1.103392 0.1796875 0.1482744
50 0.0616 10000 44.43911 9843.583 1 1.094623 0.1705426 0.1540921
50 0.0616 10000 44.05368 9846.693 1 1.105719 0.1899225 0.1378943
50 0.0616 10000 44.65653 9847.817 1 1.072509 0.1860465 0.1459932
50 0.0616 10000 44.53122 9844.214 1 1.056897 0.2286822 0.1534527
50 0.0616 10000 44.26686 9848.88 1 1.087111 0.2325581 0.1492967
50 0.0614 10000 44.62607 9851.636 1 1.095059 0.1634241 0.1440443
50 0.0614 10000 44.24772 9842.72 1 1.096807 0.2062257 0.1557639
50 0.0614 10000 44.28419 9850.374 1 1.074990 0.1906615 0.1372257
50 0.0614 10000 44.40654 9845.746 1 1.078842 0.2062257 0.1474537
50 0.0614 10000 44.32834 9842.985 1 1.083532 0.2217899 0.1586405
50 0.0618 10000 44.44037 9846.22 1 1.071219 0.2316602 0.1496483
50 0.0618 10000 44.17679 9843.348 1 1.07946 0.2316602 0.1556171
50 0.0618 10000 44.62459 9846.375 1 1.068514 0.1891892 0.1477297
50 0.0618 10000 44.583 9844.705 1 1.096560 0.2162162 0.1447453
50 0.0618 10000 44.52114 9846.431 1 1.086011 0.1891892 0.1485824
%n density b b_old lambda lse TP FP 
50 0.2188 1 44.43093 90.39687 6 1.031703 0 0
50 0.2188 1 44.46905 90.33726 6 1.075843 0 0
50 0.2188 1 44.32166 90.23152 6 1.069302 0 0
50 0.2188 1 44.61971 90.24802 6 1.061420 0 0
50 0.2188 1 44.6012 90.30735 6 1.014183 0 0
50 0.2196 1 44.39130 90.34774 6 1.046894 0 0
50 0.2196 1 44.52507 90.30538 6 1.067521 0 0
50 0.2196 1 44.40653 90.37778 6 1.046577 0 0
50 0.2196 1 44.66488 90.29523 6 1.094849 0 0
50 0.2196 1 44.51517 90.33473 6 1.061769 0 0
50 0.219 1 44.4929 90.30252 6 1.017215 0 0
50 0.219 1 44.34346 90.17192 6 1.055753 0 0
50 0.219 1 44.47473 90.24782 6 1.048162 0 0
50 0.219 1 44.3771 90.27785 6 1.047452 0 0
50 0.219 1 44.40812 90.36463 6 1.042949 0 0
50 0.2182 1 44.46381 90.21112 6 1.069961 0 0
50 0.2182 1 44.61 90.27959 6 1.086406 0 0
50 0.2182 1 44.54488 90.20261 6 1.099873 0 0
50 0.2182 1 44.42753 90.29738 6 1.065432 0 0
50 0.2182 1 44.41001 90.40158 6 1.072077 0 0
50 0.2194 1 44.05508 90.39853 6 1.041335 0 0
50 0.2194 1 44.57266 90.30333 6 1.073924 0 0
50 0.2194 1 44.27336 90.33609 6 1.066617 0 0
50 0.2194 1 44.39676 90.26262 6 1.071916 0 0
50 0.2194 1 44.72568 90.35183 6 1.049547 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 10 44.49619 94.75846 6 1.055006 0 0
50 0.2188 10 44.73111 94.79204 6 1.068197 0 0
50 0.2188 10 44.37925 94.72448 6 1.042051 0 0
50 0.2188 10 44.25709 94.78161 6 1.055890 0 0
50 0.2188 10 44.65098 94.77382 6 1.058371 0 0
50 0.2196 10 44.33101 94.76792 6 1.058239 0 0
50 0.2196 10 44.61526 94.7758 6 1.069397 0 0
50 0.2196 10 44.56629 94.90412 6 1.059777 0 0
50 0.2196 10 44.41416 94.8896 6 1.061952 0 0
50 0.2196 10 44.35357 94.75812 6 1.072722 0 0
50 0.219 10 44.27837 94.82441 6 1.071357 0 0
50 0.219 10 44.40883 94.78196 6 1.074468 0 0
50 0.219 10 44.28673 94.83445 6 1.076279 0 0
50 0.219 10 44.37074 94.82063 6 1.044163 0 0
50 0.219 10 44.30157 94.84952 6 1.053568 0 0
50 0.2182 10 44.43785 94.82491 6 1.045359 0 0
50 0.2182 10 44.70397 94.84902 6 1.057941 0 0
50 0.2182 10 44.5306 94.83275 6 1.060612 0 0
50 0.2182 10 44.66904 94.80592 6 1.057511 0 0
50 0.2182 10 44.52838 94.8568 6 1.072208 0 0
50 0.2194 10 44.83331 94.83142 6 1.041155 0 0
50 0.2194 10 44.58748 94.83788 6 1.079415 0 0
50 0.2194 10 44.66922 94.74564 6 1.104657 0 0
50 0.2194 10 44.14061 94.74453 6 1.079327 0 0
50 0.2194 10 44.51998 94.83633 6 1.054981 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 100 44.67634 151.8099 6 1.083967 0 0
50 0.2188 100 44.35761 151.8429 6 1.037655 0 0
50 0.2188 100 44.64185 151.8708 6 1.041037 0 0
50 0.2188 100 44.60723 151.9073 6 1.053127 0 0
50 0.2188 100 44.50952 151.8716 6 1.064155 0 0
50 0.2196 100 44.41389 151.8003 6 1.047627 0 0
50 0.2196 100 44.45905 151.808 6 1.059855 0 0
50 0.2196 100 44.73202 151.8309 6 1.083417 0 0
50 0.2196 100 44.3078 151.8261 6 1.053226 0 0
50 0.2196 100 44.29363 151.8332 6 1.06336 0 0
50 0.219 100 44.35085 151.8128 6 1.039947 0 0
50 0.219 100 44.60288 151.8232 6 1.030053 0 0
50 0.219 100 44.13177 151.7695 6 1.060481 0 0
50 0.219 100 44.34304 151.862 6 1.023857 0 0
50 0.219 100 43.97275 151.8079 6 1.062434 0 0
50 0.2182 100 44.38298 151.8085 6 1.027040 0 0
50 0.2182 100 44.45223 151.8689 6 1.072801 0 0
50 0.2182 100 44.49503 151.8202 6 1.046547 0 0
50 0.2182 100 44.19722 151.8191 6 1.038641 0 0
50 0.2182 100 44.54617 151.8629 6 1.080712 0 0
50 0.2194 100 44.50304 151.8234 6 1.057308 0 0
50 0.2194 100 44.65397 151.8670 6 1.065999 0 0
50 0.2194 100 44.66021 151.8936 6 1.078388 0 0
50 0.2194 100 44.27232 151.8356 6 1.077380 0 0
50 0.2194 100 44.46102 151.8922 6 1.085964 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 200 44.60429 233.2127 6 1.046782 0 0
50 0.2188 200 44.46036 233.2404 6 1.067158 0 0
50 0.2188 200 44.60085 233.2444 6 1.063002 0 0
50 0.2188 200 44.63774 233.2210 6 1.079370 0 0
50 0.2188 200 44.53508 233.2278 6 1.052891 0 0
50 0.2196 200 44.44937 233.2651 6 1.058106 0 0
50 0.2196 200 44.64956 233.2416 6 1.072775 0 0
50 0.2196 200 44.53291 233.2349 6 1.075759 0 0
50 0.2196 200 44.50741 233.2527 6 1.083182 0 0
50 0.2196 200 44.32494 233.2028 6 1.098748 0 0
50 0.219 200 44.26741 233.2473 6 1.026334 0 0
50 0.219 200 44.2049 233.2619 6 1.059545 0 0
50 0.219 200 44.42159 233.2675 6 1.060766 0 0
50 0.219 200 44.23978 233.2322 6 1.027156 0 0
50 0.219 200 44.52401 233.2580 6 1.089748 0 0
50 0.2182 200 44.59367 233.2283 6 1.064250 0 0
50 0.2182 200 44.53767 233.2566 6 1.058658 0 0
50 0.2182 200 44.3621 233.2535 6 1.075311 0 0
50 0.2182 200 44.34892 233.2495 6 1.076806 0 0
50 0.2182 200 44.28174 233.222 6 1.089104 0 0
50 0.2194 200 44.30782 233.2372 6 1.096874 0 0
50 0.2194 200 44.53893 233.2672 6 1.070963 0 0
50 0.2194 200 44.47351 233.2621 6 1.048176 0 0
50 0.2194 200 44.47728 233.2510 6 1.077612 0 0
50 0.2194 200 44.00895 233.2392 6 1.096645 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 1000 44.51945 1007.509 5 1.036678 0 0
50 0.2188 1000 44.36004 1007.507 5 1.083086 0 0
50 0.2188 1000 44.32445 1007.508 5 1.051378 0 0
50 0.2188 1000 44.71717 1007.508 5 1.062058 0 0
50 0.2188 1000 44.69040 1007.505 5 1.059040 0 0
50 0.2196 1000 44.6283 1007.507 5 1.079384 0 0
50 0.2196 1000 44.54864 1007.509 5 1.059468 0 0
50 0.2196 1000 44.55187 1007.508 5 1.084668 0 0
50 0.2196 1000 44.58212 1007.508 5 1.082378 0 0
50 0.2196 1000 44.72914 1007.507 5 1.037182 0 0
50 0.219 1000 44.51134 1007.507 5 1.035963 0 0
50 0.219 1000 44.4413 1007.509 5 1.026107 0 0
50 0.219 1000 44.73508 1007.509 5 1.037961 0 0
50 0.219 1000 44.49267 1007.51 5 1.040529 0 0
50 0.219 1000 44.61877 1007.507 5 1.055313 0 0
50 0.2182 1000 44.45447 1007.508 5 1.064051 0 0
50 0.2182 1000 44.76171 1007.507 5 1.043868 0 0
50 0.2182 1000 44.52412 1007.511 5 1.037374 0 0
50 0.2182 1000 44.7184 1007.508 5 1.072646 0 0
50 0.2182 1000 44.43954 1007.508 5 1.079593 0 0
50 0.2194 1000 44.50485 1007.51 5 1.042717 0 0
50 0.2194 1000 44.7181 1007.508 5 1.064783 0 0
50 0.2194 1000 44.46126 1007.508 5 1.046362 0 0
50 0.2194 1000 44.14299 1007.506 5 1.057448 0 0
50 0.2194 1000 44.35757 1007.509 5 1.079073 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 10000 44.61716 9839.168 1 1.110118 0.2030651 0.1656426
50 0.2188 10000 44.30359 9840.52 1 1.105138 0.1877395 0.1551459
50 0.2188 10000 44.60762 9837.04 1 1.137536 0.1906130 0.1638505
50 0.2188 10000 44.37085 9846.05 1 1.145753 0.197318 0.1515617
50 0.2188 10000 44.63852 9842.855 1 1.109998 0.1982759 0.1551459
50 0.2196 10000 44.47733 9841.573 1 1.112711 0.1765267 0.1532547
50 0.2196 10000 44.64803 9837.856 1 1.092043 0.2185115 0.1627371
50 0.2196 10000 44.67236 9838.215 1 1.092245 0.2242366 0.1606868
50 0.2196 10000 44.36902 9841.007 1 1.128994 0.2194656 0.1591492
50 0.2196 10000 44.57706 9839.647 1 1.108377 0.2003817 0.1747822
50 0.219 10000 44.66254 9834.167 1 1.113041 0.2172249 0.1610755
50 0.219 10000 44.18323 9841.289 1 1.116462 0.1904306 0.1517286
50 0.219 10000 44.35755 9840.03 1 1.162938 0.1885167 0.1595391
50 0.219 10000 44.25317 9836.923 1 1.070775 0.2248804 0.1636364
50 0.219 10000 44.71581 9839.908 1 1.064052 0.2057416 0.1674776
50 0.2182 10000 44.32679 9840.97 1 1.085785 0.1902017 0.1552827
50 0.2182 10000 44.37862 9838.595 1 1.110090 0.1969260 0.1639806
50 0.2182 10000 44.48401 9843.203 1 1.115473 0.2007685 0.1632131
50 0.2182 10000 44.47834 9839.905 1 1.131436 0.1940442 0.1670504
50 0.2182 10000 44.70437 9844.113 1 1.118996 0.1863593 0.1386544
50 0.2194 10000 44.31031 9838.264 1 1.14898 0.1814709 0.1507815
50 0.2194 10000 44.53710 9840.235 1 1.098198 0.2139446 0.1647451
50 0.2194 10000 44.52140 9840.796 1 1.112107 0.2024833 0.1555214
50 0.2194 10000 44.473 9848.538 1 1.074018 0.1719198 0.1429669
50 0.2194 10000 44.58422 9839.295 1 1.06573 0.2072588 0.1596208
%n density b b_old lambda lse TP FP 
50 0.3138 1 44.38805 90.29575 6 1.092284 0 0
50 0.3138 1 44.28797 90.3816 6 1.091137 0 0
50 0.3138 1 44.29919 90.37123 6 1.081782 0 0
50 0.3138 1 44.41352 90.33575 6 1.077651 0 0
50 0.3138 1 44.72696 90.41252 6 1.07296 0 0
50 0.3146 1 44.52175 90.4004 6 1.081267 0 0
50 0.3146 1 44.47774 90.33753 6 1.096376 0 0
50 0.3146 1 44.52065 90.36873 6 1.092993 0 0
50 0.3146 1 44.50371 90.33783 6 1.102657 0 0
50 0.3146 1 44.17414 90.35479 6 1.083320 0 0
50 0.3138 1 44.40702 90.38327 6 1.078253 0 0
50 0.3138 1 44.64095 90.3772 6 1.066462 0 0
50 0.3138 1 44.61223 90.2946 6 1.070574 0 0
50 0.3138 1 44.37402 90.3158 6 1.093379 0 0
50 0.3138 1 44.20241 90.3622 6 1.074375 0 0
50 0.3128 1 44.88308 90.40361 6 1.087236 0 0
50 0.3128 1 44.51496 90.28453 6 1.057316 0 0
50 0.3128 1 44.48734 90.39305 6 1.091841 0 0
50 0.3128 1 44.37132 90.23988 6 1.096907 0 0
50 0.3128 1 44.49067 90.29598 6 1.093529 0 0
50 0.3138 1 44.10043 90.40596 6 1.046095 0 0
50 0.3138 1 44.34924 90.43488 6 1.069476 0 0
50 0.3138 1 44.50586 90.37991 6 1.032741 0 0
50 0.3138 1 44.57105 90.40657 6 1.091450 0 0
50 0.3138 1 44.37281 90.30615 6 1.093190 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 10 44.62457 94.83176 6 1.062185 0 0
50 0.3138 10 44.37722 94.83316 6 1.098651 0 0
50 0.3138 10 44.47915 94.83987 6 1.087194 0 0
50 0.3138 10 44.41977 94.88723 6 1.098495 0 0
50 0.3138 10 44.13061 94.95955 6 1.081791 0 0
50 0.3146 10 44.28366 94.81627 6 1.080881 0 0
50 0.3146 10 44.09411 94.77049 6 1.079895 0 0
50 0.3146 10 44.0264 94.81259 6 1.090189 0 0
50 0.3146 10 44.51283 94.96729 6 1.072331 0 0
50 0.3146 10 44.29456 94.91305 6 1.058248 0 0
50 0.3138 10 44.38534 94.85156 6 1.070238 0 0
50 0.3138 10 44.40437 94.78795 6 1.072247 0 0
50 0.3138 10 44.315 94.92871 6 1.093928 0 0
50 0.3138 10 44.26109 94.88496 6 1.094772 0 0
50 0.3138 10 44.54011 94.78138 6 1.100788 0 0
50 0.3128 10 44.66912 94.7956 6 1.107453 0 0
50 0.3128 10 44.47287 94.9327 6 1.080912 0 0
50 0.3128 10 44.50654 94.81867 6 1.040025 0 0
50 0.3128 10 44.58981 94.92493 6 1.076470 0 0
50 0.3128 10 44.40941 94.73002 6 1.085807 0 0
50 0.3138 10 44.34585 94.83443 6 1.071904 0 0
50 0.3138 10 44.2723 94.89928 6 1.055413 0 0
50 0.3138 10 44.7522 94.74108 6 1.099000 0 0
50 0.3138 10 44.45693 94.92186 6 1.087828 0 0
50 0.3138 10 44.5752 94.87201 6 1.083895 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 100 44.45916 151.8859 6 1.077480 0 0
50 0.3138 100 44.40457 151.8547 6 1.069364 0 0
50 0.3138 100 44.35752 151.8389 6 1.085479 0 0
50 0.3138 100 44.3533 151.8226 6 1.084159 0 0
50 0.3138 100 44.7603 151.8087 6 1.068283 0 0
50 0.3146 100 44.49875 151.8882 6 1.059311 0 0
50 0.3146 100 44.28888 151.9112 6 1.095576 0 0
50 0.3146 100 44.6681 151.7831 6 1.062924 0 0
50 0.3146 100 44.30524 151.8662 6 1.047005 0 0
50 0.3146 100 44.25732 151.8473 6 1.066680 0 0
50 0.3138 100 44.20046 151.8337 6 1.090178 0 0
50 0.3138 100 44.52321 151.8262 6 1.090105 0 0
50 0.3138 100 44.49925 151.8998 6 1.107198 0 0
50 0.3138 100 44.44905 151.8173 6 1.092561 0 0
50 0.3138 100 44.4747 151.8832 6 1.042741 0 0
50 0.3128 100 44.49348 151.8671 6 1.082557 0 0
50 0.3128 100 44.26741 151.8885 6 1.061065 0 0
50 0.3128 100 44.33676 151.8861 6 1.091070 0 0
50 0.3128 100 44.46541 151.9171 6 1.080790 0 0
50 0.3128 100 44.46254 151.8715 6 1.070782 0 0
50 0.3138 100 44.60185 151.9161 6 1.107462 0 0
50 0.3138 100 44.3656 151.8236 6 1.088435 0 0
50 0.3138 100 44.27479 151.8382 6 1.062162 0 0
50 0.3138 100 44.55483 151.8086 6 1.046294 0 0
50 0.3138 100 44.48907 151.8643 6 1.096280 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 200 44.44295 233.2817 6 1.095750 0 0
50 0.3138 200 44.44387 233.2775 6 1.061159 0 0
50 0.3138 200 44.28195 233.2725 8 1.094934 0 0
50 0.3138 200 44.34748 233.2703 6 1.108513 0 0
50 0.3138 200 44.3075 233.2580 6 1.039421 0 0
50 0.3146 200 44.75585 233.2449 6 1.106106 0 0
50 0.3146 200 44.45808 233.2904 8 1.071541 0 0
50 0.3146 200 44.49422 233.2560 11 1.095657 0 0
50 0.3146 200 44.36201 233.2706 6 1.101332 0 0
50 0.3146 200 44.66799 233.2543 6 1.090544 0 0
50 0.3138 200 44.53797 233.2787 6 1.077089 0 0
50 0.3138 200 44.53054 233.2423 6 1.079241 0 0
50 0.3138 200 44.6453 233.2605 6 1.082555 0 0
50 0.3138 200 44.32507 233.2499 8 1.097482 0 0
50 0.3138 200 44.68552 233.3077 6 1.103993 0 0
50 0.3128 200 44.15102 233.2522 6 1.064364 0 0
50 0.3128 200 44.29947 233.2705 8 1.050724 0 0
50 0.3128 200 44.49622 233.2402 6 1.077325 0 0
50 0.3128 200 44.59236 233.2742 6 1.073429 0 0
50 0.3128 200 44.48111 233.2144 6 1.069369 0 0
50 0.3138 200 44.61874 233.2452 6 1.105825 0 0
50 0.3138 200 44.49449 233.2342 6 1.093430 0 0
50 0.3138 200 44.55860 233.2653 6 1.064214 0 0
50 0.3138 200 44.86793 233.2628 6 1.083707 0 0
50 0.3138 200 44.51364 233.2861 6 1.086633 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 1000 44.35437 1007.509 5 1.087216 0 0
50 0.3138 1000 44.67265 1007.511 5 1.099432 0 0
50 0.3138 1000 44.46651 1007.509 5 1.089020 0 0
50 0.3138 1000 44.30158 1007.511 5 1.085374 0 0
50 0.3138 1000 44.35354 1007.51 5 1.089601 0 0
50 0.3146 1000 44.34027 1007.510 5 1.056305 0 0
50 0.3146 1000 44.31274 1007.508 5 1.078611 0 0
50 0.3146 1000 44.42034 1007.509 5 1.097551 0 0
50 0.3146 1000 44.3863 1007.506 5 1.070484 0 0
50 0.3146 1000 44.37177 1007.508 5 1.077358 0 0
50 0.3138 1000 44.44819 1007.509 5 1.069451 0 0
50 0.3138 1000 44.51086 1007.510 5 1.075566 0 0
