%n density  glcalls lse TP FP 
110 0.0612 6 1.003820 0 0
110 0.0616 6 1.045445 0.003875969 0.001065644
110 0.0616 8 1.040613 0.007751938 0.002131287
110 0.0616 6 1.008844 0.03100775 0.005328218
110 0.0616 7 1.032234 0 0
110 0.0616 6 1.022255 0 0
110 0.0614 6 1.028344 0 0
110 0.0614 6 1.024960 0.003891051 0
110 0.0614 6 1.026111 0 0
110 0.0614 6 1.031761 0 0
110 0.0614 6 1.019518 0 0
110 0.0618 6 1.024105 0 0
110 0.0618 6 1.044165 0 0
110 0.0618 7 1.018844 0 0
110 0.0618 6 1.020734 0 0.0002131742
110 0.0618 6 1.019998 0 0
110 0.2188 6 1.034887 0 0
110 0.2188 6 1.064724 0 0
110 0.2188 6 1.046777 0 0.0002560164
110 0.2188 6 1.067894 0 0
110 0.2188 6 1.059428 0.002873563 0.001024066
110 0.2196 8 1.058998 0.0009541985 0.0002562788
110 0.2196 6 1.083345 0.0009541985 0
110 0.2196 6 1.061024 0 0
110 0.2196 6 1.070303 0.002862595 0.001025115
110 0.2196 6 1.052423 0.001908397 0
110 0.219 6 1.071404 0 0.0002560819
110 0.219 6 1.056254 0.0009569378 0
110 0.219 6 1.069718 0.004784689 0.0007682458
110 0.219 6 1.088283 0.0009569378 0
110 0.219 6 1.069521 0 0
110 0.2182 6 1.055456 0 0
110 0.2182 6 1.083012 0 0
110 0.2182 6 1.085015 0 0
110 0.2182 6 1.030263 0 0
110 0.2182 6 1.078399 0 0
110 0.2194 6 1.063883 0.0009551098 0.0002562132
110 0.2194 6 1.045783 0.001910220 0.0002562132
110 0.2194 8 1.052698 0 0
110 0.2194 6 1.098409 0 0
110 0.2194 6 1.092471 0.001910220 0.0007686395
110 0.3138 6 1.083128 0.003949967 0
110 0.3138 6 1.108833 0 0
110 0.3138 6 1.112006 0.0006583278 0
110 0.3138 6 1.088413 0.002633311 0.001165841
110 0.3138 6 1.057745 0 0
110 0.3146 6 1.139907 0.001313198 0
110 0.3146 6 1.088181 0 0
110 0.3146 6 1.099633 0.002626395 0
110 0.3146 6 1.077111 0.0006565988 0.0005836008
110 0.3146 6 1.058104 0.005252791 0.001459002
110 0.3138 6 1.094590 0.001316656 0.0002914602
110 0.3138 6 1.067658 0 0
110 0.3138 6 1.077573 0 0
110 0.3138 7 1.104841 0.0006583278 0
110 0.3138 6 1.087359 0.004608295 0.002040222
110 0.3128 8 1.069999 0.001321004 0.0005820722
110 0.3128 6 1.057158 0.000660502 0
110 0.3128 9 1.066659 0 0
110 0.3128 6 1.103808 0.005944518 0.002037253
110 0.3128 6 1.061118 0 0
110 0.3138 6 1.077075 0.0006583278 0.0002914602
110 0.3138 6 1.075806 0.003291639 0.0002914602
110 0.3138 6 1.065521 0 0
110 0.3138 6 1.059986 0.0006583278 0
110 0.3138 6 1.048204 0 0
130 0.0614 8 0.9948487 0 0
130 0.0614 8 0.999115 0 0
130 0.0614 8 1.018516 0 0
130 0.0614 8 1.010548 0 0
130 0.0614 8 1.043190 0 0
130 0.0612 8 1.037166 0 0
130 0.0612 8 1.028648 0 0
130 0.0612 8 1.038368 0 0
130 0.0612 8 1.021621 0 0
130 0.0612 8 0.984997 0 0
130 0.0616 8 1.018231 0 0
130 0.0616 8 1.019425 0 0
130 0.0616 8 1.006370 0 0
130 0.0616 8 1.012183 0 0
130 0.0616 8 0.997416 0 0
130 0.0614 8 0.99523 0 0
130 0.0614 8 1.011781 0 0
130 0.0614 8 1.010196 0 0
130 0.0614 8 1.028351 0 0
130 0.0614 8 1.009071 0 0
130 0.0618 8 1.005368 0 0
130 0.0618 8 1.0294 0 0
130 0.0618 8 1.041037 0 0
130 0.0618 8 1.014611 0 0
130 0.0618 8 1.006240 0 0
130 0.2188 8 1.054982 0 0
130 0.2188 8 1.073224 0 0
130 0.2188 8 1.064797 0 0
130 0.2188 8 1.057124 0 0
130 0.2188 8 1.046332 0 0
130 0.2196 8 1.064158 0 0
130 0.2196 8 1.045803 0 0
130 0.2196 8 1.038355 0 0
130 0.2196 8 1.061954 0 0
130 0.2196 8 1.079069 0 0
130 0.219 8 1.102303 0 0
130 0.219 8 1.073562 0 0
130 0.219 8 1.063245 0 0
130 0.219 8 1.036097 0 0
130 0.219 8 1.073762 0 0
130 0.2182 8 1.078503 0 0
130 0.2182 8 1.077805 0 0
130 0.2182 8 1.039969 0 0
130 0.2182 8 1.058987 0 0
130 0.2182 8 1.046921 0 0
130 0.2194 8 1.063109 0 0
130 0.2194 8 1.115470 0 0
130 0.2194 8 1.088211 0 0
130 0.2194 8 1.042672 0 0
130 0.2194 8 1.078279 0 0
130 0.3138 8 1.072505 0 0
130 0.3138 8 1.109205 0 0
130 0.3138 8 1.070756 0 0
130 0.3138 8 1.083366 0 0
130 0.3138 8 1.106473 0 0
130 0.3146 8 1.098055 0 0
130 0.3146 8 1.090746 0 0
130 0.3146 8 1.104049 0 0
130 0.3146 8 1.082461 0 0
130 0.3146 8 1.089608 0 0
130 0.3138 8 1.071580 0 0
130 0.3138 8 1.04609 0 0
130 0.3138 8 1.101783 0 0
130 0.3138 8 1.078860 0 0
130 0.3138 8 1.080494 0 0
130 0.3128 8 1.093184 0 0
130 0.3128 7 1.067926 0 0
130 0.3128 8 1.067325 0 0
130 0.3128 8 1.077547 0 0
130 0.3128 8 1.077961 0 0
130 0.3138 8 1.062270 0 0
130 0.3138 8 1.103379 0 0
130 0.3138 8 1.064971 0 0
130 0.3138 8 1.093839 0 0
130 0.3138 8 1.080006 0 0
