%n density b b_old_avg lambda glcalls_avg lse TP FP 
%n density b b_old lambda lse TP FP 
30 0.3138 100 42.85355 87.35657 6 1.067300 0 0
30 0.3146 100 42.63411 87.32715 6 1.071589 0 0
30 0.3146 100 42.70693 87.3369 6 1.092297 0 0
30 0.3146 100 42.63132 87.38688 6 1.079835 0 0
30 0.3146 100 43.00334 87.35023 6 1.057806 0 0
30 0.3146 100 42.82463 87.3315 6 1.073966 0 0
30 0.3138 100 42.63017 87.26133 6 1.071026 0 0
30 0.3138 100 42.78339 87.33606 6 1.098939 0 0
30 0.3138 100 42.83110 87.49465 6 1.093258 0 0
30 0.3138 100 42.84168 87.36528 6 1.124095 0 0
30 0.3138 100 42.92375 87.3136 6 1.069663 0 0
30 0.3128 100 42.7707 87.33586 6 1.082733 0 0
30 0.3128 100 42.76816 87.41584 6 1.117479 0 0
30 0.3128 100 42.67365 87.30436 6 1.089773 0 0
30 0.3128 100 42.69675 87.29113 6 1.081202 0 0
30 0.3128 100 42.76714 87.24893 6 1.079985 0 0
30 0.3138 100 42.72659 87.40475 6 1.081961 0 0
30 0.3138 100 42.88311 87.4135 6 1.070622 0 0
30 0.3138 100 42.86766 87.38345 6 1.094140 0 0
30 0.3138 100 42.83791 87.31428 6 1.075796 0 0
30 0.3138 100 42.92202 87.37405 6 1.085393 0 0
%n density b b_old lambda lse TP FP 
30 0.3138 200 42.83196 44.53271 6 1.054585 0 0
30 0.3138 200 42.56875 44.50962 6 1.097081 0 0
30 0.3138 200 42.83766 44.49321 6 1.106211 0 0
30 0.3138 200 42.92267 44.50228 11 1.067439 0 0
30 0.3138 200 42.62842 44.4956 6 1.082226 0 0
30 0.3146 200 42.81827 44.43968 6 1.108777 0 0
30 0.3146 200 42.76099 44.45213 8 1.089657 0 0
30 0.3146 200 42.85704 44.51686 6 1.059928 0 0
30 0.3146 200 42.73075 44.49224 6 1.090655 0 0
30 0.3146 200 42.67931 44.4652 6 1.094908 0 0
30 0.3138 200 42.59124 44.51706 8 1.080345 0 0
30 0.3138 200 42.67657 44.52633 6 1.080632 0 0
30 0.3138 200 42.63637 44.49245 9 1.095429 0 0
30 0.3138 200 42.60593 44.45561 6 1.107940 0 0
30 0.3138 200 42.88868 44.53796 6 1.063617 0 0
30 0.3128 200 42.63098 44.42331 6 1.085712 0 0
30 0.3128 200 42.75348 44.52106 6 1.094812 0 0
30 0.3128 200 42.9808 44.46707 6 1.070069 0 0
30 0.3128 200 42.742 44.47601 11 1.056031 0 0
30 0.3128 200 42.72380 44.49242 6 1.034205 0 0
30 0.3138 200 42.46388 44.50758 6 1.102838 0 0
30 0.3138 200 42.67709 44.3865 6 1.084705 0 0
30 0.3138 200 42.95245 44.48813 6 1.046245 0 0
30 0.3138 200 42.93762 44.41103 6 1.028270 0 0
30 0.3138 200 42.74267 44.49294 6 1.101971 0 0
%n density b b_old lambda lse TP FP 
30 0.3138 1000 42.68095 9.425093 5 1.088949 0.003949967 0.004663363
30 0.3138 1000 42.92178 9.427685 5 1.126957 0.007241606 0.003206062
30 0.3138 1000 42.68588 9.435054 5 1.069685 0.001974984 0.002040222
30 0.3138 1000 42.65176 9.428304 5 1.087932 0.003949967 0.004080443
30 0.3138 1000 42.70806 9.422867 7 1.075675 0.004608295 0.003788983
30 0.3146 1000 42.76365 9.42453 5 1.086452 0.005909389 0.002918004
30 0.3146 1000 42.80683 9.437974 5 1.097543 0.007222587 0.003209804
30 0.3146 1000 43.03039 9.436982 4 1.099700 0.007222587 0.002626204
30 0.3146 1000 42.64495 9.44051 5 1.087085 0.005252791 0.002918004
30 0.3146 1000 43.04633 9.418649 5 1.106628 0.001969796 0.001167202
30 0.3138 1000 42.78888 9.427006 5 1.048287 0.00921659 0.004371903
30 0.3138 1000 42.71545 9.435031 5 1.073668 0.005266623 0.006412125
30 0.3138 1000 42.80937 9.428791 5 1.104772 0.005924951 0.003206062
30 0.3138 1000 42.71633 9.43917 5 1.079142 0.006583278 0.002331682
30 0.3138 1000 42.94747 9.427629 5 1.059755 0.005924951 0.004080443
30 0.3128 1000 42.77385 9.413638 5 1.06336 0.003963012 0.002328289
30 0.3128 1000 42.72071 9.423662 5 1.110154 0.002642008 0.002037253
30 0.3128 1000 43.05268 9.439812 5 1.112240 0.005284016 0.003783469
30 0.3128 1000 42.64603 9.427063 11 1.090055 0.007265522 0.004365541
30 0.3128 1000 42.54676 9.415201 5 1.049684 0.005944518 0.003201397
30 0.3138 1000 42.70417 9.418543 5 1.087373 0 0.003206062
30 0.3138 1000 42.49286 9.437819 5 1.076582 0.00921659 0.005246284
30 0.3138 1000 42.75276 9.443537 5 1.073159 0.005924951 0.003497523
30 0.3138 1000 42.74125 9.438562 5 1.053693 0.003949967 0.003206062
30 0.3138 1000 42.94052 9.424006 5 1.111733 0.001974984 0.002331682
%n density b b_old lambda lse TP FP 
30 0.3138 2000 42.99312 4.729685 6 1.099700 0.1033575 0.09064413
30 0.3138 2000 42.6841 4.715861 6 1.163099 0.1435155 0.1028855
30 0.3138 2000 42.86683 4.717523 6 1.104017 0.1454905 0.1087147
30 0.3138 2000 42.4546 4.712049 3 1.115775 0.1296906 0.09705625
30 0.3138 2000 42.7767 4.715389 6 1.164530 0.1316656 0.1101720
30 0.3146 2000 42.71899 4.718097 6 1.125132 0.1497045 0.1079662
30 0.3146 2000 42.59967 4.72364 6 1.117897 0.1254104 0.09716954
30 0.3146 2000 42.66414 4.69896 3 1.152357 0.1247538 0.1138022
30 0.3146 2000 42.59334 4.715925 6 1.104680 0.1300066 0.1021301
30 0.3146 2000 42.57824 4.734587 6 1.120299 0.1149048 0.09250073
30 0.3138 2000 42.57753 4.723941 6 1.147754 0.1026991 0.08656368
30 0.3138 2000 43.16754 4.740451 6 1.063686 0.1119157 0.0967648
30 0.3138 2000 42.67112 4.709796 5 1.176071 0.1474654 0.1023025
30 0.3138 2000 42.77877 4.727074 5 1.142337 0.1277156 0.09880501
30 0.3138 2000 42.78241 4.732865 6 1.129929 0.1059908 0.09239289
30 0.3128 2000 42.67633 4.722515 6 1.106363 0.1221929 0.1038999
30 0.3128 2000 42.82913 4.697451 3 1.135277 0.1274769 0.1137951
30 0.3128 2000 42.92078 4.718325 5 1.130305 0.1261559 0.1140861
30 0.3128 2000 42.67632 4.737425 6 1.136516 0.09577279 0.0942957
30 0.3128 2000 43.20486 4.721222 6 1.112863 0.1261559 0.1097206
30 0.3138 2000 42.9914 4.724402 6 1.157190 0.1184990 0.09836782
30 0.3138 2000 42.87871 4.72631 6 1.151948 0.1369322 0.1058001
30 0.3138 2000 42.78907 4.716088 6 1.141572 0.1270573 0.1104634
30 0.3138 2000 43.0784 4.722362 5 1.147227 0.1237656 0.09851355
30 0.3138 2000 42.84666 4.717179 6 1.157438 0.1323239 0.1072574
%n density b b_old lambda lse TP FP 
30 0.3138 10000 42.65375 0.9168063 11 1.421198 0.4647795 0.437919
30 0.3138 10000 42.67510 0.916013 11 1.400318 0.4654378 0.4699796
30 0.3138 10000 42.88934 0.9167554 11 1.461041 0.4812377 0.4570096
30 0.3138 10000 42.71175 0.9158937 11 1.421489 0.4769585 0.4580297
30 0.3138 10000 42.79782 0.9161286 11 1.388339 0.4950625 0.459487
30 0.3146 10000 42.6564 0.9163094 11 1.406001 0.4809586 0.4642544
30 0.3146 10000 43.04671 0.9172633 11 1.329478 0.4950755 0.4557922
30 0.3146 10000 42.63354 0.9167089 11 1.379516 0.4688116 0.4525824
30 0.3146 10000 42.66396 0.9166947 10 1.423803 0.4688116 0.4537496
30 0.3146 10000 42.79156 0.91675 10 1.396095 0.4701248 0.4594397
30 0.3138 10000 42.86744 0.9168346 10 1.400646 0.4720211 0.4640047
30 0.3138 10000 42.92492 0.9163786 10 1.357339 0.498025 0.468668
30 0.3138 10000 42.87231 0.9168301 11 1.396087 0.4832126 0.4577383
30 0.3138 10000 42.87763 0.916852 11 1.419608 0.483871 0.4574468
30 0.3138 10000 42.88402 0.917155 11 1.390121 0.4581962 0.4526377
30 0.3128 10000 42.87302 0.9167601 11 1.345916 0.4808454 0.4643481
30 0.3128 10000 42.42838 0.9171 11 1.380626 0.4564069 0.4541618
30 0.3128 10000 42.56507 0.9163245 10 1.341767 0.4709379 0.4531432
30 0.3128 10000 42.62887 0.9165285 10 1.371065 0.4844782 0.4642026
30 0.3128 10000 42.98171 0.916617 11 1.394622 0.484148 0.4735157
30 0.3138 10000 42.89302 0.9166639 11 1.394056 0.477946 0.4645876
30 0.3138 10000 42.8256 0.9163792 11 1.381280 0.4907834 0.4599242
30 0.3138 10000 42.6951 0.9156196 11 1.407929 0.4792627 0.465462
30 0.3138 10000 42.98003 0.9168242 11 1.376131 0.4766294 0.4766832
30 0.3138 10000 42.85757 0.9161964 10 1.411 0.4924292 0.4640047
%n density b b_old lambda lse TP FP 
50 0.0614 1 44.41355 7508.187 11 1.028053 0 0
50 0.0614 1 44.62668 7508.048 11 1.000216 0 0
50 0.0614 1 44.52702 7507.658 11 0.995411 0 0
50 0.0614 1 44.2871 7507.542 11 1.003645 0 0
50 0.0614 1 44.43466 7508.025 11 1.044988 0 0
50 0.0612 1 44.33704 7507.815 11 1.028029 0 0
50 0.0612 1 44.60672 7507.872 11 1.002748 0 0
50 0.0612 1 44.52348 7507.97 11 1.025515 0 0
50 0.0612 1 44.46109 7507.741 11 1.012969 0 0
50 0.0612 1 44.33375 7507.98 11 1.033564 0 0
50 0.0616 1 44.27476 7507.828 11 1.004963 0 0
50 0.0616 1 44.42492 7507.998 11 1.037320 0 0
50 0.0616 1 44.37879 7507.81 11 1.000469 0 0
50 0.0616 1 44.51352 7507.917 11 1.034542 0 0
50 0.0616 1 44.65634 7508.006 11 0.9992014 0 0
50 0.0614 1 44.20461 7507.965 11 1.009981 0 0
50 0.0614 1 44.50009 7507.93 11 1.002106 0 0
50 0.0614 1 44.53641 7507.979 11 1.029459 0 0
50 0.0614 1 44.54894 7507.97 11 1.036004 0 0
50 0.0614 1 44.24772 7508.084 11 1.010965 0 0
50 0.0618 1 44.13936 7508.157 11 1.023511 0 0
50 0.0618 1 44.34682 7508.253 11 1.028789 0 0
50 0.0618 1 44.58053 7508.265 11 1.016002 0 0
50 0.0618 1 44.39060 7508.006 11 1.002974 0 0
50 0.0618 1 44.60729 7507.872 11 1.040058 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 10 44.54114 757.9239 9 1.025975 0 0
50 0.0614 10 44.52468 757.9431 9 1.011708 0 0
50 0.0614 10 44.528 758.0148 9 1.019333 0 0
50 0.0614 10 44.18018 758.274 9 1.026848 0 0
50 0.0614 10 44.49541 758.0923 9 1.013112 0 0
50 0.0612 10 44.44615 757.8702 9 1.023386 0 0
50 0.0612 10 44.10532 757.9483 9 1.042942 0 0
50 0.0612 10 44.41454 758.0002 9 1.036551 0 0
50 0.0612 10 44.64847 758.0649 9 1.036250 0 0
50 0.0612 10 44.34595 757.7766 9 0.9930722 0 0
50 0.0616 10 44.40751 758.0364 9 1.024183 0 0
50 0.0616 10 44.27666 757.9515 9 1.011279 0 0
50 0.0616 10 44.48769 757.9373 9 1.013925 0 0
50 0.0616 10 44.34023 758.0916 9 0.9867592 0 0
50 0.0616 10 44.45006 758.3492 9 1.010048 0 0
50 0.0614 10 44.49452 758.2977 9 1.02305 0 0
50 0.0614 10 44.57674 757.8138 9 1.022723 0 0
50 0.0614 10 44.63365 758.0835 9 1.020362 0 0
50 0.0614 10 44.39581 757.783 9 1.021813 0 0
50 0.0614 10 44.25611 757.997 9 1.026512 0 0
50 0.0618 10 44.20883 757.932 9 0.9995265 0 0
50 0.0618 10 44.35993 757.9685 9 1.009088 0 0
50 0.0618 10 44.46557 758.0988 9 1.044228 0 0
50 0.0618 10 44.59118 758.1908 9 1.042064 0 0
50 0.0618 10 44.53801 758.0072 9 1.023994 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 100 44.53612 81.00956 7 1.015257 0 0
50 0.0614 100 44.09052 80.7764 7 1.025133 0 0
50 0.0614 100 44.32669 80.96233 7 1.019323 0 0
50 0.0614 100 44.34398 81.01132 7 1.009076 0 0
50 0.0614 100 44.27007 80.97157 7 1.006870 0 0
50 0.0612 100 44.37188 80.84683 7 0.9956159 0 0
50 0.0612 100 44.21617 80.78994 7 0.999206 0 0
50 0.0612 100 44.74631 80.89986 7 1.009953 0 0
50 0.0612 100 44.43884 80.94319 7 0.9893902 0 0
50 0.0612 100 44.11521 81.00412 7 1.007140 0 0
50 0.0616 100 44.50805 81.11616 7 1.011488 0 0
50 0.0616 100 44.6221 80.90784 7 1.035948 0 0
50 0.0616 100 44.44127 80.9276 7 1.014650 0 0
50 0.0616 100 44.33243 80.92831 7 1.032492 0 0
50 0.0616 100 44.35477 80.77393 7 1.012392 0 0
50 0.0614 100 44.27732 80.903 7 1.014872 0 0
50 0.0614 100 44.3894 80.96592 7 1.026144 0 0
50 0.0614 100 44.34547 80.79195 7 1.004758 0 0
50 0.0614 100 44.28209 81.02698 7 1.022449 0 0
50 0.0614 100 44.74021 80.83596 7 1.024115 0 0
50 0.0618 100 44.7618 80.81231 7 1.018110 0 0
50 0.0618 100 44.26818 80.94632 7 0.994578 0 0
50 0.0618 100 44.35098 81.07118 7 1.019343 0 0
50 0.0618 100 44.43584 80.87168 7 1.020044 0 0
50 0.0618 100 44.13061 80.86479 7 1.014363 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 200 44.74592 42.23463 6 1.018777 0 0
50 0.0614 200 44.18087 42.131 9 1.048961 0 0
50 0.0614 200 44.59795 42.1082 6 1.016917 0 0
50 0.0614 200 44.50572 42.14774 8 1.035471 0 0
50 0.0614 200 44.52026 42.20778 6 1.025910 0 0
50 0.0612 200 44.45942 42.0824 6 1.001105 0 0
50 0.0612 200 44.29561 42.10495 6 1.008694 0 0
50 0.0612 200 44.44366 42.18007 6 1.008249 0 0
50 0.0612 200 44.24738 42.19592 6 1.006359 0 0
50 0.0612 200 44.54876 42.19115 6 1.028313 0 0
50 0.0616 200 44.2496 42.15468 6 1.022505 0 0
50 0.0616 200 44.35534 42.17095 6 1.040029 0 0
50 0.0616 200 44.32931 42.16737 6 1.023646 0 0
50 0.0616 200 44.60519 42.17089 8 1.028741 0 0
50 0.0616 200 44.30748 42.20249 6 1.011448 0 0
50 0.0614 200 44.46003 42.17578 6 0.9939509 0 0
50 0.0614 200 44.64079 42.15324 6 1.050378 0 0
50 0.0614 200 44.30643 42.14002 6 1.012672 0 0
50 0.0614 200 44.63159 42.19281 6 1.000963 0 0
50 0.0614 200 44.58754 42.17772 8 1.032672 0 0
50 0.0618 200 44.46132 42.19517 6 1.033304 0 0
50 0.0618 200 44.00136 42.10698 6 0.9817892 0 0
50 0.0618 200 44.33437 42.14404 6 0.9922032 0 0
50 0.0618 200 44.67154 42.19326 6 1.052915 0 0
50 0.0618 200 44.49385 42.25949 6 1.033102 0 0
%n density b b_old lambda lse TP FP 
50 0.0614 1000 44.2496 9.271917 5 1.036681 0.03501946 0.01044108
50 0.0614 1000 44.62868 9.28637 5 1.011717 0.02723735 0.007671
50 0.0614 1000 44.65045 9.279717 5 1.017619 0.03112840 0.01214575
50 0.0614 1000 44.43623 9.292755 5 1.040614 0.02334630 0.01385042
50 0.0614 1000 44.32543 9.274664 5 1.003489 0.04669261 0.01129342
50 0.0612 1000 44.34831 9.278652 5 1.012504 0.01953125 0.00916063
50 0.0612 1000 44.34001 9.295508 5 1.037856 0.02734375 0.01022582
50 0.0612 1000 44.33289 9.29865 5 1.023236 0.02734375 0.01619088
50 0.0612 1000 44.43109 9.297953 5 1.030432 0.03125 0.01107797
50 0.0612 1000 44.50308 9.293894 5 1.008702 0.0078125 0.01278228
50 0.0616 1000 44.6444 9.284853 5 1.021779 0.01162791 0.01023018
50 0.0616 1000 44.41867 9.296545 5 1.024422 0.01550388 0.01385337
50 0.0616 1000 44.22021 9.283583 5 0.9801556 0.05426357 0.01129582
50 0.0616 1000 44.4387 9.29403 5 1.015196 0.02713178 0.01236147
50 0.0616 1000 44.43426 9.285904 5 1.030335 0.01162791 0.01172208
50 0.0614 1000 44.59678 9.297442 5 1.025297 0.02723735 0.008523333
50 0.0614 1000 44.29197 9.292667 5 1.001963 0.02334630 0.01768592
50 0.0614 1000 44.53026 9.291783 5 1.000431 0.03112840 0.01129342
50 0.0614 1000 44.4416 9.296853 5 1.029070 0.02334630 0.01044108
50 0.0614 1000 44.4914 9.283242 5 1.029149 0.03112840 0.01171958
50 0.0618 1000 44.34433 9.27731 5 1.02491 0.02316602 0.01279045
50 0.0618 1000 44.69781 9.294221 5 1.012004 0.01930502 0.009379663
50 0.0618 1000 44.33124 9.2817 5 1.025456 0.01158301 0.01108506
50 0.0618 1000 44.55969 9.280484 5 1.013972 0.02702703 0.01044553
50 0.0618 1000 44.48771 9.31431 5 1.027729 0.02702703 0.01023236
%n density b b_old lambda lse TP FP 
50 0.0614 2000 44.54563 4.619611 10 1.097969 0.2062257 0.1689751
50 0.0614 2000 44.20575 4.607528 10 1.059864 0.1867704 0.1717452
50 0.0614 2000 44.37299 4.604004 11 1.063616 0.2334630 0.1734498
50 0.0614 2000 44.24612 4.604544 11 1.083359 0.2140078 0.1670573
50 0.0614 2000 44.64993 4.603023 10 1.089336 0.2412451 0.1823993
50 0.0612 2000 44.41867 4.60571 11 1.082365 0.2070312 0.1614827
50 0.0612 2000 44.62084 4.601469 10 1.087133 0.203125 0.1783127
50 0.0612 2000 44.52795 4.604108 12 1.107661 0.2617188 0.185343
50 0.0612 2000 44.41155 4.602089 10 1.080909 0.203125 0.1783127
50 0.0612 2000 44.38899 4.607458 10 1.093462 0.2070312 0.1706434
50 0.0616 2000 44.16481 4.612703 10 1.077649 0.2403101 0.1585678
50 0.0616 2000 44.34962 4.605854 10 1.094903 0.2015504 0.1628303
50 0.0616 2000 44.46812 4.609169 11 1.075757 0.2248062 0.1751918
50 0.0616 2000 44.67296 4.614085 10 1.086440 0.248062 0.1732737
50 0.0616 2000 44.62794 4.594904 10 1.086753 0.2984496 0.1819054
50 0.0614 2000 44.50670 4.597357 10 1.112114 0.2140078 0.1819732
50 0.0614 2000 44.58703 4.61715 10 1.082832 0.2062257 0.1694012
50 0.0614 2000 44.51127 4.586758 10 1.113933 0.2140078 0.189218
50 0.0614 2000 44.40954 4.598479 10 1.100022 0.2568093 0.1751545
50 0.0614 2000 44.43852 4.617163 10 1.118008 0.2217899 0.1691882
50 0.0618 2000 44.59333 4.61062 10 1.084140 0.2007722 0.1681944
50 0.0618 2000 44.28634 4.616158 10 1.119135 0.2084942 0.1730974
50 0.0618 2000 44.47998 4.592136 10 1.121952 0.2355212 0.1767214
50 0.0618 2000 44.48553 4.603349 10 1.075027 0.2277992 0.1688339
50 0.0618 2000 44.13141 4.59601 10 1.083437 0.2239382 0.1858879
%n density b b_old lambda lse TP FP 
50 0.0614 10000 44.48195 0.9006163 8 1.468627 0.6264591 0.6050501
50 0.0614 10000 44.41135 0.8967914 6 1.434449 0.6614786 0.6155977
50 0.0614 10000 44.52405 0.9004529 7 1.384295 0.6498054 0.5979118
50 0.0614 10000 44.67764 0.8962535 7 1.490582 0.6848249 0.6178351
50 0.0614 10000 44.69005 0.902218 10 1.454469 0.6381323 0.601108
50 0.0612 10000 44.3638 0.9007304 7 1.444465 0.6328125 0.6043886
50 0.0612 10000 44.50034 0.9014527 11 1.446620 0.609375 0.6091819
50 0.0612 10000 44.51585 0.8978338 7 1.414603 0.703125 0.6050277
50 0.0612 10000 44.29996 0.9003313 8 1.415717 0.6445312 0.601406
50 0.0612 10000 44.50405 0.9021546 10 1.435468 0.6191406 0.6092885
50 0.0616 10000 44.71485 0.9020605 10 1.420174 0.5930233 0.6082694
50 0.0616 10000 44.52621 0.9009317 7 1.463429 0.5697674 0.6082694
50 0.0616 10000 44.30304 0.8994778 7 1.448544 0.6550388 0.6070972
50 0.0616 10000 44.30679 0.8991938 8 1.515057 0.6511628 0.6089088
50 0.0616 10000 44.43899 0.9008976 10 1.485179 0.629845 0.6161552
50 0.0614 10000 44.59722 0.901623 9 1.460918 0.610895 0.6075005
50 0.0614 10000 44.31797 0.9015569 11 1.446477 0.5680934 0.6184743
50 0.0614 10000 44.36597 0.9020329 8 1.424026 0.6303502 0.5930109
50 0.0614 10000 44.39371 0.9006263 8 1.418254 0.6653696 0.6059024
50 0.0614 10000 44.21784 0.9016745 11 1.480218 0.6420233 0.6006819
50 0.0618 10000 44.29641 0.9009022 10 1.473866 0.6138996 0.5986996
50 0.0618 10000 44.44068 0.900089 8 1.387392 0.6949807 0.5995523
50 0.0618 10000 44.48842 0.8991473 7 1.439539 0.6100386 0.6096781
50 0.0618 10000 44.5175 0.8998876 8 1.457967 0.6563707 0.5926242
50 0.0618 10000 44.37261 0.896898 7 1.475115 0.6409266 0.610211
%n density b b_old lambda lse TP FP 
50 0.2188 1 44.46121 7508.287 11 1.072636 0 0
50 0.2188 1 44.22371 7508.182 11 1.049807 0 0
50 0.2188 1 44.19586 7508.151 11 1.020862 0 0
50 0.2188 1 44.51845 7508.183 11 1.057473 0 0
50 0.2188 1 44.51265 7508.294 11 1.080992 0 0
50 0.2196 1 44.40971 7508.568 11 1.068139 0 0
50 0.2196 1 44.91074 7508.507 11 1.088525 0 0
50 0.2196 1 44.47605 7508.228 11 1.045794 0 0
50 0.2196 1 44.56638 7508.312 11 1.046165 0 0
50 0.2196 1 44.40548 7508.584 11 1.06923 0 0
50 0.219 1 44.53812 7508.606 11 1.038171 0 0
50 0.219 1 44.49586 7508.168 11 1.068767 0 0
50 0.219 1 44.16253 7508.174 11 1.048623 0 0
50 0.219 1 44.46305 7508.096 11 1.068015 0 0
50 0.219 1 44.42878 7508.32 11 1.082450 0 0
50 0.2182 1 44.55494 7508.46 11 1.064306 0 0
50 0.2182 1 44.32194 7508.233 11 1.071962 0 0
50 0.2182 1 44.72394 7508.335 11 1.070924 0 0
50 0.2182 1 44.45624 7508.116 11 1.082524 0 0
50 0.2182 1 44.35291 7508.433 11 1.064197 0 0
50 0.2194 1 44.66868 7507.965 11 1.078919 0 0
50 0.2194 1 44.53375 7508.378 11 1.058965 0 0
50 0.2194 1 44.20148 7508.17 11 1.052153 0 0
50 0.2194 1 44.32473 7508.068 11 1.089783 0 0
50 0.2194 1 44.63875 7508.704 11 1.060632 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 10 44.69193 758.068 9 1.036048 0 0
50 0.2188 10 44.45315 758.2624 9 1.107488 0 0
50 0.2188 10 44.54809 758.2282 9 1.081928 0 0
50 0.2188 10 44.2223 758.2445 9 1.046838 0 0
50 0.2188 10 44.49373 758.2471 9 1.051691 0 0
50 0.2196 10 44.62854 758.247 9 1.056213 0 0
50 0.2196 10 44.67163 758.3657 9 1.067179 0 0
50 0.2196 10 44.5206 758.2562 9 1.087861 0 0
50 0.2196 10 44.66312 758.1863 9 1.070179 0 0
50 0.2196 10 44.27397 758.4403 9 1.042437 0 0
50 0.219 10 44.45049 758.512 9 1.063515 0 0
50 0.219 10 44.49542 758.1286 9 1.015316 0 0
50 0.219 10 44.38491 758.3942 9 1.044475 0 0
50 0.219 10 44.60082 758.5209 9 1.079408 0 0
50 0.219 10 44.45673 758.5524 9 1.064155 0 0
50 0.2182 10 44.16048 758.2061 9 1.076779 0 0
50 0.2182 10 44.66317 758.334 9 1.052403 0 0
50 0.2182 10 44.59587 758.3546 9 1.047603 0 0
50 0.2182 10 44.57371 758.338 9 1.053610 0 0
50 0.2182 10 44.25503 758.3032 9 1.050113 0 0
50 0.2194 10 44.33519 758.4167 9 1.087497 0 0
50 0.2194 10 44.46079 758.2607 9 1.051461 0 0
50 0.2194 10 44.55934 758.559 9 1.075995 0 0
50 0.2194 10 44.36567 758.233 9 1.049441 0 0
50 0.2194 10 44.50698 758.468 9 1.086867 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 100 44.44081 80.93603 7 1.038412 0 0
50 0.2188 100 44.55069 81.06308 7 1.031531 0 0
50 0.2188 100 44.65623 81.13501 7 1.084541 0 0
50 0.2188 100 44.46965 80.8982 7 1.057738 0 0
50 0.2188 100 44.44541 81.1391 7 1.037255 0 0
50 0.2196 100 44.53435 81.31903 7 1.059115 0 0
50 0.2196 100 44.65703 81.06042 9 1.093606 0 0
50 0.2196 100 44.65307 81.2755 7 1.048829 0 0
50 0.2196 100 44.56591 81.03585 7 1.087446 0 0
50 0.2196 100 44.26429 81.0829 7 1.031950 0 0
50 0.219 100 44.77031 81.03801 7 1.065302 0 0
50 0.219 100 44.40352 81.08246 7 1.088460 0 0
50 0.219 100 44.19361 81.18518 7 1.078273 0 0
50 0.219 100 44.56878 81.16301 7 1.063601 0 0
50 0.219 100 44.37566 81.01282 7 1.072431 0 0
50 0.2182 100 44.37614 81.23093 7 1.072070 0 0
50 0.2182 100 44.47395 81.12289 7 1.055413 0 0
50 0.2182 100 44.37168 81.06267 7 1.065388 0 0
50 0.2182 100 44.60856 81.19836 7 1.096733 0 0
50 0.2182 100 44.51096 81.15597 7 1.052711 0 0
50 0.2194 100 44.48814 80.96962 7 1.056 0 0
50 0.2194 100 44.60957 81.04761 7 1.079160 0 0
50 0.2194 100 44.45767 81.13982 7 1.060844 0 0
50 0.2194 100 44.49191 81.18423 7 1.063043 0 0
50 0.2194 100 44.35275 81.13115 7 1.073381 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 200 44.43633 42.28268 6 1.046300 0 0
50 0.2188 200 44.49958 42.2023 6 1.043535 0 0
50 0.2188 200 44.58896 42.27536 9 1.089422 0 0
50 0.2188 200 44.14406 42.20182 8 1.04937 0 0
50 0.2188 200 44.74869 42.21232 6 1.085852 0 0
50 0.2196 200 44.387 42.19729 6 1.060094 0 0
50 0.2196 200 44.36636 42.35308 6 1.084974 0 0
50 0.2196 200 44.61997 42.12796 6 1.047764 0 0
50 0.2196 200 44.66326 42.23136 6 1.074447 0 0
50 0.2196 200 44.39967 42.38552 6 1.078168 0 0
50 0.219 200 44.7028 42.18557 6 1.062089 0 0
50 0.219 200 44.58082 42.16649 6 1.039328 0 0
50 0.219 200 44.33539 42.30769 6 1.035279 0 0
50 0.219 200 44.21781 42.24193 8 1.060400 0 0
50 0.219 200 44.35028 42.27105 6 1.077789 0 0
50 0.2182 200 44.54257 42.31676 6 1.021813 0 0
50 0.2182 200 44.22255 42.23436 6 1.085496 0 0
50 0.2182 200 44.43591 42.18118 6 1.028894 0 0
50 0.2182 200 44.39614 42.26312 9 1.096088 0 0
50 0.2182 200 44.77714 42.15324 6 1.050799 0 0
50 0.2194 200 44.42091 42.27776 6 1.077485 0 0
50 0.2194 200 44.55975 42.25498 6 1.061324 0 0
50 0.2194 200 44.5359 42.25202 6 1.056964 0 0
50 0.2194 200 44.66687 42.27464 6 1.078441 0 0
50 0.2194 200 44.60219 42.30491 6 1.087772 0 0
%n density b b_old lambda lse TP FP 
50 0.2188 1000 44.39701 9.288188 5 1.047088 0.04501916 0.02278546
50 0.2188 1000 44.49197 9.269923 5 1.076717 0.03065134 0.01868920
50 0.2188 1000 44.85513 9.288112 5 1.053072 0.02011494 0.01228879
50 0.2188 1000 44.48439 9.293535 5 1.080765 0.02969349 0.01459293
50 0.2188 1000 44.54892 9.29906 5 1.057174 0.03065134 0.01638505
50 0.2196 1000 44.90608 9.303268 5 1.041203 0.02671756 0.01998975
50 0.2196 1000 44.50774 9.303346 5 1.049959 0.02099237 0.01435161
50 0.2196 1000 44.62379 9.292361 5 1.078396 0.04293893 0.0217837
50 0.2196 1000 44.23112 9.301377 5 1.052037 0.03148855 0.01742696
50 0.2196 1000 44.45319 9.290503 5 1.035841 0.02862595 0.01717068
50 0.219 1000 44.35053 9.30692 5 1.063812 0.03157895 0.0212548
