%n density b b_old_avg lambda glcalls_avg lse TP FP 
%n density b b_old lambda lse TP FP 
50 0.219 1000 44.90311 9.292744 5 1.049787 0.02488038 0.01510883
50 0.219 1000 44.33323 9.298266 5 1.077264 0.03349282 0.01792574
50 0.219 1000 44.64074 9.294223 5 1.069851 0.02966507 0.015621
50 0.219 1000 44.5587 9.285382 5 1.052583 0.02009569 0.01254802
50 0.2182 1000 44.41197 9.289751 5 1.057978 0.02977906 0.02097723
50 0.2182 1000 44.33381 9.301807 5 1.072732 0.03554275 0.01432591
50 0.2182 1000 44.51967 9.307718 5 1.06183 0.02401537 0.01534919
50 0.2182 1000 44.48423 9.291152 5 1.067606 0.02497598 0.01509337
50 0.2182 1000 44.60159 9.28676 5 1.085342 0.02689721 0.01739575
50 0.2194 1000 44.42021 9.292482 5 1.073076 0.03151862 0.0097361
50 0.2194 1000 44.23202 9.290553 5 1.062073 0.02674308 0.01588522
50 0.2194 1000 44.64995 9.296856 5 1.089872 0.02960840 0.01152959
50 0.2194 1000 44.56293 9.30704 5 1.014489 0.03056351 0.01229823
50 0.2194 1000 44.49503 9.288482 5 1.093144 0.02292264 0.01255445
%n density b b_old lambda lse TP FP 
50 0.2188 2000 44.49465 4.610725 11 1.113464 0.2059387 0.1689708
50 0.2188 2000 44.44795 4.592335 10 1.121687 0.2404215 0.1751152
50 0.2188 2000 44.67976 4.583843 10 1.097771 0.2327586 0.1871480
50 0.2188 2000 44.40153 4.584796 11 1.119173 0.2528736 0.1979007
50 0.2188 2000 44.13054 4.581164 10 1.135303 0.2231801 0.1802355
50 0.2196 2000 44.59749 4.58203 10 1.132143 0.2461832 0.1906715
50 0.2196 2000 44.54492 4.595303 10 1.147949 0.2290076 0.1842645
50 0.2196 2000 44.59095 4.592639 10 1.142501 0.2213740 0.1932342
50 0.2196 2000 44.37582 4.596257 10 1.142477 0.2127863 0.1811891
50 0.2196 2000 44.50643 4.591377 10 1.095087 0.240458 0.1834956
50 0.219 2000 44.55868 4.586086 10 1.140887 0.2468900 0.1910371
50 0.219 2000 44.53426 4.592679 12 1.121161 0.2009569 0.1797695
50 0.219 2000 44.49523 4.58281 11 1.114748 0.2124402 0.2033291
50 0.219 2000 44.38952 4.584997 11 1.128178 0.2488038 0.1941101
50 0.219 2000 44.48348 4.590504 10 1.132904 0.215311 0.1705506
50 0.2182 2000 44.57814 4.584163 10 1.163979 0.2267051 0.1977488
50 0.2182 2000 44.45282 4.589875 10 1.138178 0.2430355 0.1844461
50 0.2182 2000 44.67989 4.592733 10 1.111808 0.2132565 0.1954464
50 0.2182 2000 44.55781 4.605107 11 1.099455 0.2209414 0.1680737
50 0.2182 2000 44.60265 4.586514 11 1.118806 0.2247839 0.2069583
50 0.2194 2000 44.33626 4.589357 10 1.157141 0.2168099 0.1813989
50 0.2194 2000 44.23030 4.588322 11 1.151602 0.2454632 0.1813989
50 0.2194 2000 44.59913 4.599917 10 1.070197 0.2254059 0.1847297
50 0.2194 2000 44.36582 4.588859 11 1.100802 0.2120344 0.1952344
50 0.2194 2000 44.60788 4.587673 11 1.135875 0.2636103 0.2016398
%n density b b_old lambda lse TP FP 
50 0.2188 10000 44.40491 0.9018966 12 1.464785 0.6360153 0.5994624
50 0.2188 10000 44.44448 0.8953901 7 1.483453 0.6340996 0.610087
50 0.2188 10000 44.62595 0.900417 7 1.413916 0.6518199 0.5986943
50 0.2188 10000 44.44103 0.8999593 8 1.426075 0.6130268 0.6008705
50 0.2188 10000 44.48814 0.9008637 11 1.477838 0.612069 0.6109831
50 0.2196 10000 44.74107 0.8965437 7 1.510411 0.634542 0.6004613
50 0.2196 10000 44.21077 0.9002373 7 1.464599 0.6145038 0.6000769
50 0.2196 10000 44.61302 0.9006656 11 1.464008 0.6254771 0.6157099
50 0.2196 10000 44.61995 0.9001898 7 1.515494 0.648855 0.6039211
50 0.2196 10000 44.63061 0.8994791 7 1.46097 0.6216603 0.6078934
50 0.219 10000 44.19962 0.8999104 8 1.465118 0.6325359 0.6087068
50 0.219 10000 44.75259 0.9000972 9 1.416953 0.6229665 0.6042254
50 0.219 10000 44.39177 0.900177 12 1.392827 0.637799 0.6025608
50 0.219 10000 44.48349 0.900921 8 1.397367 0.6344498 0.606402
50 0.219 10000 44.21647 0.8965366 6 1.425482 0.5985646 0.6065301
50 0.2182 10000 44.38455 0.8962868 7 1.416494 0.6397695 0.5917114
50 0.2182 10000 44.6489 0.9016026 10 1.391338 0.6147935 0.61077
50 0.2182 10000 44.65962 0.9002134 7 1.486792 0.6522574 0.6103863
50 0.2182 10000 44.38331 0.9007828 8 1.407673 0.6354467 0.5905602
50 0.2182 10000 44.56459 0.8999089 10 1.452766 0.6474544 0.6041187
50 0.2194 10000 44.63599 0.8997087 7 1.505649 0.6361032 0.6111965
50 0.2194 10000 44.42404 0.896955 7 1.499736 0.6103152 0.6074814
50 0.2194 10000 44.6337 0.8996039 8 1.510451 0.6279847 0.5967205
50 0.2194 10000 44.33427 0.9008837 8 1.463649 0.6303725 0.6163208
50 0.2194 10000 44.34127 0.9002417 11 1.476256 0.6370583 0.6101717
%n density b b_old lambda lse TP FP 
50 0.3138 1 44.32681 7508.518 11 1.060078 0 0
50 0.3138 1 44.38886 7508.659 11 1.095307 0 0
50 0.3138 1 44.55619 7508.465 11 1.079962 0 0
50 0.3138 1 44.1262 7508.14 11 1.085247 0 0
50 0.3138 1 44.28824 7508.456 11 1.089096 0 0
50 0.3146 1 44.55891 7508.386 11 1.088453 0 0
50 0.3146 1 44.76558 7508.538 11 1.053282 0 0
50 0.3146 1 44.63884 7508.185 11 1.071620 0 0
50 0.3146 1 44.47918 7508.427 11 1.070165 0 0
50 0.3146 1 44.69664 7508.301 11 1.046536 0 0
50 0.3138 1 44.58358 7508.555 11 1.085562 0 0
50 0.3138 1 44.69782 7508.273 11 1.069015 0 0
50 0.3138 1 44.56102 7508.303 11 1.072521 0 0
50 0.3138 1 44.62715 7508.587 11 1.086954 0 0
50 0.3138 1 44.56475 7508.471 11 1.063703 0 0
50 0.3128 1 44.67702 7508.505 11 1.081410 0 0
50 0.3128 1 44.46852 7508.807 11 1.078474 0 0
50 0.3128 1 44.53442 7508.496 11 1.056443 0 0
50 0.3128 1 44.56845 7508.758 11 1.091637 0 0
50 0.3128 1 44.37504 7508.51 11 1.059990 0 0
50 0.3138 1 44.5137 7508.357 11 1.053546 0 0
50 0.3138 1 44.56233 7508.272 11 1.064237 0 0
50 0.3138 1 44.31608 7508.52 11 1.080977 0 0
50 0.3138 1 44.30223 7508.511 11 1.030048 0 0
50 0.3138 1 44.38134 7508.542 11 1.093705 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 10 44.69008 758.4346 9 1.091349 0 0
50 0.3138 10 44.37274 758.6718 9 1.081507 0 0
50 0.3138 10 44.37372 758.4365 9 1.095219 0 0
50 0.3138 10 44.10959 758.279 9 1.085631 0 0
50 0.3138 10 44.27069 758.296 9 1.088469 0 0
50 0.3146 10 44.36054 758.4523 9 1.089258 0 0
50 0.3146 10 44.45093 758.4956 9 1.080588 0 0
50 0.3146 10 44.57379 758.4736 9 1.089011 0 0
50 0.3146 10 44.23636 758.4928 9 1.099476 0 0
50 0.3146 10 44.6992 758.425 9 1.099323 0 0
50 0.3138 10 44.45631 758.7424 9 1.119304 0 0
50 0.3138 10 44.34196 758.375 9 1.085115 0 0
50 0.3138 10 44.61898 758.7152 9 1.072906 0 0
50 0.3138 10 44.52587 758.7956 9 1.094568 0 0
50 0.3138 10 44.55327 758.61 9 1.076217 0 0
50 0.3128 10 44.60038 758.7053 9 1.084501 0 0
50 0.3128 10 44.30981 758.4086 9 1.098887 0 0
50 0.3128 10 44.31839 758.3256 9 1.070262 0 0
50 0.3128 10 44.47333 758.518 9 1.076804 0 0
50 0.3128 10 44.49678 758.794 9 1.080172 0 0
50 0.3138 10 44.41233 758.5053 9 1.081825 0 0
50 0.3138 10 44.40949 758.3654 9 1.095641 0 0
50 0.3138 10 44.59026 758.4371 9 1.065997 0 0
50 0.3138 10 44.42296 758.6266 9 1.107428 0 0
50 0.3138 10 44.57403 758.5986 9 1.062002 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 100 44.57295 81.23673 7 1.089410 0 0
50 0.3138 100 44.42023 81.16232 7 1.068826 0 0
50 0.3138 100 44.64688 81.17349 7 1.060604 0 0
50 0.3138 100 44.52812 81.21009 7 1.099745 0 0
50 0.3138 100 44.36294 81.0425 9 1.093693 0 0
50 0.3146 100 44.37555 81.15789 7 1.093586 0 0
50 0.3146 100 44.19011 81.06397 7 1.084246 0 0
50 0.3146 100 44.72551 81.27499 9 1.090576 0 0
50 0.3146 100 44.38972 81.23922 9 1.068562 0 0
50 0.3146 100 44.63022 81.337 7 1.095243 0 0
50 0.3138 100 44.60662 81.2175 7 1.059226 0 0
50 0.3138 100 44.16393 81.1373 7 1.098494 0 0
50 0.3138 100 44.3259 81.2551 7 1.08795 0 0
50 0.3138 100 44.56587 81.3127 7 1.072898 0 0
50 0.3138 100 44.37687 81.19978 7 1.087290 0 0
50 0.3128 100 44.45048 81.34588 10 1.080199 0 0
50 0.3128 100 44.40247 81.2293 7 1.083286 0 0
50 0.3128 100 44.26988 81.03832 7 1.066877 0 0
50 0.3128 100 44.53835 80.9893 7 1.061244 0 0
50 0.3128 100 44.59099 81.1667 7 1.068162 0 0
50 0.3138 100 44.5953 81.18126 7 1.112902 0 0
50 0.3138 100 44.47912 81.2885 7 1.070706 0 0
50 0.3138 100 44.53216 81.22107 7 1.062440 0 0
50 0.3138 100 44.44116 81.19534 7 1.073438 0 0
50 0.3138 100 44.31797 81.26076 9 1.100762 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 200 44.26043 42.19914 6 1.095867 0 0
50 0.3138 200 44.65807 42.45138 9 1.077953 0 0
50 0.3138 200 44.47567 42.36155 6 1.057293 0 0
50 0.3138 200 44.29054 42.37216 8 1.099247 0 0
50 0.3138 200 44.74914 42.39575 6 1.088323 0 0
50 0.3146 200 44.64236 42.35174 6 1.090746 0 0
50 0.3146 200 44.41484 42.26764 6 1.065734 0 0
50 0.3146 200 44.36783 42.36985 6 1.080086 0 0
50 0.3146 200 44.47133 42.23139 6 1.071736 0 0
50 0.3146 200 44.44882 42.39485 11 1.053623 0 0
50 0.3138 200 44.44609 42.22332 6 1.094401 0 0
50 0.3138 200 44.56884 42.30106 6 1.062332 0 0
50 0.3138 200 44.42425 42.25563 6 1.086200 0 0
50 0.3138 200 44.63648 42.35168 6 1.099817 0 0
50 0.3138 200 44.68111 42.27848 6 1.075337 0 0
50 0.3128 200 44.1655 42.31009 6 1.117821 0 0
50 0.3128 200 44.47324 42.28021 6 1.076521 0 0
50 0.3128 200 44.44435 42.34066 6 1.101792 0 0
50 0.3128 200 44.56882 42.33588 6 1.093022 0 0
50 0.3128 200 44.43731 42.29509 6 1.084904 0 0
50 0.3138 200 44.33190 42.30525 6 1.099525 0 0
50 0.3138 200 44.35217 42.29995 6 1.093102 0 0
50 0.3138 200 44.3987 42.29315 6 1.105902 0 0
50 0.3138 200 44.72794 42.29709 6 1.082239 0 0
50 0.3138 200 44.27736 42.41886 6 1.048431 0 0
%n density b b_old lambda lse TP FP 
50 0.3138 1000 44.5618 9.300203 5 1.085259 0.03159974 0.01661323
50 0.3138 1000 44.557 9.31219 5 1.083633 0.02633311 0.01777907
50 0.3138 1000 44.56266 9.293269 5 1.081113 0.02633311 0.01807053
50 0.3138 1000 44.4967 9.288337 5 1.106049 0.03554970 0.01981929
50 0.3138 1000 44.48073 9.29487 5 1.101770 0.02040816 0.01894491
50 0.3146 1000 44.55417 9.275279 5 1.09117 0.02495076 0.01225562
50 0.3146 1000 44.34374 9.293102 5 1.112665 0.02363756 0.01546542
50 0.3146 1000 44.42363 9.303626 5 1.107363 0.02692055 0.01867523
50 0.3146 1000 44.58205 9.29126 5 1.095638 0.03676953 0.01575722
50 0.3146 1000 44.28973 9.296707 5 1.069997 0.03151674 0.01750802
50 0.3138 1000 44.48978 9.300991 5 1.071279 0.03752469 0.02185952
50 0.3138 1000 44.18971 9.299087 5 1.065643 0.02764977 0.02069368
50 0.3138 1000 44.36353 9.28288 5 1.105218 0.04213298 0.0271058
50 0.3138 1000 44.24507 9.298477 5 1.061445 0.03949967 0.01748761
50 0.3138 1000 44.59924 9.306363 5 1.098452 0.03357472 0.01952783
50 0.3128 1000 44.43872 9.30174 5 1.077755 0.02642008 0.01949942
50 0.3128 1000 44.45122 9.294224 5 1.101363 0.02708058 0.01717113
50 0.3128 1000 44.57312 9.290794 5 1.067778 0.02774108 0.01833527
50 0.3128 1000 44.62515 9.285206 5 1.079958 0.01981506 0.01629802
50 0.3128 1000 44.30158 9.291111 5 1.038434 0.02906209 0.01920838
50 0.3138 1000 44.20695 9.295136 5 1.106690 0.03225806 0.02389974
50 0.3138 1000 44.41275 9.285255 5 1.068807 0.02501646 0.01544739
50 0.3138 1000 44.32499 9.308652 5 1.059035 0.02764977 0.02069368
50 0.3138 1000 44.2034 9.301178 5 1.062220 0.02435813 0.01253279
50 0.3138 1000 44.77151 9.296786 5 1.077443 0.02896643 0.01807053
%n density b b_old lambda lse TP FP 
50 0.3138 2000 44.55113 4.57969 10 1.139632 0.2152732 0.1909064
50 0.3138 2000 44.43612 4.584739 10 1.126166 0.2106649 0.1894491
50 0.3138 2000 44.29929 4.57837 10 1.152682 0.2244898 0.2069368
50 0.3138 2000 44.60559 4.580743 10 1.172501 0.2646478 0.1952783
50 0.3138 2000 44.20479 4.576312 10 1.138155 0.2258065 0.1990673
50 0.3146 2000 44.32537 4.574333 10 1.141946 0.2304662 0.2025095
50 0.3146 2000 44.52379 4.572705 10 1.167560 0.2560735 0.1908375
50 0.3146 2000 44.88262 4.574824 10 1.149114 0.2455680 0.1969653
50 0.3146 2000 44.20451 4.58506 11 1.142774 0.2133946 0.1873359
50 0.3146 2000 44.38952 4.57683 10 1.158056 0.2613263 0.2060111
50 0.3138 2000 44.43942 4.588882 10 1.150391 0.2264648 0.183037
50 0.3138 2000 44.63533 4.582094 10 1.155637 0.2475313 0.1903235
50 0.3138 2000 44.55829 4.583499 11 1.162492 0.2218565 0.2136403
50 0.3138 2000 44.41091 4.588852 10 1.158711 0.2290981 0.1780822
50 0.3138 2000 44.51153 4.585003 10 1.165585 0.2350230 0.2016905
50 0.3128 2000 44.09621 4.58818 10 1.156269 0.2179657 0.1906286
50 0.3128 2000 44.35819 4.568336 10 1.142760 0.2424042 0.1981956
50 0.3128 2000 44.5501 4.580376 11 1.128352 0.2291942 0.1862631
50 0.3128 2000 44.55452 4.576829 11 1.142835 0.2232497 0.2002328
50 0.3128 2000 44.44413 4.579034 10 1.140814 0.2384412 0.1894645
50 0.3138 2000 44.45134 4.589355 10 1.147361 0.2290981 0.1984844
50 0.3138 2000 44.3786 4.583194 11 1.141145 0.2172482 0.1967356
50 0.3138 2000 44.26574 4.578559 11 1.170714 0.2396313 0.2005246
50 0.3138 2000 44.57216 4.586609 11 1.137233 0.2126399 0.2002332
50 0.3138 2000 44.35461 4.586107 10 1.134586 0.2462146 0.1926552
%n density b b_old lambda lse TP FP 
50 0.3138 10000 44.74578 0.900777 11 1.432380 0.6306781 0.617167
50 0.3138 10000 44.60673 0.895333 6 1.483714 0.6303489 0.6088604
50 0.3138 10000 44.56601 0.8998441 7 1.475736 0.6491113 0.63174
50 0.3138 10000 44.72802 0.900148 8 1.431877 0.622449 0.6222676
50 0.3138 10000 44.49513 0.9006896 10 1.431214 0.618499 0.5977849
50 0.3146 10000 44.27246 0.8985284 7 1.49032 0.6191727 0.6183251
50 0.3146 10000 44.22972 0.900071 7 1.47528 0.606369 0.6011088
50 0.3146 10000 44.26932 0.8957633 6 1.510073 0.6201576 0.605194
50 0.3146 10000 44.6422 0.8994195 8 1.535077 0.651346 0.6060694
50 0.3146 10000 44.31517 0.9006738 8 1.423539 0.6221274 0.6145317
50 0.3138 10000 44.52324 0.8994996 8 1.431125 0.6155365 0.6062372
50 0.3138 10000 44.09831 0.8991324 10 1.507120 0.6454905 0.600991
50 0.3138 10000 44.60859 0.8989544 7 1.42196 0.6267281 0.6074031
50 0.3138 10000 44.41748 0.899671 8 1.455454 0.6161949 0.595599
50 0.3138 10000 44.06387 0.8987127 8 1.493123 0.6454905 0.595016
50 0.3128 10000 44.43515 0.8989162 8 1.489706 0.6083223 0.600844
50 0.3128 10000 44.39467 0.8986728 7 1.489927 0.6165786 0.5951688
50 0.3128 10000 44.39936 0.899263 8 1.492030 0.6387054 0.5908033
50 0.3128 10000 44.26296 0.900315 7 1.428750 0.6136063 0.613213
50 0.3128 10000 44.72258 0.8962997 7 1.430367 0.6301189 0.6072468
50 0.3138 10000 44.40342 0.9008093 12 1.427240 0.6030283 0.6173127
50 0.3138 10000 44.28055 0.8989797 8 1.495273 0.6369322 0.6012824
50 0.3138 10000 44.44775 0.8997363 8 1.384955 0.6155365 0.5938502
50 0.3138 10000 44.35802 0.9001182 8 1.448896 0.634628 0.5974934
50 0.3138 10000 44.60606 0.8965837 7 1.484238 0.6306781 0.6017196
%n density b b_old lambda lse TP FP 
100 0.0614 1 11.58516 5047.402 17 1.025679 0 0
100 0.0614 1 11.66262 5048.433 17 1.026001 0 0
100 0.0614 1 12.45893 5048.442 17 1.017692 0 0
100 0.0614 1 10.78388 5047.561 17 1.009180 0 0
100 0.0614 1 10.76744 5047.213 17 1.043586 0 0
100 0.0612 1 10.77797 5047.519 17 1.028287 0 0
100 0.0612 1 10.90169 5046.786 17 1.016706 0 0
100 0.0612 1 11.65808 5048.24 17 1.025369 0 0
100 0.0612 1 11.13472 5047.099 17 1.019086 0 0
100 0.0612 1 10.73191 5047.975 17 1.051566 0 0
100 0.0616 1 11.33593 5047.7 17 1.006388 0 0
100 0.0616 1 10.84228 5048.847 17 1.032198 0 0
100 0.0616 1 12.16419 5047.538 17 1.014807 0 0
100 0.0616 1 12.38764 5047.383 17 1.036076 0 0
100 0.0616 1 12.15363 5048.868 17 1.028045 0 0
100 0.0614 1 12.34113 5047.263 17 1.028206 0 0
100 0.0614 1 11.28174 5047.667 17 1.012262 0 0
100 0.0614 1 11.42809 5047.375 17 1.011926 0 0
100 0.0614 1 9.95024 5049.156 17 1.013728 0 0
100 0.0614 1 9.890366 5048.302 17 1.037731 0 0
100 0.0618 1 10.31747 5047.27 17 0.9946037 0 0
100 0.0618 1 10.57060 5046.851 17 1.016647 0 0
100 0.0618 1 11.17115 5047.957 17 1.001898 0 0
100 0.0618 1 10.64111 5048.108 17 1.014832 0 0
100 0.0618 1 11.05691 5049.136 17 1.043732 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 10 10.78794 542.1189 12 0.9998904 0 0
100 0.0614 10 10.11294 541.8937 12 1.047506 0 0
100 0.0614 10 9.250603 542.6817 12 1.027361 0 0
100 0.0614 10 10.66884 542.4926 12 1.013434 0 0
100 0.0614 10 11.29178 542.3054 12 1.041237 0 0
100 0.0612 10 12.10561 543.1264 12 1.009813 0 0
100 0.0612 10 11.41202 542.6242 12 0.9937969 0 0
100 0.0612 10 11.33403 542.8495 12 1.000805 0 0
100 0.0612 10 11.38742 541.9661 12 0.9987881 0 0
100 0.0612 10 10.67397 542.6913 12 0.9957178 0 0
100 0.0616 10 11.24296 542.7222 12 1.005141 0 0
100 0.0616 10 11.62069 543.4635 12 1.016993 0 0
100 0.0616 10 13.01209 543.1025 12 1.026228 0 0
100 0.0616 10 13.04459 543.4229 12 1.001148 0 0
100 0.0616 10 12.42475 542.7199 12 1.010192 0 0
100 0.0614 10 12.31011 541.9793 12 1.041074 0 0
100 0.0614 10 11.61936 542.4769 12 1.023623 0 0
100 0.0614 10 11.53938 542.9599 12 1.015755 0 0
100 0.0614 10 9.530592 542.5757 12 1.050467 0 0
100 0.0614 10 11.76812 542.4506 12 1.028039 0 0
100 0.0618 10 11.18212 541.9052 12 1.022533 0 0
100 0.0618 10 9.731598 543.6267 12 1.024703 0 0
100 0.0618 10 13.18551 543.1637 12 1.034336 0 0
100 0.0618 10 11.55928 542.3451 12 1.032856 0 0
100 0.0618 10 9.724523 542.3633 12 1.040496 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 100 13.14005 70.95216 7 0.9982547 0 0
100 0.0614 100 11.37463 70.90906 7 1.012637 0 0
100 0.0614 100 8.600708 70.8809 7 1.028164 0 0
100 0.0614 100 12.56749 70.93813 7 1.042056 0 0
100 0.0614 100 10.56874 70.55588 7 1.022829 0 0
100 0.0612 100 12.78264 70.75161 7 1.021502 0 0
100 0.0612 100 11.58749 70.75593 7 1.030857 0 0
100 0.0612 100 10.58493 70.78593 7 1.033606 0 0
100 0.0612 100 11.54169 71.01637 7 1.011043 0 0
100 0.0612 100 11.25104 70.76839 7 1.017681 0 0
100 0.0616 100 11.50076 70.89446 7 1.019955 0 0
100 0.0616 100 13.00980 70.89169 7 1.013314 0 0
100 0.0616 100 11.11106 70.53415 7 1.023081 0 0
100 0.0616 100 11.89454 71.15125 7 1.018226 0 0
100 0.0616 100 12.66654 70.88456 7 1.035261 0 0
100 0.0614 100 9.548998 70.87023 7 1.018477 0 0
100 0.0614 100 10.61621 70.69665 7 1.019547 0 0
100 0.0614 100 9.233467 70.86097 7 1.022981 0 0
100 0.0614 100 12.85456 70.71122 7 1.032106 0 0
100 0.0614 100 11.12698 70.7067 7 1.000589 0 0
100 0.0618 100 10.79147 71.02772 7 1.038187 0 0
100 0.0618 100 11.80895 70.71793 7 1.037195 0 0
100 0.0618 100 11.55098 71.0951 7 0.9952126 0 0
100 0.0618 100 9.815841 70.92139 7 1.026739 0 0
100 0.0618 100 11.06690 70.75289 7 1.033791 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 200 11.81435 39.08435 6 1.006201 0 0
100 0.0614 200 12.09382 39.05115 6 1.042785 0 0
100 0.0614 200 12.86918 38.87126 6 1.018321 0 0
100 0.0614 200 12.38946 38.95479 6 1.034779 0 0
100 0.0614 200 11.67161 39.06328 6 1.040760 0 0
100 0.0612 200 10.94647 39.15713 6 1.057779 0 0
100 0.0612 200 11.89859 39.06350 8 1.032621 0 0
100 0.0612 200 11.41694 39.071 6 1.012700 0 0
100 0.0612 200 11.42797 39.16795 8 1.005834 0 0
100 0.0612 200 10.80861 39.22454 6 1.044714 0 0
100 0.0616 200 10.36271 39.05642 8 1.020921 0 0
100 0.0616 200 13.82169 39.17831 6 1.005613 0 0
100 0.0616 200 12.06776 38.98077 6 1.014529 0 0
100 0.0616 200 10.90357 39.06446 6 1.015997 0 0
100 0.0616 200 11.68118 39.18361 6 1.023073 0 0
100 0.0614 200 11.27194 39.06992 6 0.992495 0 0
100 0.0614 200 11.54172 39.04405 6 1.034408 0 0
100 0.0614 200 11.28166 38.96696 6 1.030513 0 0
100 0.0614 200 12.90492 39.05253 6 1.009143 0 0
100 0.0614 200 10.87929 39.02477 6 1.033955 0 0
100 0.0618 200 11.32794 39.17807 8 1.006125 0 0
100 0.0618 200 12.28384 39.03002 6 1.018888 0 0
100 0.0618 200 10.02400 39.05189 6 1.017586 0 0
100 0.0618 200 10.37315 39.10951 6 0.9960534 0 0
100 0.0618 200 11.27492 39.12271 6 0.9901084 0 0
%n density b b_old lambda lse TP FP 
100 0.0614 1000 11.07314 9.004615 6 1.046676 0.1750973 0.07862774
100 0.0614 1000 10.38776 9.027694 6 1.035894 0.1206226 0.07393991
100 0.0614 1000 11.94644 9.024605 6 1.003022 0.1867704 0.07116983
100 0.0614 1000 10.60021 9.004382 6 1.013031 0.1789883 0.08288941
100 0.0614 1000 11.47462 9.011804 6 1.027989 0.1595331 0.08395483
100 0.0612 1000 11.67076 9.029387 6 1.033203 0.1328125 0.07221986
100 0.0612 1000 9.222704 9.03787 6 1.040491 0.15625 0.06710695
100 0.0612 1000 11.19785 9.032888 6 1.045396 0.15625 0.07605454
100 0.0612 1000 9.968394 9.02228 6 1.014273 0.1601562 0.07008948
100 0.0612 1000 11.91863 9.028431 6 1.017898 0.125 0.07669365
100 0.0616 1000 11.17376 9.023418 6 1.005242 0.1627907 0.07821824
100 0.0616 1000 9.868955 9.018729 6 1.035127 0.1317829 0.07672634
100 0.0616 1000 11.72649 9.03459 6 1.021491 0.1317829 0.071185
100 0.0616 1000 11.53863 9.05479 6 1.052300 0.09302326 0.06564365
100 0.0616 1000 11.62968 9.011743 6 1.057732 0.124031 0.07033248
100 0.0614 1000 12.15394 9.021766 6 1.035120 0.1322957 0.07372683
100 0.0614 1000 11.35385 8.980815 6 1.029723 0.1712062 0.08267633
100 0.0614 1000 11.99367 8.991198 6 0.9914767 0.1673152 0.07479224
100 0.0614 1000 10.41147 9.032826 6 1.031388 0.1556420 0.07607074
100 0.0614 1000 12.98089 9.04026 6 1.019483 0.1439689 0.07053058
100 0.0618 1000 11.12763 9.026448 6 1.017982 0.1505792 0.07418461
100 0.0618 1000 10.57611 9.044015 6 1.009745 0.1505792 0.07162652
100 0.0618 1000 11.66403 9.025138 6 1.021241 0.1544402 0.06693669
100 0.0618 1000 10.06305 9.01592 6 1.027973 0.1467181 0.070987
100 0.0618 1000 10.18026 8.995414 6 1.035888 0.1621622 0.08121936
%n density b b_old lambda lse TP FP 
100 0.0614 2000 10.12236 4.437878 7 1.099145 0.4163424 0.3315576
100 0.0614 2000 12.11752 4.434009 11 1.119230 0.459144 0.3396548
100 0.0614 2000 10.80940 4.436373 10 1.083602 0.4747082 0.3229278
100 0.0614 2000 10.27041 4.430946 6 1.161198 0.4202335 0.3226081
100 0.0614 2000 11.20938 4.437195 6 1.120788 0.4163424 0.3236736
100 0.0612 2000 11.21542 4.43348 6 1.154649 0.4296875 0.3517256
100 0.0612 2000 11.07880 4.437492 6 1.095340 0.3828125 0.3155092
100 0.0612 2000 10.75402 4.437057 10 1.154551 0.46875 0.3410737
100 0.0612 2000 10.22561 4.430889 10 1.086917 0.4375 0.3360673
100 0.0612 2000 11.32290 4.440094 9 1.132830 0.4375 0.3436302
100 0.0616 2000 11.14225 4.431847 10 1.126589 0.4224806 0.3371697
100 0.0616 2000 12.15009 4.420984 8 1.121056 0.503876 0.3405797
100 0.0616 2000 11.66770 4.430944 11 1.133220 0.4031008 0.3369565
100 0.0616 2000 11.55304 4.421875 6 1.131614 0.503876 0.3378090
100 0.0616 2000 9.72067 4.432771 11 1.127321 0.4767442 0.3252344
100 0.0614 2000 11.94744 4.434818 11 1.092153 0.4708171 0.3255913
100 0.0614 2000 11.61577 4.43993 11 1.095995 0.4708171 0.3356062
100 0.0614 2000 11.03696 4.440303 11 1.104172 0.4046693 0.3262306
100 0.0614 2000 10.47479 4.440205 11 1.088252 0.4241245 0.3258044
100 0.0614 2000 11.61012 4.429208 11 1.098981 0.4669261 0.3390156
100 0.0618 2000 10.62662 4.42768 11 1.165231 0.4362934 0.3442763
100 0.0618 2000 11.15231 4.431466 10 1.110867 0.3976834 0.3208271
100 0.0618 2000 10.67696 4.437741 11 1.127827 0.3976834 0.3299936
100 0.0618 2000 11.44728 4.43277 11 1.115900 0.4169884 0.3343637
100 0.0618 2000 10.38829 4.434961 10 1.138264 0.4054054 0.3222127
%n density b b_old lambda lse TP FP 
100 0.0614 10000 12.15449 0.8989623 7 1.522119 0.8287938 0.78127
100 0.0614 10000 11.41104 0.8966736 11 1.553096 0.7859922 0.759642
100 0.0614 10000 11.10005 0.9017493 6 1.52838 0.7976654 0.7532495
100 0.0614 10000 10.77406 0.893621 11 1.466941 0.85214 0.7630514
100 0.0614 10000 10.57102 0.8956344 11 1.476411 0.7898833 0.7757298
100 0.0612 10000 9.657513 0.8988192 7 1.471951 0.7851562 0.7633149
100 0.0612 10000 11.41059 0.8947144 11 1.532230 0.8007812 0.7739668
